all_nodes	bindingprot_layer	cov_layer	deg_layer	gene_symbol	log2FoldChange	Matching.Attribute	name	node_source	padj	ppi_layer	selected	shared name	tf_layer
protein	NA	NA	NA	APPL1		Q9UKG1	Q9UKG1	viralprotein		protein	FALSE	Q9UKG1	NA
protein	NA	NA	NA	HDAC9	0.472701577	Q9UKV0	Q9UKV0	viralmirna;viralprotein	0.269671898	protein	FALSE	Q9UKV0	NA
protein	NA	NA	NA	CAMK1		Q14012	Q14012	viralprotein		protein	FALSE	Q14012	NA
protein	NA	NA	NA	TCF4		P15884	P15884	viralprotein		protein	FALSE	P15884	NA
protein	NA	NA	NA	FEN1		P39748	P39748	viralprotein		protein	FALSE	P39748	NA
protein	NA	NA	NA	NQO1	-0.454415925	P15559	P15559	viralmirna;viralprotein	0.580751166	protein	FALSE	P15559	NA
protein	NA	NA	NA	THRA		P10827	P10827	viralprotein		protein	FALSE	P10827	NA
protein	NA	NA	NA	ARHGAP35	0.376532903	Q9NRY4	Q9NRY4	viralmirna;viralprotein	0.829183039	protein	FALSE	Q9NRY4	NA
protein	NA	NA	NA	SMARCA4		P51532	P51532	viralprotein		protein	FALSE	P51532	NA
protein	NA	NA	NA	H2AX		P16104	P16104	viralmirna;viralprotein		protein	FALSE	P16104	NA
protein	NA	NA	NA	LMTK2		Q8IWU2	Q8IWU2	viralmirna;viralprotein		protein	FALSE	Q8IWU2	NA
protein	NA	NA	NA	ADCY1		Q08828	Q08828	viralmirna;viralprotein		protein	FALSE	Q08828	NA
protein	NA	NA	NA	CHP2		O43745	O43745	viralprotein		protein	FALSE	O43745	NA
protein	NA	NA	NA	CHUK		O15111	O15111	viralmirna;viralprotein		protein	FALSE	O15111	NA
protein	NA	NA	NA	TFF3		Q07654	Q07654	viralmirna;viralprotein		protein	FALSE	Q07654	NA
protein	NA	NA	NA	LTK		P29376	P29376	viralmirna;viralprotein		protein	FALSE	P29376	NA
protein	NA	NA	NA	SMO		Q99835	Q99835	viralmirna;viralprotein		protein	FALSE	Q99835	NA
protein	NA	NA	NA	RANBP9		Q96S59	Q96S59	viralprotein		protein	FALSE	Q96S59	NA
tf	NA	NA	NA	ATF1		P18846	P18846	viralmirna;viralprotein		NA	FALSE	P18846	tf
protein	NA	NA	NA	APC		P25054	P25054	viralmirna;viralprotein		protein	FALSE	P25054	NA
protein	NA	NA	NA	STAT4		Q14765	Q14765	viralprotein		protein	FALSE	Q14765	NA
protein	NA	NA	NA	NA		P0DPQ6	P0DPQ6	viralmirna;viralprotein		protein	FALSE	P0DPQ6	NA
bindingprot;protein	bindingprot	NA	NA	CREB3L2		Q70SY1	Q70SY1	viralmirna;viralprotein		protein	FALSE	Q70SY1	NA
protein	NA	NA	NA	SOS2		Q07890	Q07890	viralprotein		protein	FALSE	Q07890	NA
protein	NA	NA	NA	IL1RN		P18510	P18510	viralmirna;viralprotein		protein	FALSE	P18510	NA
protein	NA	NA	NA	H2AZ1		P0C0S5	P0C0S5	viralmirna;viralprotein		protein	FALSE	P0C0S5	NA
protein	NA	NA	NA	VAV3		Q9UKW4	Q9UKW4	viralmirna;viralprotein		protein	FALSE	Q9UKW4	NA
protein	NA	NA	NA	SPRY1	0.361689102	O43609	O43609	viralprotein	0.004876026	protein	FALSE	O43609	NA
protein	NA	NA	NA	DAPK1		P53355	P53355	viralmirna;viralprotein		protein	FALSE	P53355	NA
protein	NA	NA	NA	BMP2	0.321472113	P12643	P12643	viralmirna;viralprotein	1	protein	FALSE	P12643	NA
protein	NA	NA	NA	VAV1		P15498	P15498	viralmirna;viralprotein		protein	FALSE	P15498	NA
tf	NA	NA	NA	FOSL2		P15408	P15408	viralmirna;viralprotein		NA	FALSE	P15408	tf
protein	NA	NA	NA	TNIK		Q9UKE5	Q9UKE5	viralprotein		protein	FALSE	Q9UKE5	NA
protein	NA	NA	NA	FRAT1		Q92837	Q92837	viralmirna;viralprotein		protein	FALSE	Q92837	NA
protein	NA	NA	NA	CDS1	-0.321027609	Q92903	Q92903	viralprotein	0.702345062	protein	FALSE	Q92903	NA
protein;tf	NA	NA	NA	CEBPB		P17676	P17676	viralmirna;viralprotein		protein	FALSE	P17676	tf
protein	NA	NA	NA	MAPK13		O15264	O15264	viralmirna;viralprotein		protein	FALSE	O15264	NA
protein	NA	NA	NA	FOXO3		O43524	O43524	viralmirna;viralprotein		protein	FALSE	O43524	NA
protein	NA	NA	NA	STK3		Q13188	Q13188	viralmirna;viralprotein		protein	FALSE	Q13188	NA
protein	NA	NA	NA	HOXA10		P31260	P31260	viralprotein		protein	FALSE	P31260	NA
protein	NA	NA	NA	GADD45B	1.242555436	O75293	O75293	viralprotein	4.82E-06	protein	FALSE	O75293	NA
protein	NA	NA	NA	TRIO	0.599812321	O75962	O75962	viralprotein	0.004591587	protein	FALSE	O75962	NA
protein	NA	NA	NA	PTK7		Q13308	Q13308	viralmirna;viralprotein		protein	FALSE	Q13308	NA
protein	NA	NA	NA	STK24	-0.370891208	Q9Y6E0	Q9Y6E0	viralmirna;viralprotein	0.2971119	protein	FALSE	Q9Y6E0	NA
protein	NA	NA	NA	GNA12		Q03113	Q03113	viralmirna;viralprotein		protein	FALSE	Q03113	NA
protein	NA	NA	NA	KHDRBS1		Q07666	Q07666	viralprotein		protein	FALSE	Q07666	NA
bindingprot;protein	bindingprot	NA	NA	PRKCI	-0.262741354	P41743	P41743	viralmirna;viralprotein	1	protein	FALSE	P41743	NA
protein	NA	NA	NA	MDM4	0.334745689	O15151	O15151	viralmirna;viralprotein	0.453819134	protein	FALSE	O15151	NA
protein	NA	NA	NA	IL1A	0.340565255	P01583	P01583	viralprotein	0.002509495	protein	FALSE	P01583	NA
protein	NA	NA	NA	ORC1		Q13415	Q13415	viralmirna;viralprotein		protein	FALSE	Q13415	NA
protein	NA	NA	NA	TRADD		Q15628	Q15628	viralprotein		protein	FALSE	Q15628	NA
protein	NA	NA	NA	TEC	0.280241559	P42680	P42680	viralprotein	1	protein	FALSE	P42680	NA
protein	NA	NA	NA	LATS1	0.343711295	O95835	O95835	viralmirna;viralprotein	1	protein	FALSE	O95835	NA
protein	NA	NA	NA	GADD45G	0.276287139	O95257	O95257	viralprotein	1	protein	FALSE	O95257	NA
protein	NA	NA	NA	PRKAR1B		P31321	P31321	viralprotein		protein	FALSE	P31321	NA
protein	NA	NA	NA	FGF18		O76093	O76093	viralmirna;viralprotein		protein	FALSE	O76093	NA
protein	NA	NA	NA	RBPJ	0.515351075	Q06330	Q06330	viralmirna;viralprotein	3.52E-05	protein	FALSE	Q06330	NA
protein	NA	NA	NA	BCL6		P41182	P41182	viralmirna;viralprotein		protein	FALSE	P41182	NA
protein	NA	NA	NA	FHL2	-0.274059607	Q14192	Q14192	viralmirna;viralprotein	1	protein	FALSE	Q14192	NA
protein	NA	NA	NA	PPP1R2		P41236	P41236	viralprotein		protein	FALSE	P41236	NA
protein	NA	NA	NA	GNA14		O95837	O95837	viralmirna;viralprotein		protein	FALSE	O95837	NA
protein	NA	NA	NA	HLA-DRA		P01903	P01903	viralmirna;viralprotein		protein	FALSE	P01903	NA
protein	NA	NA	NA	MERTK		Q12866	Q12866	viralmirna;viralprotein		protein	FALSE	Q12866	NA
protein	NA	NA	NA	PSMC3		P17980	P17980	viralprotein		protein	FALSE	P17980	NA
protein	NA	NA	NA	ANAPC7		Q9UJX3	Q9UJX3	viralmirna;viralprotein		protein	FALSE	Q9UJX3	NA
protein	NA	NA	NA	RPS6KA4		O75676	O75676	viralmirna;viralprotein		protein	FALSE	O75676	NA
protein	NA	NA	NA	PIAS3		Q9Y6X2	Q9Y6X2	viralmirna;viralprotein		protein	FALSE	Q9Y6X2	NA
protein	NA	NA	NA	SNRPE		P62304	P62304	viralmirna;viralprotein		protein	FALSE	P62304	NA
protein	NA	NA	NA	PLCB3		Q01970	Q01970	viralmirna;viralprotein		protein	FALSE	Q01970	NA
protein	NA	NA	NA	CREB3L1		Q96BA8	Q96BA8	viralmirna;viralprotein		protein	FALSE	Q96BA8	NA
protein	NA	NA	NA	BRCA1		P38398	P38398	viralmirna;viralprotein		protein	FALSE	P38398	NA
protein	NA	NA	NA	RASA1		P20936	P20936	viralmirna;viralprotein		protein	FALSE	P20936	NA
protein	NA	NA	NA	RPTOR		Q8N122	Q8N122	viralmirna;viralprotein		protein	FALSE	Q8N122	NA
protein	NA	NA	NA	ARHGDIA	-0.353186744	P52565	P52565	viralmirna;viralprotein	1	protein	FALSE	P52565	NA
protein	NA	NA	NA	ADCY3		O60266	O60266	viralprotein		protein	FALSE	O60266	NA
protein	NA	NA	NA	GTF2H2		Q13888	Q13888	viralmirna;viralprotein		protein	FALSE	Q13888	NA
protein	NA	NA	NA	PRKAG1		P54619	P54619	viralprotein		protein	FALSE	P54619	NA
protein	NA	NA	NA	CASP2		P42575	P42575	viralmirna;viralprotein		protein	FALSE	P42575	NA
protein	NA	NA	NA	MAP4K2		Q12851	Q12851	viralprotein		protein	FALSE	Q12851	NA
protein	NA	NA	NA	PIN1		Q13526	Q13526	viralmirna;viralprotein		protein	FALSE	Q13526	NA
protein	NA	NA	NA	NPM1		P06748	P06748	viralmirna;viralprotein		protein	FALSE	P06748	NA
protein	NA	NA	NA	GNA11		P29992	P29992	viralmirna;viralprotein		protein	FALSE	P29992	NA
protein	NA	NA	NA	GNB2	-0.293641204	P62879	P62879	viralprotein	1	NA;protein	FALSE	P62879	NA
protein	NA	NA	NA	TFF1	-0.498279251	P04155	P04155	viralprotein	1	protein	FALSE	P04155	NA
protein	NA	NA	NA	HAT1		O14929	O14929	viralmirna;viralprotein		protein	FALSE	O14929	NA
protein	NA	NA	NA	NMI		Q13287	Q13287	viralmirna;viralprotein		protein	FALSE	Q13287	NA
protein	NA	NA	NA	RRAS2		P62070	P62070	viralprotein		protein	FALSE	P62070	NA
protein	NA	NA	NA	EPHA4		P54764	P54764	viralmirna;viralprotein		protein	FALSE	P54764	NA
protein	NA	NA	NA	DLL1		O00548	O00548	viralmirna;viralprotein		protein	FALSE	O00548	NA
protein	NA	NA	NA	GRB10		Q13322	Q13322	viralmirna;viralprotein		protein	FALSE	Q13322	NA
protein	NA	NA	NA	KLRC1		P26715	P26715	viralprotein		protein	FALSE	P26715	NA
protein	NA	NA	NA	TYRO3		Q06418	Q06418	viralmirna;viralprotein		protein	FALSE	Q06418	NA
protein	NA	NA	NA	ENG		P17813	P17813	viralmirna;viralprotein		protein	FALSE	P17813	NA
protein	NA	NA	NA	PTK6		Q13882	Q13882	viralmirna;viralprotein		protein	FALSE	Q13882	NA
protein	NA	NA	NA	SOS1		Q07889	Q07889	viralmirna;viralprotein		protein	FALSE	Q07889	NA
protein	NA	NA	NA	PPP2R5D		Q14738	Q14738	viralmirna;viralprotein		protein	FALSE	Q14738	NA
protein	NA	NA	NA	YWHAE	-0.331473947	P62258	P62258	viralmirna;viralprotein	1	protein	FALSE	P62258	NA
protein	NA	NA	NA	MAP3K8	0.483810181	P41279	P41279	viralmirna;viralprotein	2.89E-04	protein	FALSE	P41279	NA
protein	NA	NA	NA	GTF2A2		P52657	P52657	viralmirna;viralprotein		protein	FALSE	P52657	NA
protein	NA	NA	NA	PLK1		P53350	P53350	viralmirna;viralprotein		protein	FALSE	P53350	NA
protein	NA	NA	NA	IL18	-0.394807404	Q14116	Q14116	viralmirna;viralprotein	1	protein	FALSE	Q14116	NA
protein	NA	NA	NA	PELP1		Q8IZL8	Q8IZL8	viralmirna;viralprotein		protein	FALSE	Q8IZL8	NA
protein	NA	NA	NA	CCL5		P13501	P13501	viralprotein		protein	FALSE	P13501	NA
protein	NA	NA	NA	BRAF		P15056	P15056	viralmirna;viralprotein		protein	FALSE	P15056	NA
protein	NA	NA	NA	PICALM		Q13492	Q13492	viralprotein		protein	FALSE	Q13492	NA
protein	NA	NA	NA	AURKA		O14965	O14965	viralmirna;viralprotein		protein	FALSE	O14965	NA
protein	NA	NA	NA	NET1		Q7Z628	Q7Z628	viralprotein		protein	FALSE	Q7Z628	NA
protein	NA	NA	NA	FGF12		P61328	P61328	viralmirna;viralprotein		protein	FALSE	P61328	NA
protein	NA	NA	NA	SQSTM1	0.298330269	Q13501	Q13501	viralprotein	1	protein	FALSE	Q13501	NA
protein	NA	NA	NA	FGF19		O95750	O95750	viralmirna;viralprotein		protein	FALSE	O95750	NA
bindingprot	bindingprot	NA	NA	ACVR2B		Q13705	Q13705	viralmirna		NA;protein	FALSE	Q13705	NA
bindingprot;protein	bindingprot	NA	NA	SDC4	0.42664394	P31431	P31431	viralmirna;viralprotein	1	protein	FALSE	P31431	NA
protein	NA	NA	NA	ADCY5		O95622	O95622	viralprotein		protein	FALSE	O95622	NA
protein	NA	NA	NA	MEF2C		Q06413	Q06413	viralmirna;viralprotein		protein	FALSE	Q06413	NA
protein	NA	NA	NA	HNF1A		P20823	P20823	viralprotein		protein	FALSE	P20823	NA
protein	NA	NA	NA	CDC34		P49427	P49427	viralprotein		protein	FALSE	P49427	NA
protein	NA	NA	NA	SMC3		Q9UQE7	Q9UQE7	viralmirna;viralprotein		protein	FALSE	Q9UQE7	NA
protein	NA	NA	NA	PAK2		Q13177	Q13177	viralmirna;viralprotein		protein	FALSE	Q13177	NA
protein	NA	NA	NA	NELFB		Q8WX92	Q8WX92	viralprotein		protein	FALSE	Q8WX92	NA
protein	NA	NA	NA	MLST8		Q9BVC4	Q9BVC4	viralprotein		protein	FALSE	Q9BVC4	NA
protein	NA	NA	NA	CHEK2		O96017	O96017	viralmirna;viralprotein		protein	FALSE	O96017	NA
protein	NA	NA	NA	NBN		O60934	O60934	viralprotein		protein	FALSE	O60934	NA
protein	NA	NA	NA	LPAR3		Q9UBY5	Q9UBY5	viralmirna;viralprotein		protein	FALSE	Q9UBY5	NA
protein	NA	NA	NA	KRAS		P01116	P01116	viralprotein		protein	FALSE	P01116	NA
protein	NA	NA	NA	IL23R		Q5VWK5	Q5VWK5	viralmirna;viralprotein		protein	FALSE	Q5VWK5	NA
protein	NA	NA	NA	SOCS2	0.343124176	O14508	O14508	viralmirna;viralprotein	0.508976842	protein	FALSE	O14508	NA
protein	NA	NA	NA	SMURF1		Q9HCE7	Q9HCE7	viralprotein		protein	FALSE	Q9HCE7	NA
protein	NA	NA	NA	MAP3K2		Q9Y2U5	Q9Y2U5	viralprotein		protein	FALSE	Q9Y2U5	NA
protein	NA	NA	NA	VHL		P40337	P40337	viralmirna;viralprotein		protein	FALSE	P40337	NA
protein	NA	NA	NA	PAG1		Q9NWQ8	Q9NWQ8	viralprotein		NA;protein	FALSE	Q9NWQ8	NA
protein	NA	NA	NA	PHGDH	-0.407027578	O43175	O43175	viralmirna;viralprotein	1	protein	FALSE	O43175	NA
protein	NA	NA	NA	CD8B		P10966	P10966	viralprotein		protein	FALSE	P10966	NA
protein	NA	NA	NA	CASP3		P42574	P42574	viralmirna;viralprotein		protein	FALSE	P42574	NA
protein	NA	NA	NA	RAD23B		P54727	P54727	viralprotein		protein	FALSE	P54727	NA
protein	NA	NA	NA	MAP3K11		Q16584	Q16584	viralprotein		protein	FALSE	Q16584	NA
protein	NA	NA	NA	NTRK2		Q16620	Q16620	viralmirna;viralprotein		protein	FALSE	Q16620	NA
protein	NA	NA	NA	RAPGEF1		Q13905	Q13905	viralmirna;viralprotein		protein	FALSE	Q13905	NA
protein	NA	NA	NA	AP1S2		P56377	P56377	viralprotein		protein	FALSE	P56377	NA
protein	NA	NA	NA	LIG1		P18858	P18858	viralprotein		protein	FALSE	P18858	NA
protein	NA	NA	NA	EIF2AK2	0.408719958	P19525	P19525	viralmirna;viralprotein	0.022225145	protein	FALSE	P19525	NA
protein;deg	NA	NA	deg	PLAUR	-0.586423615	Q03405	Q03405	viralprotein	0.001101126	NA;protein	FALSE	Q03405	NA
protein	NA	NA	NA	BRCA2		P51587	P51587	viralmirna;viralprotein		protein	FALSE	P51587	NA
protein	NA	NA	NA	SENP1	0.334428222	Q9P0U3	Q9P0U3	viralmirna;viralprotein	0.13144986	protein	FALSE	Q9P0U3	NA
protein	NA	NA	NA	DDIT3	0.669767272	P35638	P35638	viralmirna;viralprotein	0.0126455	protein	FALSE	P35638	NA
protein	NA	NA	NA	USP28		Q96RU2	Q96RU2	viralprotein		protein	FALSE	Q96RU2	NA
protein	NA	NA	NA	TTC5		Q8N0Z6	Q8N0Z6	viralprotein		protein	FALSE	Q8N0Z6	NA
protein	NA	NA	NA	RYK		P34925	P34925	viralmirna;viralprotein		protein	FALSE	P34925	NA
protein	NA	NA	NA	DUSP1	0.282302321	P28562	P28562	viralmirna;viralprotein	1	protein	FALSE	P28562	NA
protein	NA	NA	NA	PRDX1	-0.584761572	Q06830	Q06830	viralprotein	0.002707405	protein	FALSE	Q06830	NA
protein	NA	NA	NA	PPARA		Q07869	Q07869	viralmirna;viralprotein		protein	FALSE	Q07869	NA
protein	NA	NA	NA	CAMK1D		Q8IU85	Q8IU85	viralmirna;viralprotein		protein	FALSE	Q8IU85	NA
protein	NA	NA	NA	CALM1	-0.571348385	P0DP24	P0DP24	viralprotein	1.58E-08	protein	FALSE	P0DP24	NA
bindingprot;protein	bindingprot	NA	NA	RBL2		Q08999	Q08999	viralmirna;viralprotein		protein	FALSE	Q08999	NA
tf	NA	NA	NA	TCF7		P36402	P36402	viralprotein		NA;protein	FALSE	P36402	tf
protein	NA	NA	NA	GNAI3		P08754	P08754	viralmirna;viralprotein		protein	FALSE	P08754	NA
protein	NA	NA	NA	IGFBP2		P18065	P18065	viralprotein		protein	FALSE	P18065	NA
protein	NA	NA	NA	NFATC2		Q13469	Q13469	viralmirna;viralprotein		protein	FALSE	Q13469	NA
protein;deg	NA	NA	deg	ICAM1	0.796751537	P05362	P05362	viralmirna;viralprotein	5.53E-06	protein	FALSE	P05362	NA
tf	NA	NA	NA	CTCF		P49711	P49711	viralmirna;viralprotein		NA	FALSE	P49711	tf
protein	NA	NA	NA	F3	-0.624830838	P13726	P13726	viralprotein	0.677895446	protein	FALSE	P13726	NA
protein	NA	NA	NA	HSF1		Q00613	Q00613	viralmirna;viralprotein		protein	FALSE	Q00613	NA
protein	NA	NA	NA	EBI3	0.318085191	Q14213	Q14213	viralmirna;viralprotein	1	protein	FALSE	Q14213	NA
protein	NA	NA	NA	PTK2		Q05397	Q05397	viralmirna;viralprotein		protein	FALSE	Q05397	NA
protein	NA	NA	NA	HLA-DRB1		P01911	P01911	viralmirna;viralprotein		protein	FALSE	P01911	NA
protein;tf	NA	NA	NA	SP1		P08047	P08047	viralmirna;viralprotein		protein	FALSE	P08047	tf
protein	NA	NA	NA	SMPD1		P17405	P17405	viralmirna;viralprotein		protein	FALSE	P17405	NA
protein	NA	NA	NA	ACTN4	-0.492025857	O43707	O43707	viralprotein	5.56E-04	protein	FALSE	O43707	NA
protein	NA	NA	NA	RAC3		P60763	P60763	viralprotein		protein	FALSE	P60763	NA
protein	NA	NA	NA	PRKAR1A		P10644	P10644	viralmirna;viralprotein		protein	FALSE	P10644	NA
protein;tf	NA	NA	NA	KLF4	0.268769446	O43474	O43474	viralmirna;viralprotein	1	protein	FALSE	O43474	tf
protein	NA	NA	NA	PPP1CA	-0.38542273	P62136	P62136	viralmirna;viralprotein	1	protein	FALSE	P62136	NA
protein	NA	NA	NA	ZFYVE9		O95405	O95405	viralprotein		protein	FALSE	O95405	NA
protein	NA	NA	NA	NFKBIA	2.291985059	P25963	P25963	viralmirna;viralprotein	4.46E-40	protein	FALSE	P25963	NA
protein	NA	NA	NA	PPP3CC		P48454	P48454	viralprotein		protein	FALSE	P48454	NA
protein	NA	NA	NA	HDAC3		O15379	O15379	viralmirna;viralprotein		protein	FALSE	O15379	NA
protein	NA	NA	NA	CASP8		Q14790	Q14790	viralmirna;viralprotein		protein	FALSE	Q14790	NA
protein	NA	NA	NA	ACTB	-1.205420385	P60709	P60709	viralmirna;viralprotein	2.98E-19	protein	FALSE	P60709	NA
protein	NA	NA	NA	PIAS1		O75925	O75925	viralmirna;viralprotein		protein	FALSE	O75925	NA
protein	NA	NA	NA	AXIN1		O15169	O15169	viralmirna;viralprotein		protein	FALSE	O15169	NA
protein	NA	NA	NA	RAD9A		Q99638	Q99638	viralprotein		protein	FALSE	Q99638	NA
tf	NA	NA	NA	YY1		P25490	P25490	viralmirna;viralprotein		NA	FALSE	P25490	tf
protein	NA	NA	NA	KAT2B		Q92831	Q92831	viralmirna;viralprotein		protein	FALSE	Q92831	NA
protein	NA	NA	NA	AKT2		P31751	P31751	viralmirna;viralprotein		protein	FALSE	P31751	NA
protein	NA	NA	NA	MYLK		Q15746	Q15746	viralmirna;viralprotein		protein	FALSE	Q15746	NA
protein	NA	NA	NA	INSR	-0.311962442	P06213	P06213	viralmirna;viralprotein	0.005077845	protein	FALSE	P06213	NA
protein	NA	NA	NA	EFNA1	0.457721233	P20827	P20827	viralmirna;viralprotein	0.153447118	protein	FALSE	P20827	NA
protein;tf	NA	NA	NA	KLF5		Q13887	Q13887	viralmirna;viralprotein		protein	FALSE	Q13887	tf
protein	NA	NA	NA	PTPRR	-0.253853497	Q15256	Q15256	viralmirna;viralprotein	1	protein	FALSE	Q15256	NA
protein	NA	NA	NA	TAB2		Q9NYJ8	Q9NYJ8	viralmirna;viralprotein		protein	FALSE	Q9NYJ8	NA
protein	NA	NA	NA	ANAPC1		Q9H1A4	Q9H1A4	viralmirna;viralprotein		protein	FALSE	Q9H1A4	NA
protein	NA	NA	NA	SUCLA2		Q9P2R7	Q9P2R7	viralprotein		protein	FALSE	Q9P2R7	NA
protein	NA	NA	NA	ERCC2		P18074	P18074	viralmirna;viralprotein		protein	FALSE	P18074	NA
protein	NA	NA	NA	MAP3K3		Q99759	Q99759	viralprotein		protein	FALSE	Q99759	NA
protein	NA	NA	NA	CASP6		P55212	P55212	viralmirna;viralprotein		protein	FALSE	P55212	NA
protein	NA	NA	NA	TP73		O15350	O15350	viralmirna;viralprotein		protein	FALSE	O15350	NA
protein	NA	NA	NA	RPS6KA1		Q15418	Q15418	viralmirna;viralprotein		protein	FALSE	Q15418	NA
protein	NA	NA	NA	IQGAP1	-0.4259447	P46940	P46940	viralprotein	0.104507296	protein	FALSE	P46940	NA
protein	NA	NA	NA	GLMN		Q92990	Q92990	viralprotein		protein	FALSE	Q92990	NA
protein	NA	NA	NA	YAP1		P46937	P46937	viralmirna;viralprotein		protein	FALSE	P46937	NA
protein	NA	NA	NA	HGS		O14964	O14964	viralmirna;viralprotein		protein	FALSE	O14964	NA
protein	NA	NA	NA	NF2		P35240	P35240	viralmirna;viralprotein		protein	FALSE	P35240	NA
protein	NA	NA	NA	LTC4S		Q16873	Q16873	viralprotein		protein	FALSE	Q16873	NA
protein	NA	NA	NA	TNIP2		Q8NFZ5	Q8NFZ5	viralprotein		protein	FALSE	Q8NFZ5	NA
protein	NA	NA	NA	WNT3A		P56704	P56704	viralmirna;viralprotein		protein	FALSE	P56704	NA
protein	NA	NA	NA	CDC26		Q8NHZ8	Q8NHZ8	viralmirna;viralprotein		protein	FALSE	Q8NHZ8	NA
protein	NA	NA	NA	SKP2		Q13309	Q13309	viralprotein		protein	FALSE	Q13309	NA
protein	NA	NA	NA	SMAD6		O43541	O43541	viralmirna;viralprotein		protein	FALSE	O43541	NA
protein	NA	NA	NA	TRIB3		Q96RU7	Q96RU7	viralprotein		protein	FALSE	Q96RU7	NA
protein	NA	NA	NA	GLIS2		Q9BZE0	Q9BZE0	viralmirna;viralprotein		protein	FALSE	Q9BZE0	NA
protein;tf	NA	NA	NA	IRF3		Q14653	Q14653	viralmirna;viralprotein		protein	FALSE	Q14653	tf
protein	NA	NA	NA	SREBF1		P36956	P36956	viralmirna;viralprotein		protein	FALSE	P36956	NA
bindingprot;protein	bindingprot	NA	NA	MTOR		P42345	P42345	viralmirna;viralprotein		protein	FALSE	P42345	NA
protein	NA	NA	NA	TOPBP1		Q92547	Q92547	viralmirna;viralprotein		protein	FALSE	Q92547	NA
protein	NA	NA	NA	MAP3K5		Q99683	Q99683	viralmirna;viralprotein		protein	FALSE	Q99683	NA
protein	NA	NA	NA	PIK3CB		P42338	P42338	viralmirna;viralprotein		protein	FALSE	P42338	NA
protein	NA	NA	NA	HSPA8		P11142	P11142	viralmirna;viralprotein		protein	FALSE	P11142	NA
protein	NA	NA	NA	SIAH1		Q8IUQ4	Q8IUQ4	viralprotein		protein	FALSE	Q8IUQ4	NA
protein	NA	NA	NA	HDAC1	-0.365867317	Q13547	Q13547	viralmirna;viralprotein	0.267788867	protein	FALSE	Q13547	NA
protein	NA	NA	NA	RUNX1		Q01196	Q01196	viralprotein		protein	FALSE	Q01196	NA
protein	NA	NA	NA	PTTG1		O95997	O95997	viralmirna;viralprotein		protein	FALSE	O95997	NA
protein	NA	NA	NA	CDK5		Q00535	Q00535	viralmirna;viralprotein		protein	FALSE	Q00535	NA
protein;tf	NA	NA	NA	JUND	-0.370890073	P17535	P17535	viralmirna;viralprotein	1	protein	FALSE	P17535	tf
protein	NA	NA	NA	TRIM28		Q13263	Q13263	viralmirna;viralprotein		protein	FALSE	Q13263	NA
protein	NA	NA	NA	MEF2D		Q14814	Q14814	viralmirna;viralprotein		protein	FALSE	Q14814	NA
protein;tf	NA	NA	NA	E2F4		Q16254	Q16254	viralmirna;viralprotein		protein	FALSE	Q16254	tf
protein	NA	NA	NA	KAT7		O95251	O95251	viralmirna;viralprotein		protein	FALSE	O95251	NA
protein	NA	NA	NA	TAB3		Q8N5C8	Q8N5C8	viralprotein		protein	FALSE	Q8N5C8	NA
protein	NA	NA	NA	RAN		P62826	P62826	viralmirna;viralprotein		protein	FALSE	P62826	NA
protein	NA	NA	NA	CRK		P46108	P46108	viralmirna;viralprotein		protein	FALSE	P46108	NA
protein	NA	NA	NA	EGLN3	0.421297713	Q9H6Z9	Q9H6Z9	viralmirna;viralprotein	1	protein	FALSE	Q9H6Z9	NA
protein	NA	NA	NA	CREM		Q03060	Q03060	viralprotein		NA;protein	FALSE	Q03060	NA
tf	NA	NA	NA	ETV4		P43268	P43268	viralmirna;viralprotein		NA	FALSE	P43268	tf
protein	NA	NA	NA	PIAS4		Q8N2W9	Q8N2W9	viralmirna;viralprotein		protein	FALSE	Q8N2W9	NA
protein	NA	NA	NA	MAPKAPK3		Q16644	Q16644	viralmirna;viralprotein		protein	FALSE	Q16644	NA
protein	NA	NA	NA	FRK		P42685	P42685	viralprotein		protein	FALSE	P42685	NA
protein	NA	NA	NA	PDCD4		Q53EL6	Q53EL6	viralprotein		protein	FALSE	Q53EL6	NA
protein	NA	NA	NA	NANOG		Q9H9S0	Q9H9S0	viralmirna;viralprotein		protein	FALSE	Q9H9S0	NA
protein	NA	NA	NA	AURKB		Q96GD4	Q96GD4	viralmirna;viralprotein		protein	FALSE	Q96GD4	NA
protein	NA	NA	NA	NFKB2	0.432792086	Q00653	Q00653	viralprotein	0.056933503	protein	FALSE	Q00653	NA
protein	NA	NA	NA	CAMK2G		Q13555	Q13555	viralmirna;viralprotein		protein	FALSE	Q13555	NA
protein	NA	NA	NA	PRKCE		Q02156	Q02156	viralmirna;viralprotein		protein	FALSE	Q02156	NA
protein	NA	NA	NA	PPP1R13L		Q8WUF5	Q8WUF5	viralmirna;viralprotein		protein	FALSE	Q8WUF5	NA
protein	NA	NA	NA	CAPN1	-0.394768128	P07384	P07384	viralmirna;viralprotein	0.578643946	protein	FALSE	P07384	NA
protein	NA	NA	NA	CDKN2A	-0.770962241	Q8N726	Q8N726	viralmirna;viralprotein	8.97E-04	protein	FALSE	Q8N726	NA
protein;tf	NA	NA	NA	ATF3	1.228833391	P18847	P18847	viralmirna;viralprotein	5.26E-04	protein	FALSE	P18847	tf
protein;tf	NA	NA	NA	ATF2	0.290450678	P15336	P15336	viralmirna;viralprotein	0.232826558	protein	FALSE	P15336	tf
