pvalue,log2FoldChange,pct.1,pct.2,padj,Gene,comparison
8.01E-07,0.808192301,1,0.947,0.016368449,NEAT1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.10E-07,-0.506196922,0.596,0.827,0.016551327,NARS,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.38E-07,-0.43031489,0.298,0.712,0.017119913,PRSS23,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.62E-07,0.377816303,0.468,0.346,0.017610695,ZCCHC11,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.86E-07,0.452897731,0.553,0.457,0.018087003,USP31,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.88E-07,-0.445197889,0.383,0.784,0.018140461,SLC25A23,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.27E-07,-0.473789217,0.191,0.587,0.018935069,VNN1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.65E-07,-0.594801248,0.617,0.865,0.019714158,GSN,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.66E-07,0.72844465,0.553,0.245,0.019731296,IFIT1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
9.98E-07,0.523540604,0.766,0.625,0.020382701,ZC3H13,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.00E-06,-0.44608573,0.617,0.904,0.020438976,RHOA,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.02E-06,-0.545738701,0.298,0.697,0.020855939,MUC3A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.02E-06,-0.485735486,0.83,0.928,0.020882788,CLTB,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.03E-06,-0.486467024,0.766,0.942,0.020936248,SOD1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.09E-06,0.408719958,0.596,0.582,0.022225145,EIF2AK2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.13E-06,-0.315217102,0.234,0.649,0.023064574,PPP1R11,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.13E-06,-0.555464325,0.468,0.793,0.02307714,ADI1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.14E-06,-0.537477988,0.532,0.803,0.023274851,PDLIM5,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.15E-06,-0.767484414,0.702,0.861,0.023578523,DUOX2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.16E-06,0.389305869,0.596,0.529,0.02371281,KDM5B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.16E-06,0.578800089,0.809,0.63,0.023784822,FAM133B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.17E-06,0.502348042,0.681,0.562,0.023996161,PCM1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.19E-06,-0.486605859,0.319,0.702,0.024363257,SLC20A2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.25E-06,-0.401002623,0.915,0.995,0.025550387,HSP90AB1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.25E-06,0.29639562,0.277,0.038,0.025594636,TNNT2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.26E-06,-0.50771552,0.894,0.99,0.025670976,PPDPF,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.26E-06,-0.610080387,0.745,0.841,0.025714921,TM4SF1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.28E-06,-0.58841097,0.809,0.899,0.026086551,CLDN4,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.28E-06,0.498142191,0.404,0.135,0.026172336,NUAK2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.29E-06,-0.400449139,0.255,0.654,0.026429219,MRPL33,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.30E-06,-0.408316209,0.277,0.649,0.026565541,FKBP9,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.31E-06,-0.35385216,0.191,0.587,0.02670772,SRPRA,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.31E-06,-0.483265737,0.894,0.957,0.026812684,USMG5,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.37E-06,0.587086565,0.787,0.625,0.028001225,FRYL,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.39E-06,-0.392448493,0.149,0.538,0.028450115,EHBP1L1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.44E-06,0.473663809,0.532,0.303,0.029346477,RLF,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.49E-06,0.57189397,0.915,0.74,0.030432765,GPBP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.51E-06,0.462510667,0.787,0.654,0.030750603,DNAJC21,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.53E-06,0.48992447,0.426,0.173,0.031339054,TRPM6,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.57E-06,-0.46271145,0.255,0.659,0.031990457,ASNS,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.62E-06,-0.357054438,0.255,0.663,0.033036485,AP3S1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.63E-06,0.275928249,0.255,0.337,0.033339696,MB21D2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.67E-06,0.400636126,0.277,0.135,0.03411398,PER2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.70E-06,-0.603832684,0.574,0.817,0.034788799,CD47,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.78E-06,0.503105122,0.915,0.74,0.036295241,RASSF6,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.78E-06,-0.479751669,0.638,0.894,0.036335374,EIF2S2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.83E-06,-0.547448369,0.681,0.88,0.037446481,HSP90B1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.87E-06,-0.506875154,0.723,0.938,0.038134196,NDUFA1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.88E-06,-0.434390101,0.319,0.649,0.038365009,SERINC1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.90E-06,0.636322192,0.34,0.087,0.038865723,HIST4H4,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.92E-06,0.467136096,0.638,0.399,0.039260698,INO80,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
1.99E-06,0.59896352,0.851,0.692,0.04073126,RHOB,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.08E-06,0.378129204,0.447,0.351,0.042447623,ADNP2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.11E-06,0.465298738,0.766,0.644,0.043182454,HNRNPDL,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.17E-06,-0.311745855,0.17,0.562,0.044397434,FAAP20,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.19E-06,0.410503582,0.468,0.279,0.044641665,TP53BP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.20E-06,-0.476604959,0.681,0.894,0.044955475,CAPN2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.21E-06,0.747201866,0.872,0.721,0.045146012,HIST1H4C,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.43E-06,0.536393083,0.681,0.558,0.049552443,PRPF38B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.53E-06,-0.265546426,0.106,0.457,0.051656564,ERLIN2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.57E-06,-0.48647285,0.447,0.721,0.052420362,MYO1E,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.59E-06,-0.368366141,0.234,0.62,0.052958098,PRKCSH,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.61E-06,-0.476592209,0.426,0.76,0.053211367,ATP6V1F,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.61E-06,0.337847495,0.298,0.091,0.053336445,NFKBID,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.61E-06,-0.474413413,0.936,0.986,0.053395544,RPS26,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.63E-06,-0.455668313,0.277,0.644,0.053802401,MBD2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.67E-06,0.278759757,0.234,0.212,0.054635165,TET3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.70E-06,-0.472946911,0.617,0.856,0.055175314,LRP10,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.70E-06,-0.368896604,0.234,0.635,0.055208954,FUCA1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.72E-06,-0.364524905,0.191,0.577,0.055559452,PLS3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.79E-06,0.432792086,0.681,0.577,0.056933503,NFKB2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.88E-06,-0.343641823,0.255,0.654,0.058756705,SKAP2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.89E-06,-0.652397822,0.872,0.957,0.059055427,MUC12,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.90E-06,-0.474739635,0.553,0.817,0.059196574,SCARB2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.92E-06,-0.556712888,0.532,0.822,0.059663708,CDH17,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.93E-06,-0.380820461,0.34,0.712,0.059795694,STX7,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.95E-06,-0.465597447,0.362,0.688,0.060228379,BCAP29,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.97E-06,0.440861599,0.617,0.476,0.060721915,CDC5L,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
2.98E-06,0.471427522,0.638,0.543,0.06093278,ETS2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.01E-06,0.518920287,0.66,0.538,0.061498829,PLK2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.09E-06,0.525982156,0.511,0.389,0.063018569,STK17B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.09E-06,-0.439527309,0.723,0.909,0.06312282,EFHD2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.10E-06,0.424634792,0.447,0.399,0.06339572,TRIM37,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.11E-06,-0.39751283,0.574,0.889,0.063485767,NDUFB7,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.15E-06,0.277037724,0.234,0.178,0.064386235,MAP3K1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.16E-06,0.341628449,0.404,0.255,0.064462045,PPFIBP2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.18E-06,0.469458057,0.553,0.37,0.064933838,XPO6,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.43E-06,-0.550522337,0.468,0.788,0.070134348,OSBPL1A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.61E-06,-0.426062766,0.383,0.755,0.073682519,QSOX1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.61E-06,0.456583124,0.681,0.63,0.073707023,TAF1D,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.66E-06,0.530521732,0.766,0.572,0.074696439,H1FX,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.69E-06,-0.454623183,0.319,0.707,0.075274365,EIF4EBP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.76E-06,0.372997906,0.511,0.288,0.076730776,ZFX,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.89E-06,-0.513682451,0.979,0.966,0.079469343,AGR2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
3.95E-06,-0.433567406,0.426,0.788,0.080587933,CTSB,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.00E-06,-0.413349667,0.702,0.812,0.081667494,ACTR3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.05E-06,0.391665544,0.553,0.457,0.082690819,OTULIN,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.20E-06,0.492005077,0.83,0.76,0.085818472,BPTF,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.23E-06,0.469317384,0.66,0.51,0.086447613,CREBBP,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.33E-06,0.343535666,0.447,0.207,0.088428038,PPM1L,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.40E-06,-0.465582149,0.617,0.808,0.08996487,MORF4L1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.43E-06,-0.427166467,0.66,0.913,0.090555975,GNAS,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.57E-06,-0.34674601,0.979,0.99,0.093340799,RPL18,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.60E-06,-0.361265848,0.213,0.591,0.093942337,ZDHHC21,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.65E-06,-0.544110716,0.723,0.923,0.094961456,HMGA1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.75E-06,0.493635012,0.447,0.197,0.097022941,NOL8,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.79E-06,0.308595718,0.404,0.418,0.097768377,DHX29,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.88E-06,0.413330455,0.596,0.481,0.09960226,MSANTD3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.89E-06,-0.404450005,0.468,0.817,0.099880504,CDA,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.96E-06,-0.410453073,0.17,0.548,0.101383865,GK,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
4.99E-06,0.41380132,0.447,0.284,0.10201149,FRS2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.12E-06,-0.4259447,0.723,0.865,0.104507296,IQGAP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.14E-06,-0.497863338,0.787,0.909,0.105073151,GNG5,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.18E-06,-0.696754716,0.617,0.837,0.105772588,PDZK1IP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.29E-06,-0.468202888,0.83,0.962,0.108149928,UQCRQ,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.35E-06,0.31324691,0.426,0.327,0.109201945,RLIM,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.52E-06,0.50607386,0.702,0.596,0.112736374,KDM2A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.53E-06,-0.455165768,0.362,0.74,0.1129379,HIGD1A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.63E-06,0.538117067,0.745,0.62,0.114970078,PPP4R2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.63E-06,-0.473183957,0.851,0.918,0.115002434,UQCR11,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.69E-06,-0.37545411,0.277,0.663,0.116298436,HHLA2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.75E-06,-0.496010007,0.511,0.793,0.11753428,NFE2L1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.88E-06,-0.425207249,0.383,0.76,0.120190688,NAPRT,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.90E-06,-0.404605944,0.255,0.615,0.120541466,TMEM87B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
5.94E-06,-0.389150515,0.191,0.567,0.121324115,NTAN1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.00E-06,-0.480577368,0.489,0.817,0.122542022,ATP5H,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.14E-06,0.375197184,0.681,0.644,0.125443037,FXR1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.14E-06,-0.399156998,0.319,0.673,0.125449407,SERINC3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.15E-06,-0.447461613,0.596,0.885,0.125631966,NBL1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.21E-06,0.554204732,0.894,0.697,0.126850506,KMT2C,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.29E-06,-0.367112397,0.255,0.644,0.128449468,PCYT2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.33E-06,-1.288982227,0.447,0.755,0.129301628,MMP7,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.42E-06,-0.332901973,0.213,0.596,0.131192606,CSRP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.44E-06,0.334428222,0.298,0.168,0.13144986,SENP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.50E-06,-0.861197575,0.298,0.649,0.132809495,PRSS1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.52E-06,-0.480209528,0.915,0.933,0.133246474,CLDN3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.53E-06,-0.499852236,0.766,0.899,0.133388945,CALR,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.57E-06,0.352973739,0.298,0.125,0.134253423,NBPF19,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.65E-06,0.44068674,0.574,0.529,0.135791698,CEBPD,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.67E-06,-0.409761196,0.34,0.702,0.136228999,CD81,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.89E-06,0.462269237,0.617,0.423,0.140732002,UPP1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.94E-06,0.46965945,0.426,0.245,0.141649576,ZNF462,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.94E-06,0.57053457,0.298,0.087,0.141660486,EGOT,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
6.99E-06,-0.489363119,0.468,0.798,0.142692973,TMEM45B,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.12E-06,-0.45857546,0.447,0.793,0.145411606,NEDD8,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.23E-06,-0.378853676,0.319,0.697,0.147704691,ERBB3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.51E-06,0.457721233,0.511,0.457,0.153447118,EFNA1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.52E-06,0.259662086,0.404,0.389,0.153573373,UBE2G2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.78E-06,0.453957475,0.489,0.332,0.15882237,PUM3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.87E-06,-0.267538368,0.149,0.519,0.160723601,PLD3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.90E-06,0.400594278,0.298,0.183,0.161263301,LINC00886,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.97E-06,0.482229797,0.702,0.62,0.162814242,PIEZO1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
7.98E-06,-0.291404946,0.17,0.538,0.163075462,PSENEN,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.13E-06,-0.481920344,0.809,0.875,0.166016168,TAGLN2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.24E-06,-0.376242576,0.447,0.803,0.168307611,UBE2L3,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.25E-06,-0.455704975,0.447,0.788,0.16855467,HTATIP2,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.38E-06,0.525185341,0.723,0.644,0.171188484,GADD45A,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.39E-06,-0.328963968,0.979,0.995,0.171340674,COX7C,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
8.52E-06,0.270154677,0.191,0.01,0.174056459,SLCO5A1,Colon_24h_Inmature Enterocyte 2_Infected_v_Colon_Mock_Inmature Enterocyte 2_Non-Infected
