Gene,pvalue,log2FoldChange,pct.1,pct.2,padj,comparison
LYZ,0.00000,0.33211,0.69400,0.32300,0.00000,ciliated_sars_vs_healthy
MACC1,0.00000,0.45615,0.88800,0.58900,0.00000,ciliated_sars_vs_healthy
MACF1,0.00000,-0.49724,0.77700,0.78900,0.00000,ciliated_sars_vs_healthy
MAFB,0.00000,-0.46394,0.22100,0.34800,0.00000,ciliated_sars_vs_healthy
MAGED1,0.00000,0.25143,0.79400,0.52300,0.00000,ciliated_sars_vs_healthy
MAL2,0.00000,0.41650,0.94400,0.80000,0.00000,ciliated_sars_vs_healthy
MALAT1,0.00000,-0.41656,0.92500,0.96100,0.00000,ciliated_sars_vs_healthy
MANF,0.00000,0.41275,0.79600,0.50000,0.00000,ciliated_sars_vs_healthy
MAP1LC3B,0.00000,0.25731,0.82300,0.54500,0.00000,ciliated_sars_vs_healthy
MAP2K2,0.00000,0.25791,0.84400,0.58500,0.00000,ciliated_sars_vs_healthy
MAP3K1,0.00000,-0.27626,0.50500,0.51800,0.00000,ciliated_sars_vs_healthy
MAP3K2,0.00000,-0.27395,0.80300,0.76200,0.00000,ciliated_sars_vs_healthy
MAST4,0.00000,-0.41393,0.68700,0.64900,0.00000,ciliated_sars_vs_healthy
MATR3,0.00000,-0.27495,0.88700,0.85100,0.00000,ciliated_sars_vs_healthy
MBOAT1,0.00000,0.28121,0.76000,0.47300,0.00000,ciliated_sars_vs_healthy
MCTS1,0.00000,0.35662,0.75600,0.38900,0.00000,ciliated_sars_vs_healthy
MDH2,0.00000,0.30045,0.89300,0.73700,0.00000,ciliated_sars_vs_healthy
MDK,0.00000,0.84943,0.96100,0.86800,0.00000,ciliated_sars_vs_healthy
MDM4,0.00000,-0.30994,0.80200,0.74500,0.00000,ciliated_sars_vs_healthy
ME1,0.00000,0.28152,0.63800,0.28000,0.00000,ciliated_sars_vs_healthy
MED13L,0.00000,-0.33977,0.63600,0.65200,0.00000,ciliated_sars_vs_healthy
MEIS1,0.00000,-0.39980,0.59400,0.62800,0.00000,ciliated_sars_vs_healthy
MEIS2,0.00000,-0.45915,0.81700,0.78200,0.00000,ciliated_sars_vs_healthy
MESP1,0.00000,0.62413,0.77600,0.42300,0.00000,ciliated_sars_vs_healthy
METTL9,0.00000,0.28252,0.83700,0.59000,0.00000,ciliated_sars_vs_healthy
MGAM,0.00000,0.29321,0.48200,0.12800,0.00000,ciliated_sars_vs_healthy
MGEA5,0.00000,-0.42791,0.77000,0.75900,0.00000,ciliated_sars_vs_healthy
MGLL,0.00001,-0.34256,0.40800,0.40000,0.38453,ciliated_sars_vs_healthy
MGST1,0.00000,0.48730,0.95800,0.87700,0.00000,ciliated_sars_vs_healthy
MIEN1,0.00000,0.30402,0.81800,0.51300,0.00000,ciliated_sars_vs_healthy
MIF,0.00000,0.81587,0.89200,0.72500,0.00000,ciliated_sars_vs_healthy
MINOS1,0.00000,0.35862,0.90000,0.72800,0.00000,ciliated_sars_vs_healthy
MIR205HG,0.00000,-1.33027,0.82200,0.81000,0.00000,ciliated_sars_vs_healthy
MIR24-2,0.21066,-0.25638,0.23300,0.22700,1.00000,ciliated_sars_vs_healthy
MIR4435-1HG,0.00000,0.27144,0.67900,0.36300,0.00000,ciliated_sars_vs_healthy
MIS18BP1,0.00000,-0.26946,0.67900,0.64800,0.00000,ciliated_sars_vs_healthy
MISP,0.00000,0.31182,0.76900,0.41300,0.00000,ciliated_sars_vs_healthy
MKL2,0.00000,-0.50769,0.66600,0.69400,0.00000,ciliated_sars_vs_healthy
MLPH,0.00000,0.32239,0.87100,0.55800,0.00000,ciliated_sars_vs_healthy
MMP10,0.00000,0.41978,0.46000,0.26200,0.00000,ciliated_sars_vs_healthy
MMP14,0.00000,-0.31544,0.64600,0.62700,0.00000,ciliated_sars_vs_healthy
MMP24-AS1,0.00000,0.29961,0.84900,0.62000,0.00000,ciliated_sars_vs_healthy
MORF4L1,0.00000,0.26194,0.94000,0.86900,0.00000,ciliated_sars_vs_healthy
MPC1,0.00000,0.28124,0.83600,0.62800,0.00000,ciliated_sars_vs_healthy
MPC2,0.00000,0.35694,0.85500,0.61000,0.00000,ciliated_sars_vs_healthy
MPZL2,0.00000,-0.34336,0.88100,0.81300,0.00000,ciliated_sars_vs_healthy
MRP63,0.00000,0.34466,0.89100,0.72800,0.00000,ciliated_sars_vs_healthy
MRPL14,0.00000,0.51961,0.90200,0.68200,0.00000,ciliated_sars_vs_healthy
MRPL17,0.00000,0.25315,0.75700,0.42500,0.00000,ciliated_sars_vs_healthy
MRPL20,0.00000,0.38215,0.91600,0.76300,0.00000,ciliated_sars_vs_healthy
MRPL33,0.00000,0.57104,0.90800,0.66900,0.00000,ciliated_sars_vs_healthy
MRPL36,0.00000,0.25331,0.73600,0.40000,0.00000,ciliated_sars_vs_healthy
MRPL51,0.00000,0.27634,0.89500,0.69900,0.00000,ciliated_sars_vs_healthy
MRPL52,0.00000,0.51373,0.88800,0.69200,0.00000,ciliated_sars_vs_healthy
MRPS15,0.00000,0.30226,0.82100,0.55400,0.00000,ciliated_sars_vs_healthy
MRPS18C,0.00000,0.40452,0.84700,0.58700,0.00000,ciliated_sars_vs_healthy
MRPS34,0.00000,0.28982,0.85800,0.59000,0.00000,ciliated_sars_vs_healthy
MRPS36,0.00000,0.27233,0.81400,0.57300,0.00000,ciliated_sars_vs_healthy
MRPS6,0.00000,0.29177,0.78900,0.50400,0.00000,ciliated_sars_vs_healthy
MSI2,0.00000,-0.25263,0.86600,0.79600,0.00000,ciliated_sars_vs_healthy
MSLN,0.00000,0.26183,0.82100,0.49600,0.00000,ciliated_sars_vs_healthy
MSMB,0.00343,0.83218,0.62300,0.70800,1.00000,ciliated_sars_vs_healthy
MSN,0.00000,-0.35240,0.04500,0.26300,0.00000,ciliated_sars_vs_healthy
MT-ATP6,0.00000,-2.55107,0.40400,1.00000,0.00000,ciliated_sars_vs_healthy
MT-ATP8,0.00000,-0.52137,0.75200,0.82100,0.00000,ciliated_sars_vs_healthy
MT-CO1,0.00000,-1.49255,0.83800,1.00000,0.00000,ciliated_sars_vs_healthy
MT-CO2,0.00000,-1.32182,0.76100,1.00000,0.00000,ciliated_sars_vs_healthy
MT-CO3,0.00000,-2.58115,0.48100,1.00000,0.00000,ciliated_sars_vs_healthy
MT-CYB,0.00000,-2.07009,0.64000,1.00000,0.00000,ciliated_sars_vs_healthy
MT-ND1,0.00000,-1.89244,0.58000,1.00000,0.00000,ciliated_sars_vs_healthy
MT-ND2,0.00000,-1.45636,0.64500,0.98900,0.00000,ciliated_sars_vs_healthy
MT-ND3,0.00000,-1.44682,0.53400,0.99700,0.00000,ciliated_sars_vs_healthy
MT-ND4,0.00000,-1.55410,0.62500,0.99400,0.00000,ciliated_sars_vs_healthy
MT-ND4L,0.00000,-0.56881,0.71900,0.93400,0.00000,ciliated_sars_vs_healthy
MT-ND5,0.00000,-0.90316,0.79000,0.98500,0.00000,ciliated_sars_vs_healthy
MT-ND6,0.00000,-1.18531,0.29400,0.82700,0.00000,ciliated_sars_vs_healthy
MT1E,0.00000,0.36211,0.74800,0.52100,0.00000,ciliated_sars_vs_healthy
MT1X,0.00000,-1.50084,0.66800,0.61400,0.00003,ciliated_sars_vs_healthy
MT3,0.00000,-0.34861,0.12500,0.21000,0.00000,ciliated_sars_vs_healthy
MTIF3,0.00000,0.31074,0.80900,0.50600,0.00000,ciliated_sars_vs_healthy
MTRNR2L1,0.00000,0.60068,0.49000,0.09600,0.00000,ciliated_sars_vs_healthy
MTRNR2L8,0.00000,-2.62789,0.68300,0.79900,0.00000,ciliated_sars_vs_healthy
MTSS1,0.00000,-0.34014,0.25500,0.31800,0.00000,ciliated_sars_vs_healthy
MUC1,0.00000,0.71030,0.98100,0.92500,0.00000,ciliated_sars_vs_healthy
MUC13,0.00000,0.26172,0.51800,0.19000,0.00000,ciliated_sars_vs_healthy
MUC2,0.00000,0.97112,0.34900,0.15100,0.00000,ciliated_sars_vs_healthy
MUC5AC,0.00000,2.55627,0.76900,0.26800,0.00000,ciliated_sars_vs_healthy
MX1,0.00000,0.68286,0.91200,0.62700,0.00000,ciliated_sars_vs_healthy
MYCBP2,0.00000,-0.43145,0.80600,0.75500,0.00000,ciliated_sars_vs_healthy
MYEOV2,0.00000,0.37477,0.87100,0.66300,0.00000,ciliated_sars_vs_healthy
MYH9,0.00000,-0.72360,0.77900,0.83700,0.00000,ciliated_sars_vs_healthy
MYL12A,0.00000,0.37004,0.93900,0.90100,0.00000,ciliated_sars_vs_healthy
MYL12B,0.00000,0.56767,0.96500,0.94600,0.00000,ciliated_sars_vs_healthy
MYL9,0.00000,-0.42329,0.11500,0.22400,0.00000,ciliated_sars_vs_healthy
MYO1B,0.00000,0.33103,0.77700,0.47000,0.00000,ciliated_sars_vs_healthy
MYO6,0.00001,-0.27234,0.88000,0.80300,0.22822,ciliated_sars_vs_healthy
MYOF,0.00000,-0.27584,0.90800,0.87600,0.00033,ciliated_sars_vs_healthy
N4BP2L2,0.00000,-0.40120,0.90300,0.86300,0.00000,ciliated_sars_vs_healthy
NACA,0.21565,-0.27028,0.94300,0.96500,1.00000,ciliated_sars_vs_healthy
NANS,0.00000,0.57689,0.90700,0.67700,0.00000,ciliated_sars_vs_healthy
NBPF1,0.00000,-0.25366,0.52600,0.51000,0.00017,ciliated_sars_vs_healthy
NCL,0.00000,-0.31391,0.91900,0.92800,0.00000,ciliated_sars_vs_healthy
NCOA4,0.00000,-0.31913,0.87200,0.82000,0.00000,ciliated_sars_vs_healthy
NDFIP1,0.00000,0.26101,0.92400,0.80600,0.00000,ciliated_sars_vs_healthy
NDUFA1,0.00000,0.39149,0.94400,0.87500,0.00000,ciliated_sars_vs_healthy
NDUFA11,0.00000,0.38997,0.89900,0.75100,0.00000,ciliated_sars_vs_healthy
NDUFA13,0.00000,0.67138,0.91900,0.76300,0.00000,ciliated_sars_vs_healthy
NDUFA3,0.00000,0.58712,0.88600,0.65800,0.00000,ciliated_sars_vs_healthy
NDUFA4,0.00000,0.37590,0.92600,0.89400,0.00000,ciliated_sars_vs_healthy
NDUFA6,0.00000,0.46030,0.87900,0.64800,0.00000,ciliated_sars_vs_healthy
NDUFA7.1,0.00000,0.31166,0.69400,0.29300,0.00000,ciliated_sars_vs_healthy
NDUFAB1,0.00000,0.39030,0.87900,0.64800,0.00000,ciliated_sars_vs_healthy
NDUFB1,0.00000,0.70409,0.93100,0.78700,0.00000,ciliated_sars_vs_healthy
NDUFB10,0.00000,0.36373,0.89900,0.72500,0.00000,ciliated_sars_vs_healthy
NDUFB11,0.00000,0.34823,0.91400,0.78700,0.00000,ciliated_sars_vs_healthy
NDUFB2,0.00000,0.30028,0.92200,0.82700,0.00000,ciliated_sars_vs_healthy
NDUFB3,0.00000,0.26728,0.89600,0.73100,0.00000,ciliated_sars_vs_healthy
NDUFB4,0.00000,0.53632,0.92700,0.83200,0.00000,ciliated_sars_vs_healthy
NDUFB7,0.00000,0.31814,0.91200,0.83700,0.00000,ciliated_sars_vs_healthy
NDUFB8.1,0.00000,0.25598,0.89800,0.74600,0.00000,ciliated_sars_vs_healthy
NDUFB9,0.00000,0.35112,0.92400,0.75600,0.00000,ciliated_sars_vs_healthy
NDUFC1,0.00000,0.40930,0.92800,0.78900,0.00000,ciliated_sars_vs_healthy
NDUFC2,0.00000,0.33523,0.92800,0.83400,0.00000,ciliated_sars_vs_healthy
NDUFS6,0.00000,0.25930,0.91000,0.77600,0.00000,ciliated_sars_vs_healthy
NDUFS8,0.00000,0.26482,0.89500,0.74100,0.00000,ciliated_sars_vs_healthy
NDUFV2,0.00000,0.56520,0.92700,0.85900,0.00000,ciliated_sars_vs_healthy
NDUFV3,0.00000,0.31575,0.86800,0.63400,0.00000,ciliated_sars_vs_healthy
NEAT1,0.00000,-0.79024,0.95400,0.88700,0.00000,ciliated_sars_vs_healthy
NET1,0.00000,-0.66094,0.79200,0.82100,0.00000,ciliated_sars_vs_healthy
NF1,0.00000,-0.29167,0.70800,0.65600,0.00000,ciliated_sars_vs_healthy
NFAT5,0.00000,-0.32983,0.85800,0.81400,0.00000,ciliated_sars_vs_healthy
NFE2L1,0.00000,-0.28168,0.71600,0.66300,0.00000,ciliated_sars_vs_healthy
NFIA,0.00000,-0.29225,0.82900,0.76200,0.00000,ciliated_sars_vs_healthy
NFIB,0.00000,-0.44455,0.85400,0.83000,0.00000,ciliated_sars_vs_healthy
NFIX,0.00000,-0.42543,0.67600,0.67300,0.00000,ciliated_sars_vs_healthy
NFKBIA,0.00000,0.30977,0.71000,0.56900,0.00000,ciliated_sars_vs_healthy
NIPBL,0.00000,-0.43488,0.81300,0.82400,0.00000,ciliated_sars_vs_healthy
NKTR,0.00000,-0.65522,0.84800,0.85100,0.00000,ciliated_sars_vs_healthy
NMB,0.00000,0.30802,0.60000,0.23900,0.00000,ciliated_sars_vs_healthy
NOP10,0.00000,0.43059,0.84800,0.60400,0.00000,ciliated_sars_vs_healthy
NPDC1,0.00000,0.34081,0.63200,0.21500,0.00000,ciliated_sars_vs_healthy
NPPC,0.00000,-0.25287,0.01100,0.10700,0.00000,ciliated_sars_vs_healthy
NQO1,0.00000,0.74698,0.86600,0.65800,0.00000,ciliated_sars_vs_healthy
NR2F6,0.00000,0.47274,0.89700,0.66300,0.00000,ciliated_sars_vs_healthy
NSA2,0.00000,0.57640,0.92200,0.74600,0.00000,ciliated_sars_vs_healthy
NSG1,0.00000,-0.26952,0.05100,0.21300,0.00000,ciliated_sars_vs_healthy
NTS,0.00000,0.31538,0.58900,0.49000,0.02043,ciliated_sars_vs_healthy
NUCB2,0.00000,0.39442,0.90400,0.72300,0.00000,ciliated_sars_vs_healthy
NUCKS1,0.00000,-0.48528,0.92100,0.88900,0.00000,ciliated_sars_vs_healthy
NUFIP2,0.00000,-0.39592,0.83400,0.80300,0.00000,ciliated_sars_vs_healthy
NUMA1,0.00000,-0.31176,0.73400,0.70800,0.00000,ciliated_sars_vs_healthy
NUPR1,0.00000,-0.87890,0.49400,0.63500,0.00000,ciliated_sars_vs_healthy
OAS1,0.00000,0.77057,0.87800,0.50800,0.00000,ciliated_sars_vs_healthy
OAZ1,0.00000,0.30481,0.89700,0.87900,0.00000,ciliated_sars_vs_healthy
OCIAD2,0.00000,0.35986,0.88600,0.74600,0.00000,ciliated_sars_vs_healthy
OGFRL1,0.00000,-0.52185,0.74200,0.73400,0.00000,ciliated_sars_vs_healthy
ORMDL2,0.00000,0.25136,0.78800,0.47900,0.00000,ciliated_sars_vs_healthy
OST4,0.00000,0.52978,0.91500,0.82400,0.00000,ciliated_sars_vs_healthy
OSTC,0.00000,0.57618,0.87000,0.64200,0.00000,ciliated_sars_vs_healthy
OTX1,0.00000,-0.27334,0.74900,0.71700,0.00000,ciliated_sars_vs_healthy
OXR1,0.00000,-0.27609,0.74400,0.67900,0.00000,ciliated_sars_vs_healthy
PABPC1,0.00000,-0.46840,0.96000,0.95500,0.00000,ciliated_sars_vs_healthy
PALLD,0.00000,-0.37182,0.73100,0.66500,0.00000,ciliated_sars_vs_healthy
PAQR4,0.00000,0.32804,0.49300,0.15100,0.00000,ciliated_sars_vs_healthy
PARD3,0.00000,-0.27866,0.55300,0.56600,0.00000,ciliated_sars_vs_healthy
PART1,0.00000,0.32129,0.50800,0.20100,0.00000,ciliated_sars_vs_healthy
PBX1,0.00000,-0.51742,0.75800,0.77000,0.00000,ciliated_sars_vs_healthy
PCDH20,0.00000,-0.26956,0.24000,0.30000,0.00041,ciliated_sars_vs_healthy
PCDH7,0.00000,-0.38635,0.40300,0.47300,0.00000,ciliated_sars_vs_healthy
PCF11,0.00000,-0.27450,0.50800,0.50000,0.00005,ciliated_sars_vs_healthy
PCLO,0.00000,-0.40306,0.56900,0.58500,0.00000,ciliated_sars_vs_healthy
PCM1,0.00000,-0.32299,0.84000,0.78600,0.00000,ciliated_sars_vs_healthy
PCP4L1,0.00000,-0.40852,0.25000,0.31700,0.00000,ciliated_sars_vs_healthy
PDE4C,0.00000,0.40232,0.57100,0.14200,0.00000,ciliated_sars_vs_healthy
PDLIM2,0.00000,0.26138,0.55400,0.18900,0.00000,ciliated_sars_vs_healthy
PDXK,0.00000,0.27701,0.89200,0.69000,0.00000,ciliated_sars_vs_healthy
PDZK1IP1,0.00000,0.85664,0.78000,0.36600,0.00000,ciliated_sars_vs_healthy
PER3,0.00000,-0.36356,0.55000,0.54900,0.00000,ciliated_sars_vs_healthy
PERP,0.00000,-0.52110,0.98600,0.98700,0.00000,ciliated_sars_vs_healthy
PET100,0.00000,0.62231,0.91700,0.73000,0.00000,ciliated_sars_vs_healthy
PGD,0.00000,0.65813,0.89400,0.65200,0.00000,ciliated_sars_vs_healthy
PHC3,0.00000,-0.29679,0.60200,0.58700,0.00000,ciliated_sars_vs_healthy
PHF3,0.00000,-0.33043,0.82000,0.78300,0.00000,ciliated_sars_vs_healthy
PHIP,0.00000,-0.41975,0.76600,0.76100,0.00000,ciliated_sars_vs_healthy
PHLDA2,0.00000,0.50815,0.72100,0.35200,0.00000,ciliated_sars_vs_healthy
PHPT1,0.00000,0.30751,0.84400,0.61700,0.00000,ciliated_sars_vs_healthy
PI3,0.00000,1.15747,0.93300,0.63900,0.00000,ciliated_sars_vs_healthy
PIGP,0.00000,0.25261,0.68500,0.37600,0.00000,ciliated_sars_vs_healthy
PIGR,0.00000,0.47745,0.97000,0.70000,0.00000,ciliated_sars_vs_healthy
PIK3IP1,0.00000,-0.27767,0.71500,0.67700,0.00001,ciliated_sars_vs_healthy
PIK3R1,0.00000,-0.41580,0.59700,0.62000,0.00000,ciliated_sars_vs_healthy
PIP,0.00000,-0.44061,0.38700,0.22100,0.00007,ciliated_sars_vs_healthy
PKIB,0.00000,0.32199,0.47400,0.15200,0.00000,ciliated_sars_vs_healthy
PLA2G10,0.00000,0.67071,0.83200,0.41000,0.00000,ciliated_sars_vs_healthy
PLAC8,0.00000,0.61724,0.93600,0.80000,0.00000,ciliated_sars_vs_healthy
PLAT,0.00000,-0.60197,0.07200,0.26100,0.00000,ciliated_sars_vs_healthy
PLEC,0.00000,-0.28865,0.79400,0.74200,0.00000,ciliated_sars_vs_healthy
PLEKHH1,0.00000,-0.26024,0.59900,0.61100,0.00000,ciliated_sars_vs_healthy
PLEKHH3,0.00000,-0.41064,0.53900,0.55500,0.00000,ciliated_sars_vs_healthy
PLP2,0.00000,-0.73583,0.40900,0.50300,0.00000,ciliated_sars_vs_healthy
PLS1,0.00000,0.29186,0.82300,0.53900,0.00000,ciliated_sars_vs_healthy
PLSCR1,0.00000,0.25443,0.88200,0.65200,0.00000,ciliated_sars_vs_healthy
PLTP,0.00000,-0.27871,0.22500,0.26800,0.02872,ciliated_sars_vs_healthy
PLXNB1,0.00000,-0.26268,0.48400,0.47200,0.00149,ciliated_sars_vs_healthy
PNISR,0.00000,-0.58970,0.90200,0.85500,0.00000,ciliated_sars_vs_healthy
PNN,0.00000,-0.56948,0.83600,0.83000,0.00000,ciliated_sars_vs_healthy
PNRC1,0.00000,-0.32308,0.79800,0.77500,0.00000,ciliated_sars_vs_healthy
POLR2A,0.00000,-0.34276,0.76700,0.70100,0.00000,ciliated_sars_vs_healthy
POLR2B,0.00000,-0.25888,0.75100,0.69300,0.00001,ciliated_sars_vs_healthy
POLR2K,0.00000,0.35506,0.85800,0.63100,0.00000,ciliated_sars_vs_healthy
POLR2L,0.00000,0.63559,0.92700,0.87000,0.00000,ciliated_sars_vs_healthy
POMP,0.00000,0.74558,0.94500,0.81700,0.00000,ciliated_sars_vs_healthy
PPAP2B,0.00000,-0.42234,0.40400,0.45400,0.00000,ciliated_sars_vs_healthy
PPCS,0.00000,0.27858,0.88500,0.67000,0.00000,ciliated_sars_vs_healthy
PPDPF,0.00000,0.78870,0.96700,0.96800,0.00000,ciliated_sars_vs_healthy
PPIB,0.00000,0.57710,0.95300,0.87500,0.00000,ciliated_sars_vs_healthy
PPL,0.00001,-0.27796,0.79300,0.72100,0.17134,ciliated_sars_vs_healthy
PPM1K,0.00000,0.35570,0.74300,0.36900,0.00000,ciliated_sars_vs_healthy
PPP1R12A,0.00000,-0.29387,0.74500,0.68200,0.00000,ciliated_sars_vs_healthy
PPP1R15A,0.00173,-0.46413,0.45500,0.42500,1.00000,ciliated_sars_vs_healthy
PPP2R3A,0.00000,-0.26878,0.34100,0.41500,0.00000,ciliated_sars_vs_healthy
PPP4C,0.00000,0.26049,0.88100,0.67500,0.00000,ciliated_sars_vs_healthy
PRDM2,0.00000,-0.30525,0.60000,0.59900,0.00000,ciliated_sars_vs_healthy
PRDX1,0.00000,0.73509,0.98400,0.97700,0.00000,ciliated_sars_vs_healthy
PRDX4,0.00000,0.51296,0.82200,0.51100,0.00000,ciliated_sars_vs_healthy
PRDX5,0.00000,0.33652,0.90500,0.84800,0.00000,ciliated_sars_vs_healthy
PRDX6,0.00000,0.30201,0.91900,0.83100,0.00000,ciliated_sars_vs_healthy
PRKAR1A,0.00000,-0.25285,0.85900,0.78300,0.00003,ciliated_sars_vs_healthy
PRKDC,0.00000,-0.29428,0.80900,0.76100,0.00000,ciliated_sars_vs_healthy
PRKX,0.00000,-0.28476,0.28800,0.34800,0.00000,ciliated_sars_vs_healthy
PRNP,0.00000,-0.34869,0.49800,0.46600,0.08148,ciliated_sars_vs_healthy
PROM1,0.00000,0.30193,0.72000,0.39200,0.00000,ciliated_sars_vs_healthy
PRPF38B,0.00000,-0.46808,0.81200,0.78700,0.00000,ciliated_sars_vs_healthy
PRPF4B,0.00000,-0.32310,0.90100,0.84200,0.00000,ciliated_sars_vs_healthy
PRRC2B,0.00000,-0.28093,0.74400,0.69700,0.00000,ciliated_sars_vs_healthy
PRRC2C,0.00000,-0.38261,0.94100,0.92700,0.00000,ciliated_sars_vs_healthy
PRRG4,0.00000,-0.39891,0.75600,0.71800,0.00000,ciliated_sars_vs_healthy
PRSS22,0.00000,0.38594,0.86300,0.63100,0.00000,ciliated_sars_vs_healthy
PSAP,0.00000,-0.48566,0.91500,0.91700,0.00000,ciliated_sars_vs_healthy
PSCA,0.00000,1.95732,0.96800,0.76300,0.00000,ciliated_sars_vs_healthy
PSMA2.1,0.00000,0.44829,0.84500,0.56300,0.00000,ciliated_sars_vs_healthy
PSMA3,0.00000,0.30032,0.91000,0.79000,0.00000,ciliated_sars_vs_healthy
PSMA5,0.00000,0.32345,0.86700,0.66200,0.00000,ciliated_sars_vs_healthy
PSMA7,0.00000,0.47786,0.92500,0.81000,0.00000,ciliated_sars_vs_healthy
PSMB1,0.00000,0.40005,0.93300,0.84500,0.00000,ciliated_sars_vs_healthy
PSMB10,0.00000,0.78059,0.85100,0.42100,0.00000,ciliated_sars_vs_healthy
PSMB2,0.00000,0.34898,0.87300,0.63900,0.00000,ciliated_sars_vs_healthy
PSMB3,0.00000,0.25268,0.89800,0.79900,0.00000,ciliated_sars_vs_healthy
PSMB5,0.00000,0.42432,0.85400,0.58000,0.00000,ciliated_sars_vs_healthy
PSMB6,0.00000,0.41613,0.89400,0.70000,0.00000,ciliated_sars_vs_healthy
PSMB8,0.00000,0.63385,0.92200,0.81700,0.00000,ciliated_sars_vs_healthy
PSMB9,0.00000,0.87027,0.87500,0.63000,0.00000,ciliated_sars_vs_healthy
PSMC3,0.00000,0.36234,0.85700,0.60400,0.00000,ciliated_sars_vs_healthy
PSMD7,0.00000,0.28176,0.85900,0.62400,0.00000,ciliated_sars_vs_healthy
PSMD8,0.00000,0.26363,0.87200,0.72100,0.00000,ciliated_sars_vs_healthy
PSME1,0.00000,0.82729,0.95000,0.83000,0.00000,ciliated_sars_vs_healthy
PSME2,0.00000,0.88564,0.93000,0.81700,0.00000,ciliated_sars_vs_healthy
PTGR1,0.00000,0.27559,0.71400,0.41800,0.00000,ciliated_sars_vs_healthy
PTMA,0.00000,0.25006,0.98700,0.98900,0.00000,ciliated_sars_vs_healthy
PTMS,0.00000,-0.76921,0.79100,0.73400,0.00000,ciliated_sars_vs_healthy
PTP4A2,0.00000,0.33066,0.94500,0.82000,0.00000,ciliated_sars_vs_healthy
PTPN13,0.00000,-0.55249,0.81900,0.82700,0.00000,ciliated_sars_vs_healthy
PTPRF,0.00000,-0.63246,0.79500,0.81300,0.00000,ciliated_sars_vs_healthy
PTPRG,0.00000,-0.25115,0.20100,0.28700,0.00000,ciliated_sars_vs_healthy
PTPRS,0.00000,-0.33228,0.46600,0.53400,0.00000,ciliated_sars_vs_healthy
PTPRZ1,0.00000,-0.47272,0.65800,0.68600,0.00000,ciliated_sars_vs_healthy
PTRF,0.00000,-0.26132,0.05700,0.16200,0.00000,ciliated_sars_vs_healthy
PTS,0.00000,0.34531,0.80200,0.47900,0.00000,ciliated_sars_vs_healthy
PUM2,0.00000,-0.26081,0.68500,0.63500,0.00000,ciliated_sars_vs_healthy
PVRL1,0.00000,-0.52882,0.47700,0.48700,0.00000,ciliated_sars_vs_healthy
PVRL4,0.00000,-0.25035,0.81000,0.74100,0.00316,ciliated_sars_vs_healthy
RAB11A,0.00000,0.31166,0.93000,0.78700,0.00000,ciliated_sars_vs_healthy
RAB11FIP1,0.00000,0.40996,0.93400,0.77000,0.00000,ciliated_sars_vs_healthy
RAB25,0.00000,0.50301,0.90600,0.72100,0.00000,ciliated_sars_vs_healthy
RAB37,0.00000,0.48141,0.75800,0.31100,0.00000,ciliated_sars_vs_healthy
RAB9A,0.00000,0.28135,0.79200,0.49400,0.00000,ciliated_sars_vs_healthy
RABAC1,0.00000,0.55749,0.89600,0.70700,0.00000,ciliated_sars_vs_healthy
RAD21,0.00000,-0.29937,0.78000,0.71400,0.00000,ciliated_sars_vs_healthy
RAMP1,0.00000,0.60631,0.38500,0.04900,0.00000,ciliated_sars_vs_healthy
RAPH1,0.00000,-0.29261,0.56800,0.58000,0.00000,ciliated_sars_vs_healthy
RARRES1,0.00000,0.82127,0.82500,0.50000,0.00000,ciliated_sars_vs_healthy
RARRES3,0.00000,1.74329,0.95100,0.77900,0.00000,ciliated_sars_vs_healthy
RASSF6,0.00000,-0.54576,0.39200,0.46300,0.00000,ciliated_sars_vs_healthy
RASSF7,0.00000,0.26090,0.79200,0.49000,0.00000,ciliated_sars_vs_healthy
RB1CC1,0.00000,-0.42934,0.79900,0.77900,0.00000,ciliated_sars_vs_healthy
RBL2,0.00000,-0.26957,0.59700,0.60400,0.00000,ciliated_sars_vs_healthy
RBM25,0.00000,-0.37623,0.91000,0.88200,0.00000,ciliated_sars_vs_healthy
RBM26,0.00000,-0.25591,0.66700,0.61500,0.00001,ciliated_sars_vs_healthy
RBM33,0.00000,-0.25291,0.61700,0.61100,0.00000,ciliated_sars_vs_healthy
RBM39,0.00000,-0.43885,0.93700,0.90300,0.00000,ciliated_sars_vs_healthy
RBM5,0.00000,-0.28988,0.74000,0.67200,0.00000,ciliated_sars_vs_healthy
RBM8A,0.00000,0.34958,0.91900,0.75600,0.00000,ciliated_sars_vs_healthy
RBP1,0.00000,-0.73183,0.45800,0.58600,0.00000,ciliated_sars_vs_healthy
RBX1,0.00000,0.38653,0.89400,0.73100,0.00000,ciliated_sars_vs_healthy
RCBTB1,0.00000,-0.27977,0.36300,0.38600,0.01037,ciliated_sars_vs_healthy
RCOR3,0.00000,-0.25993,0.54500,0.54800,0.00000,ciliated_sars_vs_healthy
REEP3,0.00000,0.47155,0.90800,0.68700,0.00000,ciliated_sars_vs_healthy
REEP5,0.00000,0.31520,0.92900,0.83500,0.00000,ciliated_sars_vs_healthy
RER1,0.00000,0.28064,0.89800,0.73000,0.00000,ciliated_sars_vs_healthy
RERE,0.00000,-0.27587,0.80500,0.76100,0.00000,ciliated_sars_vs_healthy
REV1,0.00000,-0.28909,0.58500,0.56600,0.00000,ciliated_sars_vs_healthy
