from	to	source	database
TAC3	TACR1	Guide2Pharma_talklr	Guide2Pharma_talklr
TAC3	TACR1	HPMR_Cellinker	HPMR_Cellinker
TAC3	TACR1	HPMR_LRdb	HPMR_LRdb
TAC3	TACR1	HPMR_talklr	HPMR_talklr
TAC3	TACR1	HPRD	HPRD
TAC3	TACR1	HPRD_LRdb	HPRD_LRdb
TAC3	TACR1	HPRD_talklr	HPRD_talklr
TAC3	TACR1	LRdb	LRdb
TAC3	TACR1	Ramilowski2015	Ramilowski2015
TAC3	TACR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
TAC3	TACR1	Wang	Wang
TAC3	TACR1	connectomeDB2020	connectomeDB2020
TAC3	TACR1	iTALK	iTALK
TAC3	TACR1	talklr	talklr
TAC1	TACR2	Baccin2019	Baccin2019
TAC1	TACR2	BioGRID	BioGRID
TAC1	TACR2	CellChatDB	CellChatDB
TAC1	TACR2	CellTalkDB	CellTalkDB
TAC1	TACR2	Cellinker	Cellinker
TAC1	TACR2	Fantom5_LRdb	Fantom5_LRdb
TAC1	TACR2	Guide2Pharma	Guide2Pharma
TAC1	TACR2	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
TAC1	TACR2	Guide2Pharma_LRdb	Guide2Pharma_LRdb
TAC1	TACR2	Guide2Pharma_talklr	Guide2Pharma_talklr
TAC1	TACR2	HPMR	HPMR
TAC1	TACR2	HPMR_Cellinker	HPMR_Cellinker
TAC1	TACR2	HPMR_LRdb	HPMR_LRdb
TAC1	TACR2	HPMR_talklr	HPMR_talklr
TAC1	TACR2	HPRD	HPRD
TAC1	TACR2	HPRD_LRdb	HPRD_LRdb
TAC1	TACR2	HPRD_talklr	HPRD_talklr
TAC1	TACR2	LRdb	LRdb
TAC1	TACR2	Lit-BM-17	Lit-BM-17
TAC1	TACR2	Ramilowski2015	Ramilowski2015
TAC1	TACR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
TAC1	TACR2	SIGNOR	SIGNOR
TAC1	TACR2	STRING_talklr	STRING_talklr
TAC1	TACR2	Wang	Wang
TAC1	TACR2	connectomeDB2020	connectomeDB2020
TAC1	TACR2	iTALK	iTALK
TAC1	TACR2	scConnect	scConnect
TAC1	TACR2	talklr	talklr
TAC3	TACR2	Baccin2019	Baccin2019
TAC3	TACR2	CellTalkDB	CellTalkDB
TAC3	TACR2	Cellinker	Cellinker
TAC3	TACR2	Fantom5_LRdb	Fantom5_LRdb
TAC3	TACR2	Guide2Pharma	Guide2Pharma
TAC3	TACR2	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
TAC3	TACR2	Guide2Pharma_LRdb	Guide2Pharma_LRdb
TAC3	TACR2	Guide2Pharma_talklr	Guide2Pharma_talklr
TAC3	TACR2	HPMR_Cellinker	HPMR_Cellinker
TAC3	TACR2	HPMR_LRdb	HPMR_LRdb
TAC3	TACR2	HPMR_talklr	HPMR_talklr
TAC3	TACR2	HPRD	HPRD
TAC3	TACR2	HPRD_LRdb	HPRD_LRdb
TAC3	TACR2	HPRD_talklr	HPRD_talklr
TAC3	TACR2	LRdb	LRdb
TAC3	TACR2	Ramilowski2015	Ramilowski2015
TAC3	TACR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
TAC3	TACR2	STRING_talklr	STRING_talklr
TAC3	TACR2	Wang	Wang
TAC3	TACR2	connectomeDB2020	connectomeDB2020
TAC3	TACR2	iTALK	iTALK
TAC3	TACR2	talklr	talklr
TAC1	TACR3	Baccin2019	Baccin2019
TAC1	TACR3	CellTalkDB	CellTalkDB
TAC1	TACR3	Cellinker	Cellinker
TAC1	TACR3	EMBRACE	EMBRACE
TAC1	TACR3	Fantom5_LRdb	Fantom5_LRdb
TAC1	TACR3	Guide2Pharma	Guide2Pharma
TAC1	TACR3	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
TAC1	TACR3	Guide2Pharma_LRdb	Guide2Pharma_LRdb
TAC1	TACR3	Guide2Pharma_talklr	Guide2Pharma_talklr
TAC1	TACR3	HPMR_Cellinker	HPMR_Cellinker
TAC1	TACR3	HPMR_LRdb	HPMR_LRdb
TAC1	TACR3	HPMR_talklr	HPMR_talklr
TAC1	TACR3	HPRD	HPRD
TAC1	TACR3	HPRD_LRdb	HPRD_LRdb
TAC1	TACR3	HPRD_talklr	HPRD_talklr
TAC1	TACR3	LRdb	LRdb
TAC1	TACR3	Ramilowski2015	Ramilowski2015
TAC1	TACR3	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
TAC1	TACR3	STRING_talklr	STRING_talklr
TAC1	TACR3	Wang	Wang
TAC1	TACR3	connectomeDB2020	connectomeDB2020
TAC1	TACR3	iTALK	iTALK
TAC1	TACR3	scConnect	scConnect
TAC1	TACR3	talklr	talklr
TAC3	TACR3	Baccin2019	Baccin2019
TAC3	TACR3	CellChatDB	CellChatDB
TAC3	TACR3	CellTalkDB	CellTalkDB
TAC3	TACR3	Cellinker	Cellinker
TAC3	TACR3	EMBRACE	EMBRACE
TAC3	TACR3	Fantom5_LRdb	Fantom5_LRdb
TAC3	TACR3	Guide2Pharma	Guide2Pharma
TAC3	TACR3	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
TAC3	TACR3	Guide2Pharma_LRdb	Guide2Pharma_LRdb
TAC3	TACR3	Guide2Pharma_talklr	Guide2Pharma_talklr
TAC3	TACR3	HPMR_Cellinker	HPMR_Cellinker
TAC3	TACR3	HPMR_LRdb	HPMR_LRdb
TAC3	TACR3	HPMR_talklr	HPMR_talklr
TAC3	TACR3	HPRD	HPRD
TAC3	TACR3	HPRD_LRdb	HPRD_LRdb
TAC3	TACR3	HPRD_talklr	HPRD_talklr
TAC3	TACR3	KEGG-MEDICUS	KEGG-MEDICUS
TAC3	TACR3	LRdb	LRdb
TAC3	TACR3	Ramilowski2015	Ramilowski2015
TAC3	TACR3	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
TAC3	TACR3	STRING_talklr	STRING_talklr
TAC3	TACR3	Wang	Wang
TAC3	TACR3	connectomeDB2020	connectomeDB2020
TAC3	TACR3	iTALK	iTALK
TAC3	TACR3	talklr	talklr
NMS	NMUR1	Baccin2019	Baccin2019
NMS	NMUR1	CellChatDB	CellChatDB
NMS	NMUR1	CellPhoneDB	CellPhoneDB
NMS	NMUR1	CellTalkDB	CellTalkDB
NMS	NMUR1	Cellinker	Cellinker
NMS	NMUR1	Fantom5_LRdb	Fantom5_LRdb
NMS	NMUR1	Guide2Pharma	Guide2Pharma
NMS	NMUR1	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
NMS	NMUR1	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
NMS	NMUR1	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NMS	NMUR1	Guide2Pharma_talklr	Guide2Pharma_talklr
NMS	NMUR1	HPMR_Cellinker	HPMR_Cellinker
NMS	NMUR1	HPMR_LRdb	HPMR_LRdb
NMS	NMUR1	HPMR_talklr	HPMR_talklr
NMS	NMUR1	HPRD	HPRD
NMS	NMUR1	HPRD_LRdb	HPRD_LRdb
NMS	NMUR1	HPRD_talklr	HPRD_talklr
NMS	NMUR1	LRdb	LRdb
NMS	NMUR1	Ramilowski2015	Ramilowski2015
NMS	NMUR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NMS	NMUR1	SIGNOR	SIGNOR
NMS	NMUR1	Wang	Wang
NMS	NMUR1	connectomeDB2020	connectomeDB2020
NMS	NMUR1	iTALK	iTALK
NMS	NMUR1	scConnect	scConnect
NMS	NMUR1	talklr	talklr
NMU	NMUR1	Baccin2019	Baccin2019
NMU	NMUR1	CellChatDB	CellChatDB
NMU	NMUR1	CellPhoneDB	CellPhoneDB
NMU	NMUR1	CellTalkDB	CellTalkDB
NMU	NMUR1	Cellinker	Cellinker
NMU	NMUR1	Fantom5_LRdb	Fantom5_LRdb
NMU	NMUR1	Guide2Pharma	Guide2Pharma
NMU	NMUR1	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
NMU	NMUR1	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
NMU	NMUR1	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NMU	NMUR1	Guide2Pharma_talklr	Guide2Pharma_talklr
NMU	NMUR1	HPMR	HPMR
NMU	NMUR1	HPMR_Cellinker	HPMR_Cellinker
NMU	NMUR1	HPMR_LRdb	HPMR_LRdb
NMU	NMUR1	HPMR_talklr	HPMR_talklr
NMU	NMUR1	HPRD	HPRD
NMU	NMUR1	HPRD_LRdb	HPRD_LRdb
NMU	NMUR1	HPRD_talklr	HPRD_talklr
NMU	NMUR1	LRdb	LRdb
NMU	NMUR1	Ramilowski2015	Ramilowski2015
NMU	NMUR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NMU	NMUR1	STRING_talklr	STRING_talklr
NMU	NMUR1	Wang	Wang
NMU	NMUR1	connectomeDB2020	connectomeDB2020
NMU	NMUR1	iTALK	iTALK
NMU	NMUR1	scConnect	scConnect
NMU	NMUR1	talklr	talklr
NMS	NMUR2	Baccin2019	Baccin2019
NMS	NMUR2	CellChatDB	CellChatDB
NMS	NMUR2	CellPhoneDB	CellPhoneDB
NMS	NMUR2	CellTalkDB	CellTalkDB
NMS	NMUR2	Cellinker	Cellinker
NMS	NMUR2	Fantom5_LRdb	Fantom5_LRdb
NMS	NMUR2	Guide2Pharma	Guide2Pharma
NMS	NMUR2	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
NMS	NMUR2	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
NMS	NMUR2	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NMS	NMUR2	Guide2Pharma_talklr	Guide2Pharma_talklr
NMS	NMUR2	HPMR_Cellinker	HPMR_Cellinker
NMS	NMUR2	HPMR_LRdb	HPMR_LRdb
NMS	NMUR2	HPMR_talklr	HPMR_talklr
NMS	NMUR2	LRdb	LRdb
NMS	NMUR2	Ramilowski2015	Ramilowski2015
NMS	NMUR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NMS	NMUR2	SIGNOR	SIGNOR
NMS	NMUR2	STRING_talklr	STRING_talklr
NMS	NMUR2	Wang	Wang
NMS	NMUR2	connectomeDB2020	connectomeDB2020
NMS	NMUR2	iTALK	iTALK
NMS	NMUR2	scConnect	scConnect
NMS	NMUR2	talklr	talklr
NMU	NMUR2	Baccin2019	Baccin2019
NMU	NMUR2	BioGRID	BioGRID
NMU	NMUR2	CellChatDB	CellChatDB
NMU	NMUR2	CellPhoneDB	CellPhoneDB
NMU	NMUR2	CellTalkDB	CellTalkDB
NMU	NMUR2	Cellinker	Cellinker
NMU	NMUR2	Fantom5_LRdb	Fantom5_LRdb
NMU	NMUR2	Guide2Pharma	Guide2Pharma
NMU	NMUR2	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
NMU	NMUR2	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
NMU	NMUR2	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NMU	NMUR2	Guide2Pharma_talklr	Guide2Pharma_talklr
NMU	NMUR2	HPMR	HPMR
NMU	NMUR2	HPMR_Cellinker	HPMR_Cellinker
NMU	NMUR2	HPMR_LRdb	HPMR_LRdb
NMU	NMUR2	HPMR_talklr	HPMR_talklr
NMU	NMUR2	HPRD	HPRD
NMU	NMUR2	HPRD_LRdb	HPRD_LRdb
NMU	NMUR2	HPRD_talklr	HPRD_talklr
NMU	NMUR2	LRdb	LRdb
NMU	NMUR2	Ramilowski2015	Ramilowski2015
NMU	NMUR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NMU	NMUR2	STRING_talklr	STRING_talklr
NMU	NMUR2	Wang	Wang
NMU	NMUR2	connectomeDB2020	connectomeDB2020
NMU	NMUR2	iTALK	iTALK
NMU	NMUR2	scConnect	scConnect
NMU	NMUR2	talklr	talklr
NPB	NPBWR1	Baccin2019	Baccin2019
NPB	NPBWR1	CellChatDB	CellChatDB
NPB	NPBWR1	CellPhoneDB	CellPhoneDB
NPB	NPBWR1	CellTalkDB	CellTalkDB
NPB	NPBWR1	Fantom5_LRdb	Fantom5_LRdb
NPB	NPBWR1	Guide2Pharma	Guide2Pharma
NPB	NPBWR1	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
NPB	NPBWR1	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NPB	NPBWR1	Guide2Pharma_talklr	Guide2Pharma_talklr
NPB	NPBWR1	HPMR	HPMR
NPB	NPBWR1	HPMR_LRdb	HPMR_LRdb
NPB	NPBWR1	HPMR_talklr	HPMR_talklr
NPB	NPBWR1	HPRD	HPRD
NPB	NPBWR1	HPRD_LRdb	HPRD_LRdb
NPB	NPBWR1	HPRD_talklr	HPRD_talklr
NPB	NPBWR1	LRdb	LRdb
NPB	NPBWR1	Ramilowski2015	Ramilowski2015
NPB	NPBWR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NPB	NPBWR1	STRING_talklr	STRING_talklr
NPB	NPBWR1	Wang	Wang
NPB	NPBWR1	connectomeDB2020	connectomeDB2020
NPB	NPBWR1	iTALK	iTALK
NPB	NPBWR1	scConnect	scConnect
NPB	NPBWR1	talklr	talklr
NPW	NPBWR1	CellChatDB	CellChatDB
NPW	NPBWR1	CellPhoneDB	CellPhoneDB
NPW	NPBWR1	CellTalkDB	CellTalkDB
NPW	NPBWR1	Fantom5_LRdb	Fantom5_LRdb
NPW	NPBWR1	Guide2Pharma	Guide2Pharma
NPW	NPBWR1	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
NPW	NPBWR1	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NPW	NPBWR1	Guide2Pharma_talklr	Guide2Pharma_talklr
NPW	NPBWR1	HPMR_LRdb	HPMR_LRdb
NPW	NPBWR1	HPMR_talklr	HPMR_talklr
NPW	NPBWR1	HPRD	HPRD
NPW	NPBWR1	HPRD_LRdb	HPRD_LRdb
NPW	NPBWR1	HPRD_talklr	HPRD_talklr
NPW	NPBWR1	LRdb	LRdb
NPW	NPBWR1	Ramilowski2015	Ramilowski2015
NPW	NPBWR1	STRING_talklr	STRING_talklr
NPW	NPBWR1	Wang	Wang
NPW	NPBWR1	connectomeDB2020	connectomeDB2020
NPW	NPBWR1	iTALK	iTALK
NPW	NPBWR1	scConnect	scConnect
NPW	NPBWR1	talklr	talklr
NPB	NPBWR2	CellPhoneDB	CellPhoneDB
NPB	NPBWR2	CellTalkDB	CellTalkDB
NPB	NPBWR2	Fantom5_LRdb	Fantom5_LRdb
NPB	NPBWR2	Guide2Pharma	Guide2Pharma
NPB	NPBWR2	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
NPB	NPBWR2	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NPB	NPBWR2	Guide2Pharma_talklr	Guide2Pharma_talklr
NPB	NPBWR2	HPRD	HPRD
NPB	NPBWR2	HPRD_LRdb	HPRD_LRdb
NPB	NPBWR2	HPRD_talklr	HPRD_talklr
NPB	NPBWR2	LRdb	LRdb
NPB	NPBWR2	Ramilowski2015	Ramilowski2015
NPB	NPBWR2	STRING_talklr	STRING_talklr
NPB	NPBWR2	connectomeDB2020	connectomeDB2020
NPB	NPBWR2	iTALK	iTALK
NPB	NPBWR2	scConnect	scConnect
NPB	NPBWR2	talklr	talklr
NPW	NPBWR2	CellPhoneDB	CellPhoneDB
NPW	NPBWR2	CellTalkDB	CellTalkDB
NPW	NPBWR2	Fantom5_LRdb	Fantom5_LRdb
NPW	NPBWR2	Guide2Pharma	Guide2Pharma
NPW	NPBWR2	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
NPW	NPBWR2	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NPW	NPBWR2	Guide2Pharma_talklr	Guide2Pharma_talklr
NPW	NPBWR2	HPMR	HPMR
NPW	NPBWR2	HPMR_LRdb	HPMR_LRdb
NPW	NPBWR2	HPMR_talklr	HPMR_talklr
NPW	NPBWR2	HPRD	HPRD
NPW	NPBWR2	HPRD_LRdb	HPRD_LRdb
NPW	NPBWR2	HPRD_talklr	HPRD_talklr
NPW	NPBWR2	LRdb	LRdb
NPW	NPBWR2	Ramilowski2015	Ramilowski2015
NPW	NPBWR2	STRING_talklr	STRING_talklr
NPW	NPBWR2	Wang	Wang
NPW	NPBWR2	connectomeDB2020	connectomeDB2020
NPW	NPBWR2	iTALK	iTALK
NPW	NPBWR2	scConnect	scConnect
NPW	NPBWR2	talklr	talklr
NPFF	NPFFR1	CellChatDB	CellChatDB
NPFF	NPFFR1	CellTalkDB	CellTalkDB
NPFF	NPFFR1	Cellinker	Cellinker
NPFF	NPFFR1	Fantom5_LRdb	Fantom5_LRdb
NPFF	NPFFR1	Guide2Pharma	Guide2Pharma
NPFF	NPFFR1	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
NPFF	NPFFR1	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NPFF	NPFFR1	Guide2Pharma_talklr	Guide2Pharma_talklr
NPFF	NPFFR1	HPMR_Cellinker	HPMR_Cellinker
NPFF	NPFFR1	HPMR_LRdb	HPMR_LRdb
NPFF	NPFFR1	HPMR_talklr	HPMR_talklr
NPFF	NPFFR1	HPRD	HPRD
NPFF	NPFFR1	HPRD_LRdb	HPRD_LRdb
NPFF	NPFFR1	HPRD_talklr	HPRD_talklr
NPFF	NPFFR1	LRdb	LRdb
NPFF	NPFFR1	Ramilowski2015	Ramilowski2015
NPFF	NPFFR1	SIGNOR	SIGNOR
NPFF	NPFFR1	STRING_talklr	STRING_talklr
NPFF	NPFFR1	Wang	Wang
NPFF	NPFFR1	connectomeDB2020	connectomeDB2020
NPFF	NPFFR1	iTALK	iTALK
NPFF	NPFFR1	scConnect	scConnect
NPFF	NPFFR1	talklr	talklr
NPVF	NPFFR1	CellChatDB	CellChatDB
NPVF	NPFFR1	CellPhoneDB	CellPhoneDB
NPVF	NPFFR1	CellTalkDB	CellTalkDB
NPVF	NPFFR1	Cellinker	Cellinker
NPVF	NPFFR1	Fantom5_LRdb	Fantom5_LRdb
NPVF	NPFFR1	Guide2Pharma	Guide2Pharma
NPVF	NPFFR1	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
NPVF	NPFFR1	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
NPVF	NPFFR1	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NPVF	NPFFR1	Guide2Pharma_talklr	Guide2Pharma_talklr
NPVF	NPFFR1	HPMR	HPMR
NPVF	NPFFR1	HPMR_Cellinker	HPMR_Cellinker
NPVF	NPFFR1	HPMR_LRdb	HPMR_LRdb
NPVF	NPFFR1	HPMR_talklr	HPMR_talklr
NPVF	NPFFR1	LRdb	LRdb
NPVF	NPFFR1	Ramilowski2015	Ramilowski2015
NPVF	NPFFR1	Wang	Wang
NPVF	NPFFR1	connectomeDB2020	connectomeDB2020
NPVF	NPFFR1	iTALK	iTALK
NPVF	NPFFR1	scConnect	scConnect
NPVF	NPFFR1	talklr	talklr
NPFF	NPFFR2	Baccin2019	Baccin2019
NPFF	NPFFR2	CellChatDB	CellChatDB
NPFF	NPFFR2	CellTalkDB	CellTalkDB
NPFF	NPFFR2	Cellinker	Cellinker
NPFF	NPFFR2	Fantom5_LRdb	Fantom5_LRdb
NPFF	NPFFR2	Guide2Pharma	Guide2Pharma
NPFF	NPFFR2	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
NPFF	NPFFR2	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NPFF	NPFFR2	Guide2Pharma_talklr	Guide2Pharma_talklr
NPFF	NPFFR2	HPMR	HPMR
NPFF	NPFFR2	HPMR_Cellinker	HPMR_Cellinker
NPFF	NPFFR2	HPMR_LRdb	HPMR_LRdb
NPFF	NPFFR2	HPMR_talklr	HPMR_talklr
NPFF	NPFFR2	HPRD	HPRD
NPFF	NPFFR2	HPRD_LRdb	HPRD_LRdb
NPFF	NPFFR2	HPRD_talklr	HPRD_talklr
NPFF	NPFFR2	LRdb	LRdb
NPFF	NPFFR2	Ramilowski2015	Ramilowski2015
NPFF	NPFFR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NPFF	NPFFR2	SIGNOR	SIGNOR
NPFF	NPFFR2	STRING_talklr	STRING_talklr
NPFF	NPFFR2	Wang	Wang
NPFF	NPFFR2	connectomeDB2020	connectomeDB2020
NPFF	NPFFR2	iTALK	iTALK
NPFF	NPFFR2	scConnect	scConnect
NPFF	NPFFR2	talklr	talklr
NPS	NPSR1	Baccin2019	Baccin2019
NPS	NPSR1	CellChatDB	CellChatDB
NPS	NPSR1	CellPhoneDB	CellPhoneDB
NPS	NPSR1	CellTalkDB	CellTalkDB
NPS	NPSR1	Cellinker	Cellinker
NPS	NPSR1	Fantom5_LRdb	Fantom5_LRdb
NPS	NPSR1	Guide2Pharma	Guide2Pharma
NPS	NPSR1	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
NPS	NPSR1	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
NPS	NPSR1	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NPS	NPSR1	Guide2Pharma_talklr	Guide2Pharma_talklr
NPS	NPSR1	HPMR	HPMR
NPS	NPSR1	HPMR_Cellinker	HPMR_Cellinker
NPS	NPSR1	HPMR_LRdb	HPMR_LRdb
NPS	NPSR1	HPMR_talklr	HPMR_talklr
NPS	NPSR1	LRdb	LRdb
NPS	NPSR1	Ramilowski2015	Ramilowski2015
NPS	NPSR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NPS	NPSR1	STRING_talklr	STRING_talklr
NPS	NPSR1	Wang	Wang
NPS	NPSR1	connectomeDB2020	connectomeDB2020
NPS	NPSR1	iTALK	iTALK
NPS	NPSR1	scConnect	scConnect
NPS	NPSR1	talklr	talklr
NTS	NTSR1	Baccin2019	Baccin2019
NTS	NTSR1	CellChatDB	CellChatDB
NTS	NTSR1	CellPhoneDB	CellPhoneDB
NTS	NTSR1	CellTalkDB	CellTalkDB
NTS	NTSR1	Cellinker	Cellinker
NTS	NTSR1	DIP	DIP
NTS	NTSR1	EMBRACE	EMBRACE
NTS	NTSR1	Fantom5_LRdb	Fantom5_LRdb
NTS	NTSR1	Guide2Pharma	Guide2Pharma
NTS	NTSR1	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
NTS	NTSR1	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
NTS	NTSR1	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NTS	NTSR1	Guide2Pharma_talklr	Guide2Pharma_talklr
NTS	NTSR1	HPMR	HPMR
NTS	NTSR1	HPMR_Cellinker	HPMR_Cellinker
NTS	NTSR1	HPMR_LRdb	HPMR_LRdb
NTS	NTSR1	HPMR_talklr	HPMR_talklr
NTS	NTSR1	HPRD	HPRD
NTS	NTSR1	HPRD_LRdb	HPRD_LRdb
NTS	NTSR1	HPRD_talklr	HPRD_talklr
NTS	NTSR1	LRdb	LRdb
NTS	NTSR1	Lit-BM-17	Lit-BM-17
NTS	NTSR1	Ramilowski2015	Ramilowski2015
NTS	NTSR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NTS	NTSR1	SIGNOR	SIGNOR
NTS	NTSR1	STRING_talklr	STRING_talklr
NTS	NTSR1	Wang	Wang
NTS	NTSR1	connectomeDB2020	connectomeDB2020
NTS	NTSR1	iTALK	iTALK
NTS	NTSR1	scConnect	scConnect
NTS	NTSR1	talklr	talklr
NTS	NTSR2	Baccin2019	Baccin2019
NTS	NTSR2	CellChatDB	CellChatDB
NTS	NTSR2	CellTalkDB	CellTalkDB
NTS	NTSR2	Cellinker	Cellinker
NTS	NTSR2	EMBRACE	EMBRACE
NTS	NTSR2	Fantom5_LRdb	Fantom5_LRdb
NTS	NTSR2	Guide2Pharma	Guide2Pharma
NTS	NTSR2	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
NTS	NTSR2	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NTS	NTSR2	Guide2Pharma_talklr	Guide2Pharma_talklr
NTS	NTSR2	HPMR	HPMR
NTS	NTSR2	HPMR_Cellinker	HPMR_Cellinker
NTS	NTSR2	HPMR_LRdb	HPMR_LRdb
NTS	NTSR2	HPMR_talklr	HPMR_talklr
NTS	NTSR2	HPRD	HPRD
NTS	NTSR2	HPRD_LRdb	HPRD_LRdb
NTS	NTSR2	HPRD_talklr	HPRD_talklr
NTS	NTSR2	LRdb	LRdb
NTS	NTSR2	Ramilowski2015	Ramilowski2015
NTS	NTSR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NTS	NTSR2	SIGNOR	SIGNOR
NTS	NTSR2	STRING_talklr	STRING_talklr
NTS	NTSR2	Wang	Wang
NTS	NTSR2	connectomeDB2020	connectomeDB2020
NTS	NTSR2	iTALK	iTALK
NTS	NTSR2	scConnect	scConnect
NTS	NTSR2	talklr	talklr
OXT	OXTR	Baccin2019	Baccin2019
OXT	OXTR	CellCall	CellCall
OXT	OXTR	CellChatDB	CellChatDB
OXT	OXTR	CellPhoneDB	CellPhoneDB
OXT	OXTR	CellTalkDB	CellTalkDB
OXT	OXTR	Cellinker	Cellinker
OXT	OXTR	EMBRACE	EMBRACE
OXT	OXTR	Fantom5_LRdb	Fantom5_LRdb
OXT	OXTR	Guide2Pharma	Guide2Pharma
OXT	OXTR	Guide2Pharma_Cellinker	Guide2Pharma_Cellinker
OXT	OXTR	Guide2Pharma_LRdb	Guide2Pharma_LRdb
OXT	OXTR	Guide2Pharma_talklr	Guide2Pharma_talklr
OXT	OXTR	HPMR	HPMR
OXT	OXTR	HPMR_Cellinker	HPMR_Cellinker
OXT	OXTR	HPMR_LRdb	HPMR_LRdb
OXT	OXTR	HPMR_talklr	HPMR_talklr
OXT	OXTR	HPRD	HPRD
OXT	OXTR	HPRD_LRdb	HPRD_LRdb
OXT	OXTR	HPRD_talklr	HPRD_talklr
OXT	OXTR	I2D_CellPhoneDB	I2D_CellPhoneDB
OXT	OXTR	LRdb	LRdb
OXT	OXTR	Ramilowski2015	Ramilowski2015
OXT	OXTR	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
OXT	OXTR	SIGNOR	SIGNOR
OXT	OXTR	STRING_talklr	STRING_talklr
OXT	OXTR	Wang	Wang
OXT	OXTR	connectomeDB2020	connectomeDB2020
OXT	OXTR	iTALK	iTALK
OXT	OXTR	scConnect	scConnect
OXT	OXTR	talklr	talklr
AVP	OXTR	Baccin2019	Baccin2019
AVP	OXTR	CellPhoneDB	CellPhoneDB
AVP	OXTR	CellTalkDB	CellTalkDB
AVP	OXTR	EMBRACE	EMBRACE
AVP	OXTR	Fantom5_LRdb	Fantom5_LRdb
AVP	OXTR	Guide2Pharma	Guide2Pharma
AVP	OXTR	Guide2Pharma_LRdb	Guide2Pharma_LRdb
AVP	OXTR	Guide2Pharma_talklr	Guide2Pharma_talklr
AVP	OXTR	HPRD	HPRD
AVP	OXTR	HPRD_LRdb	HPRD_LRdb
AVP	OXTR	HPRD_talklr	HPRD_talklr
AVP	OXTR	I2D_CellPhoneDB	I2D_CellPhoneDB
AVP	OXTR	LRdb	LRdb
AVP	OXTR	Ramilowski2015	Ramilowski2015
AVP	OXTR	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
AVP	OXTR	connectomeDB2020	connectomeDB2020
AVP	OXTR	iTALK	iTALK
AVP	OXTR	scConnect	scConnect
AVP	OXTR	talklr	talklr
HCRT	HCRTR1	Baccin2019	Baccin2019
