from	to	source	database
THPO	MPL	Guide2Pharma	Guide2Pharma
THPO	MPL	Guide2Pharma_LRdb	Guide2Pharma_LRdb
THPO	MPL	HPMR_LRdb	HPMR_LRdb
THPO	MPL	HPRD	HPRD
THPO	MPL	HPRD_LRdb	HPRD_LRdb
THPO	MPL	ICELLNET	ICELLNET
THPO	MPL	Kirouac2010	Kirouac2010
THPO	MPL	Kirouac2010_ICELLNET	Kirouac2010_ICELLNET
THPO	MPL	LRdb	LRdb
THPO	MPL	Ramilowski2015	Ramilowski2015
THPO	MPL	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
THPO	MPL	Ramilowski2015_ICELLNET	Ramilowski2015_ICELLNET
THPO	MPL	Reactome_ICELLNET	Reactome_ICELLNET
THPO	MPL	SIGNOR	SIGNOR
THPO	MPL	SIGNOR_ICELLNET	SIGNOR_ICELLNET
THPO	MPL	SignaLink3	SignaLink3
THPO	MPL	Wang	Wang
THPO	MPL	iTALK	iTALK
CNTF	CNTFR	Baccin2019	Baccin2019
CNTF	CNTFR	DIP	DIP
CNTF	CNTFR	EMBRACE	EMBRACE
CNTF	CNTFR	Fantom5_LRdb	Fantom5_LRdb
CNTF	CNTFR	Guide2Pharma	Guide2Pharma
CNTF	CNTFR	HPRD	HPRD
CNTF	CNTFR	HPRD_LRdb	HPRD_LRdb
CNTF	CNTFR	IntAct	IntAct
CNTF	CNTFR	LRdb	LRdb
CNTF	CNTFR	Lit-BM-17	Lit-BM-17
CNTF	CNTFR	Ramilowski2015	Ramilowski2015
CNTF	CNTFR	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
CNTF	CNTFR	SIGNOR	SIGNOR
CNTF	CNTFR	SignaLink3	SignaLink3
CNTF	CNTFR	UniProt_LRdb	UniProt_LRdb
CNTF	CNTFR	Wang	Wang
CNTF	CNTFR	iTALK	iTALK
LEP	LEPR	Baccin2019	Baccin2019
LEP	LEPR	CellPhoneDB	CellPhoneDB
LEP	LEPR	CellPhoneDB_ICELLNET	CellPhoneDB_ICELLNET
LEP	LEPR	DIP	DIP
LEP	LEPR	Fantom5_LRdb	Fantom5_LRdb
LEP	LEPR	Guide2Pharma_LRdb	Guide2Pharma_LRdb
LEP	LEPR	HPMR	HPMR
LEP	LEPR	HPMR_ICELLNET	HPMR_ICELLNET
LEP	LEPR	HPMR_LRdb	HPMR_LRdb
LEP	LEPR	HPRD	HPRD
LEP	LEPR	HPRD_LRdb	HPRD_LRdb
LEP	LEPR	ICELLNET	ICELLNET
LEP	LEPR	Kirouac2010	Kirouac2010
LEP	LEPR	Kirouac2010_ICELLNET	Kirouac2010_ICELLNET
LEP	LEPR	LRdb	LRdb
LEP	LEPR	NetPath	NetPath
LEP	LEPR	ProtMapper	ProtMapper
LEP	LEPR	Ramilowski2015	Ramilowski2015
LEP	LEPR	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
LEP	LEPR	Ramilowski2015_ICELLNET	Ramilowski2015_ICELLNET
LEP	LEPR	SIGNOR	SIGNOR
LEP	LEPR	SignaLink3	SignaLink3
LEP	LEPR	Sparser_ProtMapper	Sparser_ProtMapper
LEP	LEPR	Wang	Wang
LEP	LEPR	iTALK	iTALK
DHH	PTCH2	Baccin2019	Baccin2019
DHH	PTCH2	CancerCellMap	CancerCellMap
DHH	PTCH2	EMBRACE	EMBRACE
DHH	PTCH2	Fantom5_LRdb	Fantom5_LRdb
DHH	PTCH2	HPMR	HPMR
DHH	PTCH2	HPMR_LRdb	HPMR_LRdb
DHH	PTCH2	HPRD	HPRD
DHH	PTCH2	HPRD_LRdb	HPRD_LRdb
DHH	PTCH2	LRdb	LRdb
DHH	PTCH2	NetPath	NetPath
DHH	PTCH2	Ramilowski2015	Ramilowski2015
DHH	PTCH2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
DHH	PTCH2	SignaLink3	SignaLink3
DHH	PTCH2	Wang	Wang
DHH	PTCH2	iTALK	iTALK
BMP8B	BMPR1A	Guide2Pharma	Guide2Pharma
BMP8B	BMPR1A	LRdb	LRdb
BMP8B	BMPR1A	SignaLink3	SignaLink3
BMP8B	BMPR1A	UniProt_LRdb	UniProt_LRdb
BMP8B	BMPR1A	iTALK	iTALK
BMP8B	ACVR1	Guide2Pharma	Guide2Pharma
BMP8B	ACVR1	SignaLink3	SignaLink3
BMP8B	ACVR1	iTALK	iTALK
IL9	IL9R	Baccin2019	Baccin2019
IL9	IL9R	DIP	DIP
IL9	IL9R	Fantom5_LRdb	Fantom5_LRdb
IL9	IL9R	Guide2Pharma	Guide2Pharma
IL9	IL9R	HPMR	HPMR
IL9	IL9R	HPMR_LRdb	HPMR_LRdb
IL9	IL9R	HPRD	HPRD
IL9	IL9R	HPRD_LRdb	HPRD_LRdb
IL9	IL9R	Kirouac2010	Kirouac2010
IL9	IL9R	LRdb	LRdb
IL9	IL9R	NetPath	NetPath
IL9	IL9R	Ramilowski2015	Ramilowski2015
IL9	IL9R	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IL9	IL9R	SIGNOR	SIGNOR
IL9	IL9R	SignaLink3	SignaLink3
IL9	IL9R	UniProt_LRdb	UniProt_LRdb
IL9	IL9R	Wang	Wang
IL9	IL9R	iTALK	iTALK
DKK1	KREMEN2	AlzPathway	AlzPathway
DKK1	KREMEN2	Baccin2019	Baccin2019
DKK1	KREMEN2	EMBRACE	EMBRACE
DKK1	KREMEN2	Fantom5_LRdb	Fantom5_LRdb
DKK1	KREMEN2	HPMR	HPMR
DKK1	KREMEN2	HPMR_LRdb	HPMR_LRdb
DKK1	KREMEN2	LRdb	LRdb
DKK1	KREMEN2	Ramilowski2015	Ramilowski2015
DKK1	KREMEN2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
DKK1	KREMEN2	SIGNOR	SIGNOR
DKK1	KREMEN2	SignaLink3	SignaLink3
DKK1	KREMEN2	Wang	Wang
DKK1	KREMEN2	iTALK	iTALK
DKK1	KREMEN1	Baccin2019	Baccin2019
DKK1	KREMEN1	EMBRACE	EMBRACE
DKK1	KREMEN1	Fantom5_LRdb	Fantom5_LRdb
DKK1	KREMEN1	HPMR	HPMR
DKK1	KREMEN1	HPMR_LRdb	HPMR_LRdb
DKK1	KREMEN1	HPRD	HPRD
DKK1	KREMEN1	HPRD_LRdb	HPRD_LRdb
DKK1	KREMEN1	LRdb	LRdb
DKK1	KREMEN1	Ramilowski2015	Ramilowski2015
DKK1	KREMEN1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
DKK1	KREMEN1	SIGNOR	SIGNOR
DKK1	KREMEN1	SignaLink3	SignaLink3
DKK1	KREMEN1	Wang	Wang
DKK1	KREMEN1	iTALK	iTALK
WNT2	FZD9	Baccin2019	Baccin2019
WNT2	FZD9	CellPhoneDB	CellPhoneDB
WNT2	FZD9	Fantom5_LRdb	Fantom5_LRdb
WNT2	FZD9	HPRD	HPRD
WNT2	FZD9	HPRD_LRdb	HPRD_LRdb
WNT2	FZD9	LRdb	LRdb
WNT2	FZD9	NetPath	NetPath
WNT2	FZD9	Ramilowski2015	Ramilowski2015
WNT2	FZD9	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
WNT2	FZD9	SIGNOR	SIGNOR
WNT2	FZD9	SignaLink3	SignaLink3
WNT2	FZD9	Wang	Wang
WNT2	FZD9	iTALK	iTALK
IL11	IL11RA	Baccin2019	Baccin2019
IL11	IL11RA	DIP	DIP
IL11	IL11RA	Fantom5_LRdb	Fantom5_LRdb
IL11	IL11RA	Guide2Pharma	Guide2Pharma
IL11	IL11RA	HPMR	HPMR
IL11	IL11RA	HPMR_LRdb	HPMR_LRdb
IL11	IL11RA	HPRD	HPRD
IL11	IL11RA	HPRD_LRdb	HPRD_LRdb
IL11	IL11RA	InnateDB	InnateDB
IL11	IL11RA	Kirouac2010	Kirouac2010
IL11	IL11RA	LRdb	LRdb
IL11	IL11RA	Lit-BM-17	Lit-BM-17
IL11	IL11RA	Ramilowski2015	Ramilowski2015
IL11	IL11RA	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IL11	IL11RA	SIGNOR	SIGNOR
IL11	IL11RA	SignaLink3	SignaLink3
IL11	IL11RA	UniProt_LRdb	UniProt_LRdb
IL11	IL11RA	Wang	Wang
IL11	IL11RA	iTALK	iTALK
WNT7A	FZD5	Baccin2019	Baccin2019
WNT7A	FZD5	CancerCellMap	CancerCellMap
WNT7A	FZD5	CellPhoneDB	CellPhoneDB
WNT7A	FZD5	EMBRACE	EMBRACE
WNT7A	FZD5	Fantom5_LRdb	Fantom5_LRdb
WNT7A	FZD5	HPMR	HPMR
WNT7A	FZD5	HPMR_LRdb	HPMR_LRdb
WNT7A	FZD5	HPRD	HPRD
WNT7A	FZD5	HPRD_LRdb	HPRD_LRdb
WNT7A	FZD5	LRdb	LRdb
WNT7A	FZD5	NetPath	NetPath
WNT7A	FZD5	Ramilowski2015	Ramilowski2015
WNT7A	FZD5	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
WNT7A	FZD5	SIGNOR	SIGNOR
WNT7A	FZD5	SignaLink3	SignaLink3
WNT7A	FZD5	Wang	Wang
WNT7A	FZD5	iTALK	iTALK
IL31	IL31RA	Fantom5_LRdb	Fantom5_LRdb
IL31	IL31RA	Guide2Pharma	Guide2Pharma
IL31	IL31RA	HPMR	HPMR
IL31	IL31RA	HPMR_LRdb	HPMR_LRdb
IL31	IL31RA	LRdb	LRdb
IL31	IL31RA	Ramilowski2015	Ramilowski2015
IL31	IL31RA	SIGNOR	SIGNOR
IL31	IL31RA	SignaLink3	SignaLink3
IL31	IL31RA	UniProt_LRdb	UniProt_LRdb
IL31	IL31RA	Wang	Wang
IL31	IL31RA	iTALK	iTALK
GDF11	ACVR2B	Baccin2019	Baccin2019
GDF11	ACVR2B	EMBRACE	EMBRACE
GDF11	ACVR2B	Fantom5_LRdb	Fantom5_LRdb
GDF11	ACVR2B	HPMR_LRdb	HPMR_LRdb
GDF11	ACVR2B	HPRD	HPRD
GDF11	ACVR2B	HPRD_LRdb	HPRD_LRdb
GDF11	ACVR2B	LRdb	LRdb
GDF11	ACVR2B	Ramilowski2015	Ramilowski2015
GDF11	ACVR2B	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
GDF11	ACVR2B	SIGNOR	SIGNOR
GDF11	ACVR2B	SignaLink3	SignaLink3
GDF11	ACVR2B	Wang	Wang
GDF11	ACVR2B	iTALK	iTALK
NODAL	ACVR2B	Baccin2019	Baccin2019
NODAL	ACVR2B	EMBRACE	EMBRACE
NODAL	ACVR2B	Fantom5_LRdb	Fantom5_LRdb
NODAL	ACVR2B	HPMR	HPMR
NODAL	ACVR2B	HPMR_LRdb	HPMR_LRdb
NODAL	ACVR2B	LRdb	LRdb
NODAL	ACVR2B	Ramilowski2015	Ramilowski2015
NODAL	ACVR2B	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NODAL	ACVR2B	Reactome_LRdb	Reactome_LRdb
NODAL	ACVR2B	SignaLink3	SignaLink3
NODAL	ACVR2B	Wang	Wang
NODAL	ACVR2B	iTALK	iTALK
GDF5	ACVR2B	Baccin2019	Baccin2019
GDF5	ACVR2B	EMBRACE	EMBRACE
GDF5	ACVR2B	Fantom5_LRdb	Fantom5_LRdb
GDF5	ACVR2B	HPRD	HPRD
GDF5	ACVR2B	HPRD_LRdb	HPRD_LRdb
GDF5	ACVR2B	LRdb	LRdb
GDF5	ACVR2B	Ramilowski2015	Ramilowski2015
GDF5	ACVR2B	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
GDF5	ACVR2B	SignaLink3	SignaLink3
GDF5	ACVR2B	iTALK	iTALK
BMP15	BMPR2	Baccin2019	Baccin2019
BMP15	BMPR2	Fantom5_LRdb	Fantom5_LRdb
BMP15	BMPR2	HPMR	HPMR
BMP15	BMPR2	HPMR_LRdb	HPMR_LRdb
BMP15	BMPR2	LRdb	LRdb
BMP15	BMPR2	Ramilowski2015	Ramilowski2015
BMP15	BMPR2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
BMP15	BMPR2	SIGNOR	SIGNOR
BMP15	BMPR2	SignaLink3	SignaLink3
BMP15	BMPR2	UniProt_LRdb	UniProt_LRdb
BMP15	BMPR2	Wang	Wang
BMP15	BMPR2	iTALK	iTALK
CSF2	CSF3R	Baccin2019	Baccin2019
CSF2	CSF3R	DIP	DIP
CSF2	CSF3R	Fantom5_LRdb	Fantom5_LRdb
CSF2	CSF3R	HPMR	HPMR
CSF2	CSF3R	HPMR_LRdb	HPMR_LRdb
CSF2	CSF3R	LRdb	LRdb
CSF2	CSF3R	Lit-BM-17	Lit-BM-17
CSF2	CSF3R	Ramilowski2015	Ramilowski2015
CSF2	CSF3R	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
CSF2	CSF3R	SIGNOR	SIGNOR
CSF2	CSF3R	SignaLink3	SignaLink3
CSF2	CSF3R	Wang	Wang
CSF2	CSF3R	iTALK	iTALK
IFNL1	IFNLR1	Fantom5_LRdb	Fantom5_LRdb
IFNL1	IFNLR1	Guide2Pharma	Guide2Pharma
IFNL1	IFNLR1	HPMR_LRdb	HPMR_LRdb
IFNL1	IFNLR1	HPRD	HPRD
IFNL1	IFNLR1	HPRD_LRdb	HPRD_LRdb
IFNL1	IFNLR1	LRdb	LRdb
IFNL1	IFNLR1	Ramilowski2015	Ramilowski2015
IFNL1	IFNLR1	SIGNOR	SIGNOR
IFNL1	IFNLR1	SignaLink3	SignaLink3
IFNL1	IFNLR1	UniProt_LRdb	UniProt_LRdb
IFNL1	IFNLR1	Wang	Wang
IFNL1	IFNLR1	iTALK	iTALK
IFNL2	IFNLR1	Fantom5_LRdb	Fantom5_LRdb
IFNL2	IFNLR1	Guide2Pharma	Guide2Pharma
IFNL2	IFNLR1	HPMR_LRdb	HPMR_LRdb
IFNL2	IFNLR1	HPRD	HPRD
IFNL2	IFNLR1	HPRD_LRdb	HPRD_LRdb
IFNL2	IFNLR1	LRdb	LRdb
IFNL2	IFNLR1	Ramilowski2015	Ramilowski2015
IFNL2	IFNLR1	SIGNOR	SIGNOR
IFNL2	IFNLR1	SignaLink3	SignaLink3
IFNL2	IFNLR1	UniProt_LRdb	UniProt_LRdb
IFNL2	IFNLR1	Wang	Wang
IFNL2	IFNLR1	iTALK	iTALK
IFNL3	IFNLR1	Baccin2019	Baccin2019
IFNL3	IFNLR1	Fantom5_LRdb	Fantom5_LRdb
IFNL3	IFNLR1	Guide2Pharma	Guide2Pharma
IFNL3	IFNLR1	HPMR_LRdb	HPMR_LRdb
IFNL3	IFNLR1	LRdb	LRdb
IFNL3	IFNLR1	Ramilowski2015	Ramilowski2015
IFNL3	IFNLR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IFNL3	IFNLR1	SIGNOR	SIGNOR
IFNL3	IFNLR1	SignaLink3	SignaLink3
IFNL3	IFNLR1	UniProt_LRdb	UniProt_LRdb
IFNL3	IFNLR1	Wang	Wang
IFNL3	IFNLR1	iTALK	iTALK
IL19	IL20RB	Fantom5_LRdb	Fantom5_LRdb
IL19	IL20RB	Guide2Pharma	Guide2Pharma
IL19	IL20RB	HPMR_LRdb	HPMR_LRdb
IL19	IL20RB	InnateDB	InnateDB
IL19	IL20RB	IntAct	IntAct
IL19	IL20RB	LRdb	LRdb
IL19	IL20RB	Lit-BM-17	Lit-BM-17
IL19	IL20RB	Ramilowski2015	Ramilowski2015
IL19	IL20RB	SIGNOR	SIGNOR
IL19	IL20RB	SignaLink3	SignaLink3
IL19	IL20RB	UniProt_LRdb	UniProt_LRdb
IL19	IL20RB	Wang	Wang
IL19	IL20RB	iTALK	iTALK
IL20	IL20RB	Fantom5_LRdb	Fantom5_LRdb
IL20	IL20RB	Guide2Pharma	Guide2Pharma
IL20	IL20RB	HPMR_LRdb	HPMR_LRdb
IL20	IL20RB	HPRD_LRdb	HPRD_LRdb
IL20	IL20RB	InnateDB	InnateDB
IL20	IL20RB	IntAct	IntAct
IL20	IL20RB	LRdb	LRdb
IL20	IL20RB	Lit-BM-17	Lit-BM-17
IL20	IL20RB	Ramilowski2015	Ramilowski2015
IL20	IL20RB	SIGNOR	SIGNOR
IL20	IL20RB	SignaLink3	SignaLink3
IL20	IL20RB	UniProt_LRdb	UniProt_LRdb
IL20	IL20RB	Wang	Wang
IL20	IL20RB	iTALK	iTALK
IL24	IL20RB	Fantom5_LRdb	Fantom5_LRdb
IL24	IL20RB	Guide2Pharma	Guide2Pharma
IL24	IL20RB	HPMR_LRdb	HPMR_LRdb
IL24	IL20RB	InnateDB	InnateDB
IL24	IL20RB	LRdb	LRdb
IL24	IL20RB	Ramilowski2015	Ramilowski2015
IL24	IL20RB	SignaLink3	SignaLink3
IL24	IL20RB	UniProt_LRdb	UniProt_LRdb
IL24	IL20RB	Wang	Wang
IL24	IL20RB	iTALK	iTALK
IL22	IL22RA2	Baccin2019	Baccin2019
IL22	IL22RA2	Fantom5_LRdb	Fantom5_LRdb
IL22	IL22RA2	HPMR	HPMR
IL22	IL22RA2	HPMR_LRdb	HPMR_LRdb
IL22	IL22RA2	HPRD	HPRD
IL22	IL22RA2	HPRD_LRdb	HPRD_LRdb
IL22	IL22RA2	ICELLNET	ICELLNET
IL22	IL22RA2	InnateDB	InnateDB
IL22	IL22RA2	LRdb	LRdb
IL22	IL22RA2	Lit-BM-17	Lit-BM-17
IL22	IL22RA2	Ramilowski2015	Ramilowski2015
IL22	IL22RA2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
IL22	IL22RA2	SIGNOR	SIGNOR
IL22	IL22RA2	UniProt_LRdb	UniProt_LRdb
IL22	IL22RA2	Wang	Wang
IL22	IL22RA2	iTALK	iTALK
TGFB1	ITGB8	EMBRACE	EMBRACE
TGFB1	ITGB8	Fantom5_LRdb	Fantom5_LRdb
TGFB1	ITGB8	HPRD	HPRD
TGFB1	ITGB8	HPRD_LRdb	HPRD_LRdb
TGFB1	ITGB8	LRdb	LRdb
TGFB1	ITGB8	Ramilowski2015	Ramilowski2015
TGFB1	ITGB8	iTALK	iTALK
TGFB1	ITGB6	Fantom5_LRdb	Fantom5_LRdb
TGFB1	ITGB6	HPRD	HPRD
TGFB1	ITGB6	HPRD_LRdb	HPRD_LRdb
TGFB1	ITGB6	LRdb	LRdb
TGFB1	ITGB6	Ramilowski2015	Ramilowski2015
TGFB1	ITGB6	Reactome_LRdb	Reactome_LRdb
TGFB1	ITGB6	iTALK	iTALK
DHH	PTCH1	Baccin2019	Baccin2019
DHH	PTCH1	CancerCellMap	CancerCellMap
DHH	PTCH1	EMBRACE	EMBRACE
DHH	PTCH1	Fantom5_LRdb	Fantom5_LRdb
DHH	PTCH1	HPRD	HPRD
DHH	PTCH1	HPRD_LRdb	HPRD_LRdb
DHH	PTCH1	Kirouac2010	Kirouac2010
DHH	PTCH1	LRdb	LRdb
DHH	PTCH1	NetPath	NetPath
DHH	PTCH1	Ramilowski2015	Ramilowski2015
DHH	PTCH1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
DHH	PTCH1	SignaLink3	SignaLink3
DHH	PTCH1	Wang	Wang
DHH	PTCH1	iTALK	iTALK
PDGFD	PDGFRB	Baccin2019	Baccin2019
PDGFD	PDGFRB	CellPhoneDB	CellPhoneDB
PDGFD	PDGFRB	EMBRACE	EMBRACE
PDGFD	PDGFRB	Fantom5_LRdb	Fantom5_LRdb
PDGFD	PDGFRB	HPMR_LRdb	HPMR_LRdb
PDGFD	PDGFRB	HPRD	HPRD
PDGFD	PDGFRB	HPRD_LRdb	HPRD_LRdb
PDGFD	PDGFRB	LRdb	LRdb
PDGFD	PDGFRB	Ramilowski2015	Ramilowski2015
PDGFD	PDGFRB	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
PDGFD	PDGFRB	SIGNOR	SIGNOR
PDGFD	PDGFRB	SignaLink3	SignaLink3
PDGFD	PDGFRB	Wang	Wang
PDGFD	PDGFRB	iTALK	iTALK
MST1	MST1R	Baccin2019	Baccin2019
MST1	MST1R	CellPhoneDB	CellPhoneDB
MST1	MST1R	DIP	DIP
MST1	MST1R	EMBRACE	EMBRACE
MST1	MST1R	Fantom5_LRdb	Fantom5_LRdb
MST1	MST1R	Guide2Pharma	Guide2Pharma
MST1	MST1R	Guide2Pharma_LRdb	Guide2Pharma_LRdb
MST1	MST1R	HPMR	HPMR
MST1	MST1R	HPMR_LRdb	HPMR_LRdb
MST1	MST1R	HPRD	HPRD
MST1	MST1R	HPRD_LRdb	HPRD_LRdb
MST1	MST1R	IntAct	IntAct
MST1	MST1R	Kirouac2010	Kirouac2010
MST1	MST1R	LRdb	LRdb
MST1	MST1R	Lit-BM-17	Lit-BM-17
MST1	MST1R	Ramilowski2015	Ramilowski2015
MST1	MST1R	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
MST1	MST1R	SIGNOR	SIGNOR
MST1	MST1R	SignaLink3	SignaLink3
MST1	MST1R	Wang	Wang
MST1	MST1R	iTALK	iTALK
BDNF	NTRK2	AlzPathway	AlzPathway
BDNF	NTRK2	Baccin2019	Baccin2019
BDNF	NTRK2	BioGRID	BioGRID
BDNF	NTRK2	CA1	CA1
BDNF	NTRK2	CellPhoneDB	CellPhoneDB
BDNF	NTRK2	DIP	DIP
BDNF	NTRK2	EMBRACE	EMBRACE
BDNF	NTRK2	Fantom5_LRdb	Fantom5_LRdb
BDNF	NTRK2	HPMR	HPMR
BDNF	NTRK2	HPMR_LRdb	HPMR_LRdb
BDNF	NTRK2	HPRD	HPRD
BDNF	NTRK2	HPRD_LRdb	HPRD_LRdb
BDNF	NTRK2	LRdb	LRdb
BDNF	NTRK2	Lit-BM-17	Lit-BM-17
BDNF	NTRK2	ProtMapper	ProtMapper
BDNF	NTRK2	REACH_ProtMapper	REACH_ProtMapper
BDNF	NTRK2	Ramilowski2015	Ramilowski2015
BDNF	NTRK2	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
BDNF	NTRK2	SIGNOR	SIGNOR
BDNF	NTRK2	SignaLink3	SignaLink3
BDNF	NTRK2	Sparser_ProtMapper	Sparser_ProtMapper
BDNF	NTRK2	UniProt_LRdb	UniProt_LRdb
BDNF	NTRK2	Wang	Wang
BDNF	NTRK2	iTALK	iTALK
NTF3	NTRK3	AlzPathway	AlzPathway
NTF3	NTRK3	Baccin2019	Baccin2019
NTF3	NTRK3	CellPhoneDB	CellPhoneDB
NTF3	NTRK3	DIP	DIP
NTF3	NTRK3	EMBRACE	EMBRACE
NTF3	NTRK3	Fantom5_LRdb	Fantom5_LRdb
NTF3	NTRK3	Guide2Pharma	Guide2Pharma
NTF3	NTRK3	Guide2Pharma_LRdb	Guide2Pharma_LRdb
NTF3	NTRK3	HPMR	HPMR
NTF3	NTRK3	HPMR_LRdb	HPMR_LRdb
NTF3	NTRK3	HPRD	HPRD
NTF3	NTRK3	HPRD_LRdb	HPRD_LRdb
NTF3	NTRK3	LRdb	LRdb
NTF3	NTRK3	Ramilowski2015	Ramilowski2015
NTF3	NTRK3	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
NTF3	NTRK3	SIGNOR	SIGNOR
NTF3	NTRK3	SignaLink3	SignaLink3
NTF3	NTRK3	UniProt_LRdb	UniProt_LRdb
NTF3	NTRK3	Wang	Wang
NTF3	NTRK3	iTALK	iTALK
PTN	ALK	Baccin2019	Baccin2019
PTN	ALK	CellPhoneDB	CellPhoneDB
PTN	ALK	DIP	DIP
PTN	ALK	EMBRACE	EMBRACE
PTN	ALK	Fantom5_LRdb	Fantom5_LRdb
PTN	ALK	HPRD	HPRD
PTN	ALK	HPRD_LRdb	HPRD_LRdb
PTN	ALK	LRdb	LRdb
PTN	ALK	Ramilowski2015	Ramilowski2015
PTN	ALK	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
PTN	ALK	SIGNOR	SIGNOR
PTN	ALK	SignaLink3	SignaLink3
PTN	ALK	iTALK	iTALK
MDK	ALK	Baccin2019	Baccin2019
MDK	ALK	CellPhoneDB	CellPhoneDB
MDK	ALK	EMBRACE	EMBRACE
MDK	ALK	Fantom5_LRdb	Fantom5_LRdb
MDK	ALK	HPMR	HPMR
MDK	ALK	HPMR_LRdb	HPMR_LRdb
MDK	ALK	HPRD	HPRD
MDK	ALK	HPRD_LRdb	HPRD_LRdb
MDK	ALK	LRdb	LRdb
MDK	ALK	Ramilowski2015	Ramilowski2015
MDK	ALK	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
MDK	ALK	SignaLink3	SignaLink3
MDK	ALK	Wang	Wang
MDK	ALK	iTALK	iTALK
ANGPT4	TIE1	EMBRACE	EMBRACE
ANGPT4	TIE1	Fantom5_LRdb	Fantom5_LRdb
ANGPT4	TIE1	LRdb	LRdb
ANGPT4	TIE1	SIGNOR	SIGNOR
ANGPT4	TIE1	SignaLink3	SignaLink3
ANGPT4	TIE1	iTALK	iTALK
WNT5A	ROR1	Baccin2019	Baccin2019
WNT5A	ROR1	CellPhoneDB	CellPhoneDB
WNT5A	ROR1	EMBRACE	EMBRACE
WNT5A	ROR1	Fantom5_LRdb	Fantom5_LRdb
WNT5A	ROR1	IMEx_CellPhoneDB	IMEx_CellPhoneDB
WNT5A	ROR1	LRdb	LRdb
WNT5A	ROR1	NetPath	NetPath
WNT5A	ROR1	Ramilowski2015	Ramilowski2015
WNT5A	ROR1	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
WNT5A	ROR1	SIGNOR	SIGNOR
WNT5A	ROR1	SignaLink3	SignaLink3
WNT5A	ROR1	iTALK	iTALK
WNT1	RYK	Baccin2019	Baccin2019
WNT1	RYK	CellPhoneDB	CellPhoneDB
WNT1	RYK	EMBRACE	EMBRACE
WNT1	RYK	Fantom5_LRdb	Fantom5_LRdb
WNT1	RYK	HPMR_LRdb	HPMR_LRdb
WNT1	RYK	HPRD	HPRD
WNT1	RYK	HPRD_LRdb	HPRD_LRdb
WNT1	RYK	I2D_CellPhoneDB	I2D_CellPhoneDB
WNT1	RYK	LRdb	LRdb
WNT1	RYK	NetPath	NetPath
WNT1	RYK	Ramilowski2015	Ramilowski2015
WNT1	RYK	Ramilowski2015_Baccin2019	Ramilowski2015_Baccin2019
WNT1	RYK	Reactome_LRdb	Reactome_LRdb
WNT1	RYK	SIGNOR	SIGNOR
WNT1	RYK	SignaLink3	SignaLink3
WNT1	RYK	Wang	Wang
WNT1	RYK	iTALK	iTALK
GNAI2	CCR5	Fantom5_LRdb	Fantom5_LRdb
GNAI2	CCR5	HPRD	HPRD
GNAI2	CCR5	HPRD_LRdb	HPRD_LRdb
GNAI2	CCR5	LRdb	LRdb
GNAI2	CCR5	Ramilowski2015	Ramilowski2015
GNAI2	CCR5	iTALK	iTALK
ALOX5AP	ALOX5	BioGRID	BioGRID
ALOX5AP	ALOX5	CellPhoneDB	CellPhoneDB
ALOX5AP	ALOX5	Fantom5_LRdb	Fantom5_LRdb
ALOX5AP	ALOX5	Guide2Pharma	Guide2Pharma
ALOX5AP	ALOX5	Guide2Pharma_CellPhoneDB	Guide2Pharma_CellPhoneDB
ALOX5AP	ALOX5	Guide2Pharma_LRdb	Guide2Pharma_LRdb
ALOX5AP	ALOX5	HPRD	HPRD
ALOX5AP	ALOX5	HPRD_LRdb	HPRD_LRdb
ALOX5AP	ALOX5	InnateDB	InnateDB
ALOX5AP	ALOX5	LRdb	LRdb
ALOX5AP	ALOX5	Ramilowski2015	Ramilowski2015
ALOX5AP	ALOX5	iTALK	iTALK
CXCL12	ACKR3	Baccin2019	Baccin2019
CXCL12	ACKR3	CellPhoneDB	CellPhoneDB
CXCL12	ACKR3	EMBRACE	EMBRACE
