	B cell_healthy	CTL_healthy	MC_healthy	MoD-Ma_healthy	moDC_healthy	NKT_healthy	NKT-p_healthy	nrMa_healthy	pDC_healthy	rMa_healthy	Treg_healthy
TUBA4A	0.807978066	0.675138306	0	0.212314225	0	0	0.837310413	0.024565256	0	0.207222389	0.479169375
DNAJB2	0.175286498	0.40620084	0	0.163988193	0	4.830917874	0.340408149	0.15276257	0	0.021348363	0.264334889
PTPRN	0	0	0	0	0	0	0	0	0	0	0
DNPEP	0.369497217	0.455260328	0.224537453	0	0	0	0.286529439	0.020064487	0	0	0.221105374
SPEG	0	0	0	0	0	0	0	0	0	0	0.068797083
GMPPA	0	0.263518673	0	0	0	0	0	0.036974181	0	0	0.28028064
ASIC4	0	0	0.731328452	0	0	0	0	0	0	0	0
CHPF	0	0	0.206338726	0	0	0	0.30417517	0	0	0	0.208644183
OBSL1	0	0	0	0	0	0	0	0	0	0	0
STK11IP	0.104685733	0.089962863	0	0.212314225	0	0	0	0	0.529661017	0.046155266	0.046142488
AC009502.4	0	0	0	0	0	0	0	0	0	0	0
AC114765.2	0	0	0	0	0	0	0	0	0	0	0
EPHA4	0.053785996	0	0	0	0	0	0.088254933	0	0	0	0
RP11-384O8.1	0	0	0	0	0	0	0	0	0	0	0
SGPP2	0	0	0	0	0	0	0.486869544	0	0	0	0
FARSB	0.146597573	0.108748741	0	0	0	0	0.034801483	0.076147221	0	0.140050994	0.091133468
MOGAT1	0	0	0	0	0	0	0	0	0	0	0
ACSL3	0.155798256	0.506900802	0.430876178	0	0	0	0.370014088	0.469799136	1.397428731	0.019540028	0.165321828
AC097461.4	0	0	0	0	0	0	0	0	0	0	0
AC013448.1	0	0	0	0	0	0	0	0	0	0	0
AP1S3	1.044128654	0.184542419	0.206338726	0.438981563	0	0	0.034801483	0	0	0	0.088237889
WDFY1	0.790121629	0.410425306	0	0	0	0	0.74048347	0.308080273	0	0	0.272832963
MRPL44	0.186740175	0.307628254	0.412677451	0	0	0	0.252911701	0.121364984	0	0.170068027	0.17046387
SERPINE2	0	0.090171326	0	0	0	0	0	0	0	0	0.068797083
CUL3	1.217183309	1.19968044	0	0.163988193	0	0	0.055955899	0.905531921	1.059322034	0.350890053	0.675161172
DOCK10	1.737096044	2.471598718	0	0	0	0	0	0.590902363	0.529661017	0.402429554	1.852936725
NYAP2	0	0	0	0	0	0	0	0	0	0	0
RP11-314B1.2	0	0	0	0	0	0	0	0	0	0	0
IRS1	0	0	0	0	0	0	0	0	0	0	0
RHBDD1	0.431639355	0.110546098	0	0.219490781	0	0	0	0.024565256	0.529661017	0	0
COL4A4	0.260601267	0	0	0	0	0	0	0	0	0	0
AC097662.2	0	0	0	0	0	0	0	0	0	0	0
MFF	0.296021725	0.677522942	0	0.431805006	0	0	0.823302451	0.354762474	0.529661017	0.250798023	0.272244349
AGFG1	0.718297949	0.595635012	0.224537453	0.42462845	0	0	0.060276984	0.82058743	0	1.069799454	0.59854502
CCL20	0	0.184658225	0	0	0	0	0	0	0	0	1.262174693
DAW1	0	0	0	0	0	0	0	0	0	0	0
PID1	0	0	0	0.163988193	0	0	0.043499632	0.857435642	0	0.046155266	0
DNER	0	0	0	0	0	0	0	0	0	0	0
TRIP12	1.680701817	2.11165152	0.655413631	0.383478974	0	0	1.216690344	1.152376682	0.529661017	0.097700139	2.185202084
FBXO36	0.049972016	0.167346071	0	0	0	0	0	0	0	0	0.142213196
SLC16A14	0	0	0	0	0	0	0.04137446	0	0	0	0
AC009950.2	0	0	0	0	0	0	0	0	1.397428731	0.166333999	0
SP110	3.021086083	1.366956348	0.879951084	0.219490781	0	0	0.353045662	0.360283305	4.91350153	0.381497418	1.794836615
SP140	1.205573771	0.599712236	0	0.493973523	0	0	0	0.057757563	0	0.293685756	0.480651382
SP140L	1.273514937	1.213759778	0.206338726	0	0	0	0	1.368719345	0	0.30835646	1.746749854
SP100	4.892001015	3.722834758	0.224537453	0.932955086	0	0	0.113102599	2.845917738	4.383840513	0.584413004	2.544098321
CAB39	0.447869981	1.258690302	0.731328452	0.602969756	0	0	0.320737611	0.813259509	0	0.099668907	0.615363799
ITM2C	0.170902246	2.008611814	4.013516853	0	0	0	0.052825616	0	1.588983051	0.245191666	1.136064531
GPR55	0.081024145	0.226544105	0.206338726	0	0	0	0	0	0	0	0
PSMD1	0.383960033	0.446916847	1.593080809	0	0	0	1.09896906	0.243889524	0	0.058780517	0.390664605
HTR2B	0	0	0	0	0	0	0	0	0	0	0
ARMC9	0	0	0.224537453	0	0	0	0	0	0.529661017	0	0
B3GNT7	0.065008693	0	0	0.163988193	0	0	0.244418444	0	0	0.021348363	0
AC017104.2	0	0	0	0	0	0	0	0	0	0	0
NCL	4.572781863	4.920817934	4.139670971	1.678383365	0	4.078303426	9.043943671	1.623865162	6.88559322	2.968863395	4.415497247
NMUR1	0	0.892494175	0	0	0	4.078303426	0	0	0	0	0.191942104
PTMA	36.70503389	26.29284829	48.39744882	42.54691584	18.69158879	21.89674603	53.99703433	22.17462962	46.71171993	34.07509331	30.41613547
PDE6D	0.219417853	0.305083043	0	0	0	0	0.009325983	0.787242483	1.588983051	0.198559004	0.271864577
COPS7B	0.247666901	0.687646732	0	0	0	0	0	0.048547696	0	0.019540028	0.211483557
DIS3L2	0	0.497347851	0	0	0	0	0	0.080480306	0	0.083587421	0.212137842
TIGD1	0.350008895	0.217462792	0	0	0	0	0	0	0	0	0.256755984
EIF4E2	0.348975677	0.529832953	0	0.706287748	0	4.830917874	1.019552907	0.416529221	0.529661017	1.154115452	0.335958291
GIGYF2	0.436560591	0.870055474	0.224537453	0.163988193	0	0	0.813172419	0.661228912	0.529661017	0	0.648587023
C2orf82	0	0	0	0	0	0	0.340408149	0	0	0	0
INPP5D	1.527060925	0.920686823	0.224537453	0.219490781	0	0	0.58277832	0.413854131	2.456750765	0.021348363	0.770286031
ATG16L1	0	0.089944805	0.224537453	0	0	0	0.0254755	0	0	0	0.396196374
SAG	0	0	0	0	0	0	0	0	1.397428731	0	0.045861041
RP11-400N9.1	0	0	0	0	0	0	0	0	0	0	0
DGKD	1.274069536	0.473338626	0	0.383478974	0	0	0.544281096	0.503279522	0	0	0.561231311
USP40	0.027963424	0	0.224537453	0	0	0	0.085760351	0	0	0	0
HJURP	0	0	0	0	0	0	0.195223684	0	0	0	0
TRPM8	0	0	0	0	0	0	0	0	0	0	0
ARL4C	0.104012521	2.52569289	0	3.872780551	0	0	0.779392552	2.627795616	2.986411782	0.653155064	1.97208591
SH3BP4	0.081024145	0	0	0.219490781	0	0	0.009325983	0	0	0.060428418	0
AGAP1	0	0	0.506790999	0	0	0	0	0.022586314	0	0	0
IQCA1	0	0	0	0	0	0	0	0	0	0	0
ACKR3	0	0	0	0	0	0	0.084874092	0	0	0	0
AC011286.1	0	0	0	0	0	0	0	0	0	0	0
AC105760.2	0	0	0	0	0	0	0	0	0	0	0
COPS8	0.249828353	0.328195166	0.224537453	0.163988193	0	0	0.401288195	0.1572468	0	0.039080055	0.345135034
COL6A3	0.07838342	0	0	0	0	0	0	0	0	0	0.284493409
MLPH	0	0	0.937667178	0	0	0	0.50095416	0	0	0	0
RAB17	0	0	0.206338726	0	0	0	0.233623026	0	0	0	0
AC104667.3	0	0	0	0	0	0	0	0	0	0	0
LRRFIP1	2.421356016	2.016248905	3.454486224	4.001907219	0	0	1.83674339	3.969428532	11.75409281	1.912521602	2.341233678
RBM44	0	0	0	0	0	0	0	0	0	0	0
RAMP1	0	0	0	0.713464304	0	0	0	0	0	0.164121825	0
UBE2F	0.370571087	0.056753689	0.224537453	1.247088987	0	0	0.009325983	1.079285992	0.529661017	0.531466626	0.30268858
UBE2F-SCLY	0	0	0	0	0	0	0	0	0	0	0
SCLY	0.049198556	0.056753689	0	0	0	0	0	0	0	0	0.089903803
KLHL30	0	0	0	0	0	0	0	0	0	0	0
ILKAP	0.368329726	0.511666545	0.206338726	0.870275941	0	0	0.009325983	0.150735922	0	0.140721119	0.396207588
HES6	0	0.045085663	0	0	0	0	0.009325983	0.618314475	0	0	0.046142488
PER2	0.237313443	0.347035191	0	0	0	0	1.152095118	0.34081285	0.529661017	0.227040209	0.184160713
TRAF3IP1	0	0.063889599	0	0	0	0	0.104412318	0.111760549	0	0.037432154	0
ASB1	0.076049097	0.45648089	0	0	0	0	0.340408149	0.117915582	0	0	0.426755472
HDAC4	0	0.04326008	0.206338726	0	0	0	0.018651966	0.065713569	0	0	0
AC062017.1	0	0	0	0	0	0	0	0	0	0.61500615	0.099725754
NDUFA10	0.339026092	0.878092626	0.637214904	0.493973523	0	0	0.989810879	0.398196419	0	1.244106892	0.73464891
MYEOV2	1.179749818	1.109514625	2.803255282	0.71145536	0	0	2.29542178	1.091728864	0	1.967577715	0.58483466
GPC1	0	0.07118451	0	0	0	0	0.558093509	0	0	0	0
AC110619.2	0	0	0	0	0	0	0	0	0	0	0
ANKMY1	0	0.215610177	0	0	0	0	0	0	0	0	0
DUSP28	0.287650414	0.316786064	0.224537453	0.493973523	0	0	0.541536028	0.114554163	0	0	0.068271036
RNPEPL1	0.433461525	0.88532343	1.054162142	0.985938102	0	0	1.045972495	1.271197623	0	0.469128122	0.844503305
CAPN10-AS1	0.152098195	0.110815603	0	0.493973523	0	0	0	0.057757563	0	0	0.40524306
CAPN10	0	0.217181529	0	0.438981563	0	0	0	0.715554753	0	0.021348363	0.089903803
GPR35	0	0.131971152	0.637214904	0.877452497	0	0	0	0.062499223	0	0.021348363	0
AGXT	0	0	0	0	0	0	0	0	0	0	0
C2orf54	0	0	0	0	0	0	0.009325983	0	0	0	0
AC104809.3	0.049972016	0	0	0	0	0	0	0	0	0	0
SNED1	0.071469411	0	0	0	0	0	0	0	0	0	0
MTERFD2	0.749145709	0.597553798	0.206338726	0	0	0	0.044127467	0.132423642	1.397428731	0.046155266	1.377743015
PASK	0.563346194	0	0	0	0	0	0.815615038	0.272131058	0	0	0.324551517
PPP1R7	0.318195311	0.956066206	0.506790999	0.932955086	0	0	1.234747432	0.491419056	0	0.097395894	0.514151506
ANO7	0	0	0	0	0	0	0.043499632	0	0	0	0
HDLBP	0.108987569	0.442135185	1.162204631	0	0	0	1.141480021	0.494126651	0.529661017	0.669622657	0.80607921
AC104841.2	0	0	0	0	0	0	0	0	0	0	0
Sep-02	1.75479453	1.792325675	5.805459591	1.020421649	0	4.830917874	1.010678684	1.244866862	1.927089748	0.641928093	2.327287402
FARP2	0.321170984	0.309096528	1.013581999	0	0	0	0.043499632	0.100272759	2.794857462	0.048890193	0
STK25	0.198946725	0.213743062	0.224537453	0	0	0	0.491620368	0.234281181	0	0	0.164425004
BOK	0	0	0	0	0	0	0.54140386	0.618314475	0	0	0
RP11-367H1.1	0	0	0	0	0	0	0	0	0	0	0
THAP4	0	0	0	0	0	0	0.255036874	0.056082733	0	1.059654272	0
ATG4B	0	0.565625779	0.206338726	0.547467167	0	0	0.02797795	0.573110455	0.529661017	0	0.201957074
DTYMK	0.394477133	0.236386011	0	0.163988193	0	0	1.390909228	0.150933588	0	0.530875374	0.189334665
AC133528.2	0	0.045085663	0	0	0	0	0	0	0	0	0
ING5	0.359835476	0.446807056	0.206338726	0.212314225	0	0	0.069602967	0.11618507	0	0.067503629	0.452669499
D2HGDH	0.077161979	0.544915072	0.829624689	0.212314225	0	0	1.02562578	0.077337726	0	0	0.294796955
AC114730.7	0	0.065876153	0	0	0	0	0	0	0	0	0
NEU4	0	0.107805088	0	0	0	0	0	0	0	0	0
PDCD1	0.086300637	0.174228727	0	0	0	0	0	0	0	0	0.521184805
CXXC11	0	0	0	0	0	0	0	0	0	0	0
AC131097.3	0	0	0	0	0	0	0	0	0	0	0
AC131097.4	0	0	0	0	0	0	0	0	0	0	0
AC093642.3	0	0.068756876	0	0	0	0	0	0	0	0	0
CHL1	0	0	0	0	0	0	0.350457543	0.077337726	0	0	0
IL5RA	0	0	0.206338726	0	0	0	0	0	0	0	0
TRNT1	0.167324782	0.260331498	0	0	0	0	0.009325983	0.115515125	0	0	0.505727114
CRBN	0.547640565	0.791813643	0.637214904	0.212314225	0	0	0.183260695	0.423571959	1.397428731	0.332667997	1.25960396
RP11-97C16.1	0	0.09895177	0	0	0	0	0	0.160960613	0	0	0.151099675
SUMF1	0	0.045085663	0	0	0	0	0	0.263347919	0	0	0.10111926
LRRN1	0	0	0	0	0	0	0.068975133	0	0	0	0
SETMAR	0	0.084175084	0	0.219490781	0	0	0.04137446	0.042434735	0	0	0.103594737
ITPR1-AS1	0	0	0	0	0	0	0	0	0	0	0
ITPR1	0.519752036	0.597830278	0.224537453	0	0	0	0	0.227253392	1.927089748	0	0.504445617
EGOT	0.07838342	0.069618491	0	0	0	0	0	0	0	0	0
AC018816.3	0	0.167280027	0	0	0	0	0	0	0	0.222518914	0
BHLHE40-AS1	0.076049097	0	0	0	0	0	0	0	0	0	0.074521201
BHLHE40	0.346779797	0.962029476	2.418435712	3.904233898	0	0	1.092673378	1.484123354	2.648305085	1.491227372	0.993652278
ARL8B	0.259556268	0.697441083	0	1.42291072	0	0	0.092074902	1.883326165	0	0.209231526	0.886929748
AC026202.3	0	0	0	0	0	0	0	0	0	0	0
EDEM1	0.543309614	0.215780686	1.452910653	3.268312479	0	0	0	1.024673952	0.529661017	0.113658895	0.916240186
AC069277.2	0	0	0	0	0	0	0	0	0	0	0
GRM7	0	0	0	0	0	0	0	0	0	0	0
LMCD1	0	0	0	0	0	0	0.043499632	0	0	0	0
OXTR	0	0	0	0	0	0	0	0	0	0	0
RAD18	0	0.269880919	0	0	0	0	0	0.020064487	0	0	0.306115293
SRGAP3	0	1.199116921	0	0	0	0	0.63662081	0.154202127	0	0.132477613	1.767257611
SRGAP3-AS2	0.125081303	0	0	0	0	0	0	0	0	0	0
SETD5-AS1	0.940601531	1.671472611	0	0.972095617	0	0	1.216369962	0.680076895	1.927089748	0.114585487	1.573919252
THUMPD3	0.027963424	0.53610267	0.206338726	0	0	0	0.54140386	0.110835381	0	0.178539547	0.519229224
SETD5	0.972256257	0.866216063	0.623285964	0.163988193	0	0	0.69178804	0.483809193	5.251608227	0.058315839	0.763920078
RP11-58B17.2	0	0	0	0	0	0	0	0	0	0	0
MTMR14	1.241684767	0.314975638	0	0	0	0	0.644488585	0.224903753	0	1.369070176	0.316246395
BRPF1	0.37762126	0.242204251	0	0	0	0	0.043499632	0	0	0.019540028	0.426864803
OGG1	0.046653541	0.114013936	0.206338726	0	0	0	0	0	0	0.170068027	0.22020328
CAMK1	0.11192944	0	0.430876178	0	0	0	0	0.455035214	0	0.048890193	0
TADA3	0.686201454	0.283569845	1.709575773	0	0	0	0.26406426	0.217454917	0	0.251626312	0.399287186
ARPC4	1.89957151	1.77516836	1.969447904	0.376302418	0	0	0.112852042	3.080016267	1.397428731	1.144005187	1.118044665
ARPC4-TTLL3	0	0.07118451	0	0	0	0	0	0	0	0	0.098624193
TTLL3	0.704060475	0.594464271	0	0	0	0	0	0.044893378	0.529661017	0.046155266	0.412026021
RPUSD3	0.083698811	0.154311911	0	0	0	0	0.050951	0	0	0.235137285	0.10111926
JAGN1	0.049972016	0.279063987	0.206338726	0.219490781	0	0	0.009325983	0.059363739	0	0.06843022	0.211483557
IL17RE	0	0	0	0	0	0	0	0	0	0	0
IL17RC	0	0	0	0	0	0	0	0.057757563	0	0	0
CRELD1	0	0	0	0	0	0	0.133938736	0.10378667	0	0	0.068271036
PRRT3	0.11192944	0.1552512	0	0	0	0	0.276533378	0	0	0	0.049862877
PRRT3-AS1	0	0	0	0	0	0	0	0	0	0	0
RP11-1020A11.2	0	0	0	0	0	0	0	0	0	0	0.074521201
EMC3	0.672975761	0.574202597	0	1.020421649	0	0	0.458579332	0.20692968	0	0.299727571	0.519237793
AC022007.5	0	0	0	0	0	0	0	0	0	0	0
FANCD2	0.237347455	0.315599548	0	0.219490781	0	0	0.766640334	0	0	0.021348363	0.420833956
FANCD2OS	0	0	0	0	0	0	0	0	0	0	0
BRK1	0.813613471	0.158447044	3.38284119	2.124030856	0	4.078303426	2.08843037	2.722816868	0	6.312336429	0.551461223
VHL	0.903310377	0.558493947	0	0.987947046	0	0	0.349734133	0.251130538	0	0.088851991	0.775053678
IRAK2	0.125081303	0	0	0	0	0	0	0.202336171	0	0	0.144880575
TATDN2	0.053785996	0.265696201	0	0	0	0	0.085760351	0.094731744	0	0	0.231451851
LINC00852	0.046653541	0.249262902	0.206338726	0.212314225	0	0	0	0	0	0	0.141701172
GHRL	0.093307083	0	0	0.163988193	0	0	0	0	0	0	0
GHRLOS	0	0.38413929	0	0	0	0	0	0	0.529661017	0	0.198432933
SEC13	0.235773647	0.33057669	0.206338726	0.327976386	0	0	0.642784628	0.179990448	1.059322034	0.326952775	0.559086799
SLC6A11	0	0	0	0	0	0	0	0	0	0	0
HRH1	0	0	0	0	0	0	0	0	0	0	0.068797083
ATG7	0.218013446	0.256311375	0.206338726	0.163988193	0	0	0.0254755	0.177519803	0	0	0.48728421
VGLL4	0.201311291	0.462921274	0	0.163988193	0	0	0.695410764	0.735416748	0	0	0.215147682
TAMM41	0.203461529	0.245132618	0.206338726	0.163988193	0	0	0.0254755	0.032231344	0	0	0
TIMP4	0	0	0	0	0	0	0	0	0	0	0
PPARG	0	0	0	0	0	0	0.227520932	0	0	0	0.232271629
TSEN2	0.07838342	0.363260998	0	0	0	0	0.009325983	0	0	0	0.120382242
C3orf83	0	0	0	0	0	0	0	0	0	0	0
MKRN2	0.195518111	0.046702783	0	0	0	0	0.420585906	0.071555327	0	0.262081991	0.158700886
RAF1	0.603343803	1.158918297	0.713129725	0.163988193	0	0	0.050951	0.573301458	1.059322034	0.039080055	0.983035038
TMEM40	0	0	0	0	0	0	0	0	0	0	0
CAND2	0	0.107805088	0	0	0	0	0	0	0	0	0
RPL32	51.14199434	25.01272925	40.22225643	55.84957185	0	85.01390958	57.24196199	24.3831691	13.24152542	71.77968756	33.12773878
IQSEC1	0.982188494	0.315307248	0	0.376302418	0	0	0	0.493296288	0	0.107670709	0.605220267
NUP210	0.804932429	0.514836206	0	0	0	0	0.705940489	0.161493959	0.529661017	0.077855866	0.995695628
HDAC11	0	0	0	0	0	0	0	0	0	0	0
FBLN2	0	0	0	0	0	0	0	0	0	0	0
WNT7A	0	0	0	0	0	0	0	0	0	0	0
TPRXL	0	0	0	0	0	0	0.349734133	0	0	0	0.074521201
CHCHD4	0	0	0	0	0	0	0.018651966	0	0	0.019540028	0.17046387
TMEM43	0.165715436	0.342444361	0	0	0	0	0.018651966	0.106305258	0	0	0.065500753
AC093495.4	0	0	0	0	0	0	0	0	0	0	0
XPC	0.309488086	0.751345442	0.206338726	0	0	0	0.371927429	0.200583329	0	0.483789852	0.197393876
LSM3	0.993306493	0.424805865	0.412677451	0.658472344	0	0	3.437747226	2.575186644	0	1.909077668	1.0019572
SLC6A6	0.3267804	0.685134899	0.623285964	0.219490781	0	0	0.456183641	0.539337843	0	0.145821868	0.94300481
CCDC174	0.027963424	0.523393615	0	0.219490781	0	0	0.018651966	0.080480306	0	0.019540028	0.477287357
FGD5-AS1	0.645609991	0.843839473	1.296898322	0.870275941	0	0	0.92319552	0.125214511	0.529661017	1.504857851	0.293987855
NR2C2	0.16204829	0	0	0	0	0	0.009325983	0.024565256	0	0	0.181010088
MRPS25	0.535017224	0.366745396	0	0	0	0	0.384924691	0.042650801	0	0.056972182	0.368139192
ZFYVE20	0	0.210286226	0	0	0	0	0	0.049130513	0	0	0.227421166
CAPN7	0.203938751	0.678564459	0.206338726	0	0	0	0.009325983	0.352611365	0	0.019540028	0.563089411
SH3BP5-AS1	0.175975327	0.118938472	0	0.219490781	0	0	0	0	0	0	0.284117234
SH3BP5	1.63145704	0.604181111	0	1.295415019	0	0	0.203872946	1.823722735	0	0.368930565	0
METTL6	0.027963424	0.217053726	0	0	0	0	0	0.129432001	0	0.037432154	0.087427872
EAF1	0.076049097	0.222832558	0	0	0	0	0.681228678	0.914094169	0	0.039080055	0.169307849
EAF1-AS1	0	0	0	0	0	0	0	0	0	0	0
COLQ	0	0	0	0	0	0	0	0	0	0	0
HACL1	0.027963424	0.326567866	0	0	0	0	0.096325248	0.020820191	0	0.021348363	0.143214662
BTD	0.037045269	0.138764446	0.206338726	0	0	0	0.340408149	0.048547696	0	0	0.086896072
ANKRD28	0.638014684	1.435920209	2.179969318	0.163988193	0	0	0.044127467	0.321189542	0	0.021348363	3.736008299
DPH3	0.07838342	0.179520035	0.506790999	0.42462845	0	0	0.009325983	0.294035995	0	0.585537701	0.529122112
OXNAD1	0.081024145	0.758949625	0.206338726	0	0	0	0.133938736	0.135297964	0	0	1.347237586
RFTN1	0.700301606	1.227560474	0	0.595793199	0	0	0	0.448181114	0.529661017	0.072290899	0.272260925
RP11-415F23.2	0	0.056753689	0	0	0	0	0	0	0	0	0.252856842
RP11-415F23.3	0	0	0	0	0	0	0	0	0	0	0
RP11-415F23.4	0.222652684	0.045754026	0	0	0	0	0	0	0	0	0.106849022
PLCL2	0.175910945	0.606652198	0	0	0	0	0	0.078577753	0	0	0.428031791
TBC1D5	0.616801608	0.593814092	0.449074906	0	0	0	0.082748919	0.472089035	0	0.048890193	0.408113237
SATB1	0	0.241991096	0.731328452	3.270798483	0	0	0.703320546	1.392068015	0.529661017	0.150367435	0.773214655
EFHB	0	0	0	0	0	0	0	0.057757563	0	0	0
RAB5A	0.418991661	0.622811418	0.224537453	1.013245093	0	0	0.009325983	0.633140401	0.529661017	0.192786429	0.321563545
KAT2B	0.141034432	0.102507715	0	1.844380503	0	0	0	0.140955196	0	0.242058942	0.240528335
SGOL1	0.027963424	0	0	0.212314225	0	0	0.009325983	0	0	0	0.046142488
SGOL1-AS1	0	0	0	0	0	0	0	0	0	0	0
RP11-669C19.1	0	0	0	0	0	0	0	0	0	0	0
ZNF385D	0	0	0	0	0	0	0	0	0	0	0
UBE2E2	0	0	0	0	0	0	0	0.203761778	1.397428731	0.169645403	0
UBE2E1	0.72751239	0.241789456	0.506790999	0	0	0	0.052825616	0.186127824	1.397428731	0.517865105	0.240030582
NKIRAS1	0.049198556	0	0	0	0	0	0	0.037812187	0	0.039080055	0
RPL15	18.26059779	7.378694461	17.57470953	21.26781116	18.69158879	41.22041752	22.38176478	16.55686921	6.88559322	36.44077907	9.516357339
NR1D2	0.39144326	0.426188368	0.731328452	0	0	0	0.02797795	0.090278825	0	0	1.119064719
LINC00691	0	0	0	0	0	0	0	0	0	0	0
THRB	0	0	0	0	0	0	0	0	0	0	0
RARB	0	0	0	0	0	0	0.009325983	0	0	0	0
TOP2B	0.783348051	1.39876156	1.560953141	0.327976386	0	0	0.02797795	0.525388351	0	0.493334637	1.052143127
NGLY1	1.07255466	0.553294762	1.47110938	0.219490781	0	0	0.492998852	0.442330211	8.04646569	0.168038891	0.502648487
OXSM	0.027963424	0.044859142	0	0	0	0	0.54140386	0	0	0	0.065500753
NEK10	0	0	0	0	0	0	0	0	0	0	0
SLC4A7	1.537774826	1.578122054	0.430876178	0.212314225	0	0	0.228662709	1.00319508	0	0.019540028	2.209778125
RP11-222K16.2	0	0	0	0	0	0	0	0	0	0	0
EOMES	0	0.266701532	0	0	0	0	0	0	0	0	0.092284976
AC092415.1	0	0	0	0	0	0	0	0	0	0	0
CMC1	0	0.581320534	0.206338726	0	0	0	1.545303814	0.608785387	0	0.123754501	0.425714583
AZI2	0.191075064	0.605998195	0.224537453	0.327976386	0	0	0.009325983	0.300003207	0	1.251360663	0.380151443
ZCWPW2	0	0	0	0	0	0	0	0	0	0	0
RBMS3	0	0	0	0	0	0	0	0	1.397428731	0	0
TGFBR2	1.860885477	0.799357215	1.987559533	0	0	0	0.018651966	0.509604459	2.456750765	0.130565348	1.249024266
STT3B	0.224473841	0.947538629	0.430876178	0.327976386	0	0	0.830464825	0.747782563	1.059322034	0.160740753	0.63675303
OSBPL10	0.664654361	0.057683433	0	0	0	0	0.385138678	0	0	0	0
OSBPL10-AS1	0.125247653	0	0	0	0	0	0	0	0	0	0
ZNF860	0.229767036	0	0	0	0	0	0	0	0	0	0
GPD1L	0	0.127744508	0.449074906	0	0	0	0	0	0	0	0.429137692
CMTM8	0.046653541	0	0	0	0	0	0.128373724	0	0	0	0
CMTM7	1.133302737	0.179505087	0	0	0	0	0.624376453	0.311333009	0	0.103127448	0.074521201
CMTM6	3.135772288	1.061414867	0.206338726	3.888382469	0	0	0.790814581	2.077551912	0.529661017	2.344858924	1.208798638
DYNC1LI1	0.287766709	0.928918653	0.506790999	0.219490781	0	0	0.414048577	0.58484759	0.529661017	0.370243195	0.350177948
CNOT10	0.343938903	0.37978326	1.219920724	0.163988193	0	0	0	0.178050203	0	0.114626318	0.379991266
TRIM71	0	0	0	0	0	0	0	0	0	0	0
CCR4	0	0	0	0	0	0	0	0	0	0	0.286004758
GLB1	0.125036962	0.139941386	0.847823416	0	0	0	0.068975133	0.387852089	0	0.097780385	0.170745316
TMPPE	0	0	0	0	0	0	0	0	0	0.021348363	0
CRTAP	0.071469411	0.171697369	1.485038321	0	0	0	0.009325983	0.814185687	0	0.290345131	0.304743222
SUSD5	0	0	0	0	0	0	0	0	0	0	0
FBXL2	0	0	0	0	0	0	0	0	0	0	0.127915323
UBP1	0.384129459	1.005794299	0.623285964	0.163988193	0	0	0.009325983	0.145438172	1.397428731	0	0.329166688
CLASP2	0.529796691	0.640916033	0.623285964	0.219490781	0	0	0.456537853	0.138138248	3.324518479	0.021348363	0.340009441
RP11-10C24.2	0	0	0	0	0	0	0	0	0	0	0
RP11-10C24.3	0	0	0	0	0	0	0.018651966	0	0	0	0
RP11-10C24.1	0	0	0	0	0	0	0	0	0	0	0
PDCD6IP	1.306122348	1.177611497	0.206338726	0.219490781	0	0	0.446059381	0.462221214	0.529661017	1.014692102	0.861486563
STAC	0	0	0	0	0	0	0	0	0	0	0
TRANK1	0.391434878	0.608875894	0	0	0	0	0	0.140321273	0	0	0.583204812
EPM2AIP1	0.892574708	0.804114651	0.506790999	0	0	0	0	0.295948726	0	0	0.264071858
MLH1	0.066298929	0.218730964	0	0	0	0	0.086999265	0.056082733	0	0.019540028	0.406002927
LRRFIP2	0.152956567	0.483494026	0.430876178	0.163988193	0	0	0.124303198	0.525280452	0	0.062236753	0.404816907
RP11-259K5.2	0	0	0	0	0	0	0	0	0	0	0
GOLGA4	1.809796084	4.553387114	2.122253225	1.068747682	0	0	0.731864884	1.188007949	10.16510976	0.282016959	3.068419501
C3orf35	0.159407566	0.090481361	0	0	0	0	0	0	0	0	0
CTDSPL	0	0	0	0	0	0	0.247696646	0	0	0.61500615	0
VILL	0.064156027	0.062034739	0	0	0	0	0.14326472	0	0	0	0.046142488
PLCD1	0	0	0	0	0	0	0.009325983	0	0	0	0
DLEC1	0	0	0	0	0	0	0	0	0	0	0
ACAA1	0.065008693	0.392492449	0.731328452	0.327976386	0	0	0.419312327	0.618697067	4.72194721	0.954556535	0.221262546
MYD88	0.083890272	0.585308338	0.449074906	0.219490781	0	0	0	0.552795151	0.529661017	0.854014884	0.19349854
OXSR1	0.316632136	0.227618118	0.673612359	0.595793199	0	0	0.126248552	1.407905329	0	0.136335986	0.271940403
SLC22A13	0	0	0	0	0	0	0	0	0	0	0
SLC22A14	0	0	0	0	0	0	0	0	0	0	0
XYLB	0	0	0	0	0	0	0	0.057757563	0	0	0
ACVR2B	0	0	0	0	0	0	0	0	0	0	0
EXOG	0.321364924	0.326665668	0	0	0	0	0.009325983	0.077124722	0	0.092310533	0.76922059
WDR48	0.281608441	0.482518124	0.224537453	0	0	0	0	0.118292493	0	0.162069482	0.381880989
GORASP1	0.066298929	0.055066079	0	0	0	0	0.0254755	0.119280345	0	0	0.220673537
TTC21A	0.18821758	0.055691691	0	0	0	0	0	0.071555327	0	0	0
