pvalue,log2FoldChange,pct.1,pct.2,padj,Gene,comparison
4.07E-16,0.532214711,0.6,0.434,8.63E-12,DENND4A,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.08E-16,-0.898538211,0.72,0.978,8.64E-12,TXNRD1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.11E-16,0.311925485,0.58,0.388,8.71E-12,CMTR1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.27E-16,-0.500538715,0.74,0.983,9.05E-12,MGAT4B,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.94E-16,0.439016988,0.88,0.745,1.05E-11,INO80D,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.34E-16,0.418160349,0.66,0.51,1.13E-11,RASAL2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.36E-16,-0.533421509,0.74,0.969,1.14E-11,GHITM,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.48E-16,0.317232345,0.7,0.9,1.16E-11,APOL6,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.96E-16,0.43679027,0.54,0.425,1.26E-11,HDAC9,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.07E-16,-0.448478752,0.56,0.963,1.29E-11,PHB,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.32E-16,-0.457414546,0.52,0.952,1.34E-11,PPIC,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.36E-16,0.50409096,0.78,0.606,1.35E-11,ARAP2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.13E-16,0.598439231,0.96,0.915,1.51E-11,CEP350,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.31E-16,-0.544915169,0.9,0.985,1.76E-11,COX6C,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.41E-16,0.297241354,0.58,0.357,1.78E-11,TMEM238,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.83E-16,-0.778651467,0.84,0.978,1.87E-11,VIL1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
9.02E-16,0.680762972,0.86,0.721,1.91E-11,MTRNR2L8,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
9.33E-16,-0.519794366,0.62,0.952,1.98E-11,ATP5H,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.04E-15,0.340084907,0.68,0.54,2.21E-11,DYRK1A,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.10E-15,-0.503638272,0.52,0.941,2.33E-11,AP1S1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.15E-15,0.487874357,0.8,0.658,2.43E-11,PLEKHG3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.18E-15,-0.544987205,0.76,0.991,2.49E-11,DSC2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.20E-15,-0.523507461,0.8,0.969,2.55E-11,ALDH2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.37E-15,-0.464655564,0.44,0.924,2.90E-11,EBP,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.45E-15,0.254675046,0.7,0.802,3.07E-11,ANKIB1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.46E-15,-0.627513037,0.86,0.976,3.09E-11,UQCRQ,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.52E-15,-0.523385987,0.74,0.985,3.21E-11,CD164,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.52E-15,-0.442972173,0.46,0.915,3.22E-11,OSTC,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.56E-15,1.212874146,0.56,0.255,3.30E-11,NR1D1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.59E-15,0.549587326,0.94,0.876,3.36E-11,MAP4K4,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.63E-15,-0.499461723,0.74,0.985,3.44E-11,ATP5B,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.63E-15,-0.516656207,0.78,0.987,3.46E-11,SPCS1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.65E-15,0.418349253,0.84,0.763,3.50E-11,MED15,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.66E-15,-0.53700181,0.48,0.919,3.52E-11,CPE,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.68E-15,-0.474324382,0.96,0.996,3.55E-11,HSP90AA1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.80E-15,-0.425011333,0.42,0.9,3.81E-11,CTSH,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.80E-15,-0.561690688,0.4,0.876,3.81E-11,MAOA,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.81E-15,0.390852232,0.8,0.763,3.83E-11,TLK2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.81E-15,-0.482420199,0.64,0.969,3.83E-11,TMCO1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.87E-15,0.457310692,0.86,0.889,3.97E-11,YTHDC1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.88E-15,-0.392200785,0.44,0.915,3.98E-11,PRKCSH,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.89E-15,-0.562658754,0.76,0.983,4.00E-11,COX6B1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.90E-15,0.319794536,0.5,0.355,4.02E-11,ZNF44,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.93E-15,0.434390925,0.72,0.702,4.09E-11,PLCB4,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.16E-15,0.379574456,0.62,0.349,4.57E-11,ICOSLG,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.26E-15,0.383452545,0.7,0.495,4.79E-11,ZBTB11,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.30E-15,0.42615465,0.96,0.963,4.88E-11,N4BP2L2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.39E-15,-0.58612517,1,1,5.06E-11,S100A6,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.70E-15,-0.479877914,0.74,0.983,5.71E-11,ARL6IP5,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.03E-15,-0.484416659,0.62,0.963,6.41E-11,REEP5,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.27E-15,-0.560777203,0.66,0.972,6.93E-11,CTSA,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.32E-15,-0.828772123,0.58,0.935,7.03E-11,ANXA13,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.66E-15,0.347688847,0.74,0.466,7.75E-11,FAM193A,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.70E-15,-0.564713711,0.98,0.996,7.83E-11,YWHAZ,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.74E-15,0.536747336,0.5,0.205,7.93E-11,DUSP10,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.76E-15,-0.527359609,0.58,0.965,7.96E-11,GSTO1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.99E-15,-0.623143396,0.84,0.987,8.46E-11,RPS26,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.15E-15,0.451880476,0.72,0.492,8.80E-11,HSPA4L,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.43E-15,-0.628413789,0.82,0.985,9.39E-11,DSTN,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.60E-15,-0.506537141,0.62,0.969,9.75E-11,NDUFB2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.77E-15,0.478789375,1,0.956,1.01E-10,RBM25,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.86E-15,0.393148574,0.64,0.399,1.03E-10,MAP3K8,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.01E-15,-0.533284889,0.64,0.965,1.06E-10,GRN,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.06E-15,0.445686807,0.76,0.606,1.07E-10,CWC25,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.07E-15,0.435097849,0.88,0.874,1.07E-10,PHACTR2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.29E-15,0.336488584,0.64,0.558,1.12E-10,JAK2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.32E-15,-0.6158616,0.82,0.993,1.13E-10,PPIA,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.62E-15,-0.554594591,0.68,0.963,1.19E-10,ATP5J2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.62E-15,-0.622570176,0.66,0.969,1.19E-10,DBI,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.65E-15,0.567609825,0.72,0.418,1.20E-10,PHLDA1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.21E-15,-0.472257421,0.86,0.976,1.32E-10,NDUFV2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.27E-15,-0.597783503,0.74,0.969,1.33E-10,CD59,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.30E-15,-0.392891487,0.34,0.865,1.33E-10,PRDX4,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.49E-15,-0.569174958,0.76,0.946,1.38E-10,MPC2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.69E-15,-0.544364914,0.5,0.913,1.42E-10,GALC,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.73E-15,-0.423260059,0.4,0.882,1.42E-10,ORMDL2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.75E-15,-0.451088619,0.58,0.946,1.43E-10,VPS28,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.84E-15,0.361628523,0.76,0.765,1.45E-10,TNFRSF10B,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.98E-15,-0.548578109,0.84,0.996,1.48E-10,CLDN3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.77E-15,0.37328745,0.92,0.904,1.65E-10,DHX36,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.52E-15,-0.555373113,0.8,0.98,1.80E-10,RHOC,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.62E-15,-0.396172903,0.34,0.845,1.83E-10,TMEM41B,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.78E-15,-0.533835195,0.52,0.948,1.86E-10,SRI,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
9.25E-15,-0.521108147,0.72,0.976,1.96E-10,SSR4,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
9.53E-15,0.414968301,0.86,0.815,2.02E-10,RBM6,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
9.68E-15,-0.573870342,0.54,0.932,2.05E-10,RAMP1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.18E-14,-0.503788021,0.48,0.913,2.51E-10,TSTD1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.19E-14,-0.436806714,0.54,0.917,2.51E-10,AP2M1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.20E-14,0.552004847,0.82,0.66,2.54E-10,CCSER1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.21E-14,0.336586409,0.56,0.224,2.56E-10,SP110,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.24E-14,-0.427580236,0.5,0.926,2.62E-10,SDCBP,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.25E-14,0.343600298,0.52,0.257,2.64E-10,CRY2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.32E-14,-0.397193602,0.46,0.908,2.79E-10,TPMT,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.35E-14,0.314187119,0.48,0.072,2.87E-10,LAMP3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.36E-14,0.493465686,0.78,0.63,2.88E-10,ARL5B,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.47E-14,-0.402936175,0.3,0.817,3.11E-10,CCDC68,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.48E-14,-0.633449499,0.74,0.965,3.14E-10,TAGLN2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.56E-14,-0.625099226,0.84,0.987,3.30E-10,FAT1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.59E-14,-0.543144822,0.82,0.976,3.37E-10,ATP5L,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.60E-14,0.26789159,0.48,0.27,3.38E-10,SCAMP1-AS1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.69E-14,0.382264236,0.88,0.76,3.59E-10,GPATCH8,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.75E-14,0.358810177,0.48,0.187,3.70E-10,IFI16,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.76E-14,0.451950166,0.4,0.059,3.73E-10,ICAM4,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.81E-14,-0.460513731,0.66,0.965,3.83E-10,KDELR1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.86E-14,0.438224067,0.62,0.344,3.95E-10,BTN2A2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.98E-14,0.422675886,0.68,0.492,4.19E-10,ZNF462,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
1.98E-14,0.354910981,0.46,0.144,4.19E-10,HIST1H2BH,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.03E-14,0.492480915,0.9,0.743,4.30E-10,DAPP1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.09E-14,-0.589704895,0.68,0.972,4.43E-10,SLC25A5,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.11E-14,0.418914833,0.9,0.9,4.47E-10,XPO1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.12E-14,-0.440438518,0.46,0.893,4.49E-10,ALDH3A2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.13E-14,-0.613655947,0.72,0.974,4.52E-10,PEBP1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.33E-14,-0.448881509,0.6,0.948,4.93E-10,GNG12,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.50E-14,-0.535119017,0.82,0.978,5.30E-10,CYB5A,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.51E-14,-0.441867701,0.48,0.913,5.31E-10,MESDC2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.58E-14,0.437438914,0.62,0.272,5.46E-10,NLRC5,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.69E-14,-0.503405358,0.64,0.959,5.69E-10,SCP2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.74E-14,-0.400636887,0.44,0.906,5.80E-10,MDH1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
2.87E-14,-0.50095601,0.64,0.961,6.08E-10,TM9SF2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.18E-14,-0.450775212,0.6,0.954,6.75E-10,MGLL,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.30E-14,0.541343027,0.46,0.076,6.99E-10,PER1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.41E-14,-0.428395632,0.6,0.963,7.22E-10,TMEM50A,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.56E-14,-0.378333374,0.42,0.889,7.53E-10,CPNE3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.81E-14,-0.550883182,0.92,0.987,8.07E-10,HINT1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
3.99E-14,0.537109889,0.66,0.346,8.46E-10,CREB5,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.04E-14,-0.615180684,0.64,0.959,8.56E-10,FAM3C,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.16E-14,0.372682159,0.78,0.839,8.80E-10,SMAD3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.18E-14,0.392915984,0.86,0.861,8.87E-10,HIPK2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.19E-14,0.424467593,0.92,0.928,8.87E-10,SLMAP,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.25E-14,-0.447789185,0.86,0.98,9.01E-10,PKM,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.72E-14,0.362984628,0.86,0.632,1.00E-09,FBXW7,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.85E-14,0.299932457,0.74,0.599,1.03E-09,ANKFY1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
4.85E-14,0.400066196,0.9,0.832,1.03E-09,FAM133B,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.14E-14,-0.490715476,0.66,0.972,1.09E-09,C14orf2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.19E-14,-0.432702663,0.36,0.85,1.10E-09,SLC1A1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.31E-14,0.386479065,0.66,0.484,1.12E-09,PSMA6,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.42E-14,0.329497385,0.72,0.656,1.15E-09,VEZF1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.58E-14,-0.513793896,0.52,0.935,1.18E-09,ETHE1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.59E-14,-0.474127187,0.64,0.969,1.18E-09,LMAN1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
5.80E-14,-0.467313338,0.62,0.954,1.23E-09,BLVRB,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.17E-14,0.410351706,0.74,0.516,1.31E-09,AMOTL2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.29E-14,-0.435649176,0.48,0.917,1.33E-09,LRPAP1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.41E-14,0.392857121,0.7,0.453,1.36E-09,ABTB2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.42E-14,-0.569324928,0.94,0.996,1.36E-09,COX4I1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.63E-14,-0.490285238,0.96,0.985,1.40E-09,EDF1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.90E-14,0.369336005,0.78,0.662,1.46E-09,POGZ,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
6.95E-14,-0.514594431,0.74,0.978,1.47E-09,DYNLT1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.02E-14,-0.544234589,0.56,0.913,1.49E-09,AGR3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.04E-14,0.489418869,0.88,0.832,1.49E-09,ZNF91,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.12E-14,-0.461922974,0.5,0.913,1.51E-09,AKR7A2,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
7.78E-14,0.297957442,0.76,0.885,1.65E-09,EHF,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.18E-14,-0.481834853,0.68,0.965,1.73E-09,TMEM45B,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.20E-14,-0.590893024,0.72,0.974,1.74E-09,NQO1,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
8.85E-14,0.293688409,0.72,0.704,1.87E-09,TCEB3,Illeum_24h_Inmature Enterocyte 2_Infected_v_Illeum_Mock_Inmature Enterocyte 2_Non-Infected
