B.cell_control,CTL_control,MC_control,MoD.Ma_control,moDC_control,NKT_control,NKT.p_control,nrMa_control,pDC_control,rMa_control,Treg_control
TMEM39A,0.298780887216913,0.180962721679334,0.20633872565203,0.438981562774364,0,0,0.0254755002114466,0.186705239562515,0,0.0195400277468394,0
POGLUT1,0.303597434663893,0.300292820333324,0.224537452847135,0.493973523019166,0,0,0.0857603512743988,0.0769029238361122,0,0.420732652846721,0.453653350891793
RP11-190C22.8,0,0,0,0,0,0,0,0,0,0,0
TIMMDC1,0.0771619793720248,0.152913140621666,0.412677451304061,0,0,0,0.0186519664301908,0.127697686220959,0,0.105862374594674,0.160063654555699
CD80,0.145180172654048,0,0,0.766957948474593,0,0,0,0.0773377261161767,0,0.144581797151739,0.0458610410456317
RP11-190C22.9,0,0,0,0,0,0,0,0,0,0.587889476778366,0
ADPRH,0.145180172654048,0,0,0.424628450106157,0,0,0,0.114311907045634,0,0,0
PLA1A,0,0,0,0.212314225053079,0,0,0,0,0,0.0977803852547179,0
POPDC2,0,0,0,0,0,0,0,0,0,0,0
COX17,1.32998626281222,0.607853547101577,0.430876178499165,2.17235688828498,18.6915887850467,4.83091787439614,0.992125336334613,1.62631359740851,0,1.80691286500059,1.34900584585043
MAATS1,0,0,0,0,0,0,0,0,0,0,0
GSK3B,0.518454670517016,0.59834720257045,0,0,0,0,0.164061467129047,0.489294454977045,0.529661016949152,0.0583158385817588,1.07824340952992
RP11-18H7.1,0,0,0,0,0,0,0,0,0,0,0
LRRC58,0.436861885917984,0.79261971197903,0,0,0,0,0.54397558317146,0.267432258086468,0,0.149282714599088,0.927477148093544
FSTL1,0,0,0,0,0,0,0,0,0,0,0
NDUFB4,1.07464858190786,0.735896613356694,2.74135649942437,2.45969442640861,0,0,3.15223618767691,0.818303923092569,1.39742873113471,2.26942641005523,1.84533992459223
RABL3,0.402665228129872,0.147646296402393,0,0,0,0,0,0.0225863135974125,0,0,0.232699179883382
GTF2E1,0,0.0457540263543192,0.20633872565203,0,0,0,0,0,0,0.0488901926273589,0.0914149148313933
POLQ,0.093307082940666,0,0,0,0,0,0,0,0,0,0
FBXO40,0,0,0,0,0,0,0,0,0,0,0
HCLS1,4.09224725777787,2.29768718474445,1.66899563013,1.14326036637779,0,4.07830342577488,0.133938736421961,2.48823832790554,0,2.65008704498736,2.86673693651594
GOLGB1,2.27998140957464,4.55880353365689,0.731328452238986,1.39672406729973,0,0,4.03814136784723,0.8025167670844,6.64903695843716,0.17336600349115,4.81650922707377
IQCB1,0.527733380238481,0.715145722247195,0,0,0,0,0.0348014834265421,0.101164066816294,0,0,0.109259765091505
EAF2,0.282794538788421,0,0,0.657961715869281,0,0,0,0.218782071629701,1.05932203389831,0.0195400277468394,0
SLC15A2,0.432804108982826,0,0,0,0,0,0.840279282055224,0.093441073910336,0,0,0
ILDR1,0,0,0,0,0,0,1.65395256879829,0,0,0,0
CD86,0.824133585410486,0,0,6.5823978488303,0,0,0,2.59183465159254,0,0.500015206569683,0
CSTA,0.0499720156712241,0.142369020501139,0,1.35557459143087,0,0,1.77987229786463,7.7749351706386,0,0.651292869859552,0
CCDC58,0.41383873569998,0.179495466792533,0,0,0,0,0.0621515988582968,0,0,1.09829763866008,0.235964622788501
FAM162A,0.629704053282265,0.647202881082129,1.57915186868622,0.219490781387182,0,0,1.60941954449895,0.222532836751486,0.529661016949152,1.8469935479407,0.940678681069964
WDR5B,0.209350018928692,0,0,0,0,0,0,0.11872747888135,0,0,0.275634778359935
RP11-299J3.8,0.219417852773942,0.0687568756875688,0,0,0,0,0.00932598321509541,0.057757562630857,0,0.0461552663158866,0
KPNA1,0.541262440585299,0.403142762431218,0,0,0,0,0,0.18794526666522,0,0.0195400277468394,0.949427502987341
PARP9,0.52418987696927,0.911496529682337,0,0,0,0,0.834161621132774,0.837005171771946,0,0.146286086702797,0.553514600796727
DTX3L,0.366655706707214,0.636883702417221,0,0,18.6915887850467,0,0.0348014834265421,0.316115786759891,0,0,0.427288235915396
PARP15,2.77582464007212,0.602354067439816,1.2605008677513,0.219490781387182,0,0,0,0,0,0,0.345426755541036
PARP14,5.71840562193128,1.50798135403611,0.20633872565203,0.438981562774364,0,0,1.49074351376626,1.69861544357196,1.39742873113471,0.34235468195143,1.86174473124025
HSPBAP1,0.0641560274587798,0.198486434239643,0,0,0,0,0,0.057757562630857,0,0,0.333643070060339
DIRC2,0,0.150323478278426,0,0,0,0,0.0621515988582968,0.618314474741854,0,0,0.180543051718693
RP11-67L2.2,0,0.126250589545724,0,0,0,0,0.0413744595461222,0.036974180929457,0,0,0
PDIA5,0,0,0,0,0,0,0,0.0916198138405707,0,0,0
SEC22A,0.110809568929113,0.161008476956888,0,0,0,0,0.0507004427612176,0,0,0,0.316248489110396
PTPLB,0.046653541470333,0,0.20633872565203,0,0,0,0.0254755002114466,0.186326826693476,0.529661016949152,0.189608054957724,0.167421275518104
MYLK-AS1,0,0,0,0,0,0,0,0,0,0,0
MYLK,0,0,0,0,0,0,0,0.0424347353769902,0,0,0
CCDC14,1.23534196003744,1.36019167386367,0.20633872565203,0,0,0,1.09236845629116,0.243369801592246,0.529661016949152,0.0569721819673148,0.722308942554688
KALRN,0,0,0,0,0,0,0,0.036974180929457,0,0.0195400277468394,0
UMPS,0.0370452693191079,0,0.847823416447235,0,0,0,0.0534534498567329,0,0,0.517796131384109,0.296183687778346
ITGB5,0,0,0,0,0,0,1.02122863988295,0.0674796918241241,0,0,0
MUC13,0.0810241451952682,0,0,0,0,0,0,0.397819946692127,0,0,0
HEG1,0,0.306091537640012,0,0,0,0,0,0.0778220498929172,0,0,0.567208396940507
SLC12A8,0,0,0.637214904151196,0,0,0,0.490009173479932,0,0,0,0
ZNF148,0.274461404371445,0.842996594076334,0.879951084193435,0.212314225053079,0,0,0.163175207828876,0.238486286390624,2.79485746226942,0.327113208700063,0.911957866937326
SNX4,0.130922257552175,0.42438629530255,0,0,0,0,0,0.0816039245668154,0,0.0583158385817588,0
OSBPL11,0.151339274898581,0.336766662282167,0,0,0,0,0.322607266415231,0.306415679006834,1.39742873113471,0.083587420536362,0.26876075470528
RP11-379B18.5,0,0,0,0,0,0,0,0,0,0,0
RP11-666A20.4,0,0,0,0,0,0,0.806289054626083,0,0,0,0
ALG1L,0,0,0,0,0,0,0,0,0,0.293685756240822,0
ROPN1B,0,0,0,0,0,0,0,0,0,0,0
SLC41A3,0.202210739818631,0.220691817152336,0.20633872565203,0,0,0,0.00932598321509541,0,0,0.0583158385817588,0.315192642205853
ALDH1L1,0,0,0,0.493973523019166,0,0,0.0920749023073398,0.0560827332480876,0,0,0
KLF15,0,0,0,0,0,0,0,0,0,0,0
CCDC37,0,0,0,0,0,0,0,0,0,0,0
ZXDC,0.176155144520301,0.517593632010711,0,0.493973523019166,0,0,0.0413744595461222,0.06039850046524,1.39742873113471,0,0.0765784737910173
CHST13,0,0,0,0,0,0,0,0,0,0,0
TXNRD3,0,0,0,0,0,0,0,0,0,0,0
CHCHD6,0,0,0,0,0,0,0.751625389905671,0.0322313436924872,1.39742873113471,0.0569721819673148,0
PLXNA1,0,0,0,0.212314225053079,0,0,0.284921959513842,0.075624373735655,0,0,0.0461424880029531
TPRA1,0.0662989286093137,0,0,0.493973523019166,0,0,0.218942943468932,0.756703065774382,0,0.0195400277468394,0.106774141007368
MCM2,0,0.109643625127639,0,0,0,0,0,0,0,0,0.0682710360129715
PODXL2,0,0,0,0,0,0,0,0,0,0,0
ABTB1,0,0.53845294276215,0.224537452847135,0,0,0,0.0254755002114466,0.620224225971649,0,0,0.21028604525826
MGLL,0.531409998161532,0.0567536889897843,0,0,0,0,0.0950863344894942,0.0485476956836244,0.529661016949152,0,0
KBTBD12,0,0,0,0,0,0,0,0,0,0,0
SEC61A1,0.198119936909882,0.568200327251789,0.713129725043881,0.493973523019166,0,4.83091787439614,0.785525100049388,0.588668888645002,0,0.0390800554936788,0.705780996234128
RUVBL1,0,0.475140255678672,0,0,0,0,0,0.091595083133162,0,0.0374321542204754,0.180563157799809
EEFSEC,0.046653541470333,0.333855331119209,0.20633872565203,0,0,0,0.043499632428106,0.0225863135974125,0,0.0374321542204754,0.0549767723136975
GATA2,0,0,13.8531053800128,0,0,0,0,0,0,0,0
RP11-475N22.4,0,0,0,0,0,0,0,0,0,0,0
RPN1,0.410385937918084,0.912904101670321,3.16248642629779,0.219490781387182,0,0,0.834337426527473,1.04223220701124,1.05932203389831,0.0897785829547884,0.568341292430305
RAB7A,0.827390544512865,1.06190581235656,1.69137704625046,3.16346260171977,0,0,0.570709931770921,2.18092502660986,1.05932203389831,1.14849878580525,1.12956452306244
ACAD9,0.20404889098162,0.135672973302099,0.506790999391851,0,0,0,0.347674802699665,0.0245652563752982,0,0,0.0960707080411183
KIAA1257,0,0,0,0,0,0,0,0,0,0,0
RP11-723O4.6,0,0,0,0,0,0,0,0,0,0,0
RAB43,0,0,0,0,0,0,0,0,0,0,0
RP11-434H6.6,0,0,0,0,0,0,0,0,0,0,0
ISY1,0.083698810789441,0.263801483895466,0.224537452847135,0.219490781387182,0,0,0.0186519664301908,0.552991199979237,0,0.0569721819673148,0.134297836262343
RP11-434H6.7,0.0714694110920526,0.221111081859961,0.673612358541405,0,0,0,0,0,0,0.0461552663158866,0.153600964828121
CNBP,1.90387365570437,2.6774946201122,2.91129777068619,0.438981562774364,0,4.07830342577488,2.4296318843248,1.93044336553831,0.529661016949152,3.84709562690897,2.69331672071508
COPG1,0.162349734195915,0.343684386987082,0.506790999391851,0,0,0,1.66082653378316,0.170003428333077,0,1.20142508694328,0.220800502086752
HMCES,0.0279634238416152,0.362962283079764,0.224537452847135,0,0,0,0.213198929559964,1.38494605839888,0,0.065695294062726,0.152928625264258
H1FX,0.171413442434501,2.36526778676157,0.20633872565203,0.547467167087411,0,0,2.22099186504088,1.66778496501642,0,0.715624914880023,1.58072003740634
H1FX-AS1,0,0,0,0,0,0,0,0,0,0,0
EFCAB12,0.0537859962780091,0,0,0,0,0,0,0,0,0,0
MBD4,2.4496610677542,0.811340972358661,0.224537452847135,0.540290610753308,0,8.15660685154976,0.00932598321509541,0.213899051722144,1.92708974808386,1.03808986665721,1.13851718566863
IFT122,0.111326342039053,0,0,0,0,0,0.0848740919742282,0,0,0,0.0823858955346845
PLXND1,0,0,0.224537452847135,0,0,0,0,0.828897880308556,0.529661016949152,0,0.693317910232373
TMCC1,0.15972455006373,0.0467027834858958,0,0.219490781387182,0,0,0.060026425976313,0.14074237669351,0.529661016949152,0.0195400277468394,0.0765784737910173
TMCC1-AS1,0,0,0,0,0,0,0,0,0,0,0
RP11-93K22.13,0,0,0,0,0,0,0,0,0,0,0
RP11-77P16.4,0,0,0,0,0,0,0,0,0,0,0.126441350879025
PIK3R4,0.29868748690271,0.418587728923912,0,0,0,0,0.00932598321509541,0,0,0,0
ATP2C1,0.0279634238416152,0.248967517940285,0.412677451304061,0.219490781387182,0,0,0.0621515988582968,0.335693807490269,0,0,0.386329937303526
ASTE1,0,0.0620347394540943,0,0.493973523019166,0,0,0,0,0,0.0213483625805901,0.0823858955346845
NEK11,0,0,0,0,0,0,0,0,0,1.09829763866008,0
NUDT16,0.168804208111028,0.377356479682236,0.506790999391851,0.493973523019166,0,0,0.133938736421961,0.0738717248685365,0,1.21880860515803,0
MRPL3,0.326392593416656,0.139951422418516,0.6554136313463,0.383478974237297,0,0,0.370968263997205,0.240784706279935,0.529661016949152,0.644008889632922,0.16411348779662
ACPP,0,0,0,0.32797638570023,0,0,0,0.155480677054994,0,0.0488901926273589,0
DNAJC13,0.046653541470333,0.325547149031254,1.18040335793326,0,0,0,0.0528256156432014,0.183146411093181,0,0.0461552663158866,0.354557895446123
ACAD11,0,0.100530108962751,0,0,0,0,0,0,0,0,0
NPHP3,0.408155534006797,0.486815676312093,0.82962468925213,0.219490781387182,0,0,0.0254755002114466,0.461763591578884,0,0.070238555207949,0.540273492230341
ACKR4,0,0,0,0,0,0,0,0,0,0,0
UBA5,0,0.733269818877067,0.412677451304061,0,0,0,1.96748530134804,0.0819500530380873,2.79485746226942,0.0488901926273589,0.229597695055946
TMEM108,0,0,0,0,0,0,0,0,0,0,0
BFSP2,0.189644834827122,0,0,0,0,0,0,0,0,0,0
BFSP2-AS1,0,0,0,0,0,0,0,0,0,0,0
CDV3,2.72270903362724,3.28989432258149,0.224537452847135,1.86967854960885,0,0,0.948001194447765,1.11842348096765,1.58898305084746,1.76185795643613,2.65748635031386
TOPBP1,0.443501115614509,0.678473194436838,0.44907490569427,0.219490781387182,0,0,0.00932598321509541,0.100544793731067,3.32451847921858,0.0390800554936788,0.533322462875681
TF,0,0,0,0,0,0,0.043499632428106,0,0,0,0
SRPRB,0.217112594938423,0.144170201019683,0.937667177891016,0,0,0,0.621830173197655,0.121364984319092,0,0.083587420536362,0.490491461365316
RAB6B,0,0,0,0,0,0,0,0,0,0,0
SLCO2A1,0,0,0,0,0,0,0,0,0,0,0
RYK,0.157073242492483,0.456400325980527,0,0,0,0,0.335119752164849,0.0426508008594728,0,0.0390800554936788,0.140035258043357
RP11-200A1.1,0,0,0,0,0,0,0,0,0,0,0
RP11-375I20.6,0,0,0,0,0,0,0,0,0,0,0
AMOTL2,0,0,0,0,0,0,0.0186519664301908,0,0,0,0
ANAPC13,0.111326342039053,0.491320664554366,0,0,0,0,0.985248415791102,0.101300497057032,0,0.283490080909103,0.306618861069879
CEP63,0.64921812092011,0.532557055608174,0,0,0,0,1.2230415622529,0.0593637394406748,0,0.0569721819673148,0.426147451568613
EPHB1,0,0,0,0,0,0,0,0,0,0,0
PPP2R3A,0,0.164149704530532,0,0,0,0,0,0,0,0,0
MSL2,0.0760490972972151,0.570460504122855,0,0.438981562774364,0,0,0.0186519664301908,0.203488453112162,0,0.0374321542204754,0.763543663932391
PCCB,0.121441426763277,0.160264928396207,0,0,0,0,0.567691861672864,0.105586363875142,0,0.0488901926273589,0.227072214558443
STAG1,0.318201237704118,1.15093697611068,0.6232859636001,0.491964578550344,0,0,0.253744426895474,0.218922667609874,0,0.0213483625805901,0.920003412009657
SLC35G2,0,0,0,0,0,0,0,0,0,0.0213483625805901,0.358593766789323
RP11-731C17.2,0,0,0,0.163988192850115,0,0,0,0,0,0,0
RP11-85F14.5,0.118122952562386,0.318711460570605,0,0,0,0,0,0,0,0,0.169916343320331
NCK1,0.0842687160818417,1.41423373182219,0,0.651295787827442,0,0,0,0.713884224240538,1.39742873113471,0.114585486690085,0.891910605693464
IL20RB,0,0,0,0,0,0,0,0,0,0,0.0452724268284401
IL20RB-AS1,0,0,0,0,0,0,0,0,0,0,0
DZIP1L,0,0,0,0,0,0,0,0,0,0,0
DBR1,0,0.229144870242775,0.412677451304061,0,0,0,0,0.0245652563752982,0,0.144581797151739,0.331803002175847
ARMC8,1.14588696220623,0.641007624593428,0.44907490569427,0.219490781387182,0,0,1.39550940530447,0.306848073485082,0,0.192802100864672,0.793560265658728
NME9,0,0,0,0,0,0,0,0,0,0,0
MRAS,0,0,0,0,0,0,0,0.0862701248134077,0,0,0
ESYT3,0,0,0,0,0,0,0,0,0,0,0
CEP70,0.046653541470333,0.148757458698979,0,0,0,0,0,0,0,0,0.0874278720055954
FAIM,0.0650086931607231,0.0433500953702098,0,0,0,0,0.785929881056625,0.439869798539632,0,0,0.155698908018567
PIK3CB,0,0.0432600795985465,0.44907490569427,0.376302417903193,0,0,0.043499632428106,0.390338241738625,0,0,0.24019311915757
PRR23A,0,0,0,0,0,0,0,0,0,0,0
MRPS22,0.344499155620792,0.225641909291848,0,0.658472344161545,0,0,0.171242669282342,0.152778047829085,0.529661016949152,0.152058472423135,0.206119029829224
COPB2,0.730348924164276,0.595459956882819,1.36854335639018,0,0,0,0.165928214924391,0.583189091486713,0,0.126746058955957,0.113543462841412
RP11-319G6.1,0,0,0,0,0,0,0,0,0,0,0.0549767723136975
RBP1,0,0,0,0,0,0,0.363848955839659,0,0,0,0
NMNAT3,0,0,0,0,0,0,0,0.057757562630857,0,0,0
SLC25A36,0.689527113124764,0.412643882236307,0.673612358541405,0.219490781387182,0,0,0.859114670269285,0.334122256267745,1.39742873113471,0.065695294062726,0.734286766699544
ACPL2,0,0,0,0,0,0,0,0,0,0,0.124602828484207
ZBTB38,1.63146717790581,1.23714049290818,1.9159144990976,0,0,4.07830342577488,0.394664140816166,0.306602378772169,0,0.0583158385817588,0.941515567094042
RASA2,0.61246912020615,1.45906076166941,0.506790999391851,0,0,0,0.268895391471859,0.595867626767258,0,0.0390800554936788,1.40734984102284
RNF7,0.875457358430122,1.35992400517677,1.57488208204221,1.985340710256,0,4.07830342577488,1.33966072062664,0.946115067419172,0.529661016949152,0.218332976744496,1.33807387380657
ATP1B3,0.402023788283494,0.329561243046167,0.861752356998331,4.81215205376488,0,0,1.95127379100928,3.92918668058874,1.05932203389831,0.070238555207949,0.302970026990469
TFDP2,0.263015992528991,0.56489333804931,0.44907490569427,0,0,0,1.13124871050174,0.205354304980522,0,0.0374321542204754,0.921312991853376
RP11-485G4.2,0,0.0900528788561056,0.955865905086121,0,0,0,0.535755642958098,0.138771215005062,0,0,0.152121449159886
GK5,0.0499720156712241,0,0,0,0,0,0.375209632797638,0.345355912604669,0,0,0.113921166552745
XRN1,1.22814612942959,3.39285539601504,1.35461441583909,0.808107424343454,0,0,0.872929145912837,0.406196080278117,2.79485746226942,0.490599710760331,1.4055965625328
ATR,0.352251010740648,0.368817311266358,0,0,0,0,0.00932598321509541,0,0,0.329659049202514,0.460113962197721
PLS1,0,0,0,0,0,0,0.517536962730891,0.0715553265785105,0,0,0.0687970830036806
PLS1-AS1,0,0,0,0,0,0,0,0,0,0,0
TRPC1,0,0,0,0,0,0,0,0,0,0,0
PCOLCE2,0,0,0,0,0,0,0,0,0,0,0
U2SURP,1.04288373340095,2.61237665743396,1.2786995949464,0.219490781387182,0,0,0.596242573322709,0.714733026796817,0.529661016949152,0.46428490763216,1.31010096605208
RP11-91G21.1,0,0,0,0,0,0,0,0,0,0,0.0829359319925358
CHST2,0.0370452693191079,0,1.52037299817555,0,0,0,0.0254755002114466,0.116940773541833,0,0.435283666479764,0.0986241925144238
RP11-80H8.4,0,0,0,0,0,0,0,0,0,0,0
SLC9A9,0,0.0432600795985465,0,0,0,0,0.227520931925737,0.237557509660599,0,0,0.431768685394521
C3orf58,0.10512540321364,0.089104121724529,0,0.212314225053079,0,0,0.0944506328509993,0.20822538132511,0.529661016949152,0.0390800554936788,0.268397185481982
RP11-274H2.3,0,0,0,0,0,0,0,0,0,0,0
PLOD2,0.0537859962780091,0,0,0.212314225053079,0,0,0.0254755002114466,0,0,0,0
PLSCR4,0,0,0,0,0,0,0.0857603512743988,0,0,0,0
PLSCR2,0,0,0,0,0,0,0,0,0,0,0
PLSCR1,0.290228672627642,0.789358899518126,0,3.28681194699329,0,0,0.473188729803555,5.26059025141313,1.92708974808386,1.51104983598108,0.727483351194366
GYG1,0,1.21902620237196,0.20633872565203,0,0,4.07830342577488,0.296972201253202,0.285095141614087,0,0.15959102199163,0.616226205356804
HLTF,0.202968570778056,0.733389919089797,1.57915186868622,0,0,0,0.0348014834265421,0.0593637394406748,0.529661016949152,0,0.319394381398615
HPS3,0.398056776866321,0.645186481693973,0,0,0,0,0.121800748282754,0.3307054654681,1.39742873113471,0.0962126710215408,0.5475113338256
CP,0.0641560274587798,0.221440833796346,0,0.706287748072245,0,0,0,0,0,0.0684302203741984,0
TM4SF18,0,0,0,0,0,0,0,0,0,0,0
TM4SF1,0,0,0,0,0,0,1.97040529944437,0,0,0,0
TM4SF1-AS1,0,0,0,0,0,0,0,0,0,0,0
RP11-278L15.2,0,0,0,0,0,0,0,0,0,0,0
WWTR1,0,0,0,0,0,0,0.210696480126125,0,0,0,0
WWTR1-AS1,0,0,0,0,0,0,0,0,0,0,0
COMMD2,0.570462985528486,1.06785226410141,0.44907490569427,0,0,0,0.0528256156432014,0.389441441163677,0,0.313225783987662,0.384833165936538
ANKUB1,0,0,0,0,0,0,0,0,0,0,0
RNF13,0.486204709936664,0.976681128799112,0.430876178499165,1.63206627753167,0,0,0.0186519664301908,1.88861783503211,0,0.0863223468478343,0.963714832048189
PFN2,0,0,0.224537452847135,0.493973523019166,0,0,0.108224419303691,0,0,0.0374321542204754,0
AC117395.1,0,0,0,0,0,0,0,0,0,0,0
RP11-167H9.6,0,0,0,0,0,0,0,0,0,0,0
RP11-483E7.1,0,0,0,0,0,0,0,0,0,0,0
TSC22D2,0.863874671231758,0.107805088400173,0,0.916593028656501,0,0,0,0.639446442341871,2.45675076503302,0.124475810863792,0.113921166552745
SERP1,1.78248722449474,1.09619012410798,1.23811945163084,5.22267690211869,0,0,2.38219695975773,3.09324285277111,4.57539483282963,3.54914691847396,2.37898199207998
EIF2A,0.455636229052063,0.435210097996612,0.44907490569427,0.80093086800935,0,0,0.39486175405882,0.268906370459604,0.529661016949152,0.561090161214646,0.470552649256496
SELT,1.09127455793797,1.04377521810894,2.16604037789611,0.376302417903193,18.6915887850467,0,0.0534534498567329,0.627916168954098,0.529661016949152,0.306106334644061,1.19909983231496
RP11-103G8.2,0.0499720156712241,0,0,0,0,0,0,0,0,0,0.0458610410456317
SIAH2,0.971255196315802,0.380936175835031,0.6232859636001,0,0,0,0.00932598321509541,0.228300393196457,0,0.0390800554936788,0.737355887159984
SIAH2-AS1,0,0,0,0,0,0,0,0,0,0,0
MED12L,0,0,0,0,0,0,0,0,1.39742873113471,0.0213483625805901,0
GPR171,0,1.76084725329353,0,0,0,0,0,0,0,0,1.96629822921317
P2RY14,0,0,1.3108272626926,0,0,0,0,0,1.92708974808386,0.0781601109873576,0
GPR87,0,0,0,0,0,0,0.541403860209523,0.62142679592344,0,0,0
P2RY13,0,0,0,0,0,0,0,0.492280292704979,0,0.883893508170844,0
IGSF10,0,0,0,0,0,0,0,0,0,0,0
SUCNR1,0,0,0,0,0,0,0,0,0,0,0
MBNL1,4.0309365643103,7.44051377442422,3.27052891493668,0.985938101569511,0,13.7401391745671,0.761591211680454,2.21593219930904,3.85417949616773,0.698502508599937,6.07745447473448
MBNL1-AS1,0,0,0,0,0,0,0,0.0739483618589139,0,0,0.0882378893496868
TMEM14E,0,0,0,0,0,0,0.00932598321509541,0.057757562630857,0,0,0
P2RY1,0,0,0,0,0,0,0,0,0,0,0
RP11-38P22.2,0,0,0.506790999391851,0,0,0,0.043499632428106,0,0,0,0
RAP2B,0.282479931972856,0.428748642411141,0.506790999391851,0.766957948474593,0,0,0.210696480126125,1.38677706831689,0.529661016949152,0.442033304022469,0.379185660626885
ARHGEF26,0.112952470079647,0,0,0,0,0,0.246172898355928,0,0,0,0.173145393796188
DHX36,1.21750146398177,3.62840695149601,0.847823416447235,0.383478974237297,0,0,0.0969530822848389,0.747003134515599,4.91350153006604,0.163475679317444,2.6001716210307
RP11-439C8.2,0,0,0,0,0,0,0,0,0,0,0
MME,0,0,0,0,0,0,0,0,0,0,0.109953544627395
PLCH1,0,0,0,0,0,0,0,0,0,0,0.0745212012817646
C3orf33,0,0,0,0,0,0,0,0,0,0,0.26114490051015
SLC33A1,0.451684042009542,0.530064886242281,0.430876178499165,0,0,0,0.270001521058548,0.0785777532188816,0,0.103127448283201,0.562172665183694
GMPS,0,0.104162549760869,0,0,0,0,0.359523968195773,0.278120491567323,0,0.0604284180742689,0.0461424880029531
RP11-305K5.1,0.168841760887028,0,0,0,0,0,0,0,0,0,0.0682710360129715
SSR3,0.519127418865123,1.25343629533114,1.65924937850426,0.32797638570023,0,0,0.337737753989717,1.00894598356838,2.11864406779661,2.13256377580724,0.915218807644176
TIPARP-AS1,0,0,0,0,0,0,0,0.115515125261714,0.529661016949152,0,0.128208358820976
TIPARP,0.0810241451952682,0.0452570601013758,0.224537452847135,0.32797638570023,0,0,0,0.952301608951102,1.39742873113471,0,0.355686960883029
LINC00886,0,0,0,0,0,0,0,0,0,0,0
LEKR1,0,0,0,0.163988192850115,0,0,0,0,0,0,0
LINC00880,0,0,0,0,0,0,0,0.0200644872620603,0,0,0
CCNL1,2.46756148440538,3.01415698915901,0.673612358541405,4.02908155906911,0,4.83091787439614,0.0994555317186784,3.35754655602621,5.97282356396434,0.43731439182035,1.87313630141868
PTX3,0,0,0,0,0,0,0,0,0,0,0
SHOX2,0,0,0,0,0,0,0,0,0,0,0
RSRC1,0.645252806010511,1.26602040206416,0.506790999391851,0.163988192850115,0,4.07830342577488,0,0.171166361089314,2.79485746226942,0.43283227093163,0.472242364193569
RP11-538P18.2,0.0714694110920526,0.0856164383561644,0,0,0,0,0,0.0225863135974125,0,0,0.193120397482112
MLF1,0,0.118742133970934,0.20633872565203,0.219490781387182,0,0,0,0,0,0,0
GFM1,0.316529634439487,0.273671566090869,0.430876178499165,0,0,0,0.934755329395599,0.194561890575956,0,0.0195400277468394,1.00419815525112
LXN,0.0921194513003949,0.0467027834858958,0,0,0,0,0.0254755002114466,0,0,0,0.202259702644203
RP11-379F4.7,0,0,0,0,0,0,0,0,0,0,0
RP11-379F4.6,0,0,0,0,0,0,0,0,0,0,0
RARRES1,0,0,0.919468450695912,0,0,0,1.59471104880863,0,0,0,0
MFSD1,0.153218831211677,0.152772297977931,0.44907490569427,0.163988192850115,0,0,0.0714775820733922,0.699723043956308,0,0,0.353473340038124
RP11-379F4.4,0,0,0.224537452847135,0,0,0,0,0,0,0,0
RP11-379F4.9,0,0,0,0,0,0,0,0,0,0,0
IQCJ-SCHIP1,0,0,0,0,0,0,0,0,0,0,0
IL12A-AS1,0,0,0,0,0,0,0,0,0,0,0
IL12A,0,0,0,0,0,0,0,0,0,0,0
C3orf80,0,0,0,0,0,0,0,0,0,0,0
IFT80,0.359806683286172,0.170767624778729,0,0,0,0,0,0.0485476956836244,0,0,0.478877531413887
SMC4,0.625990923848787,1.36085171850333,0.673612358541405,0.376302417903193,0,0,2.58087076933132,0.200018197299575,0,0.0195400277468394,2.08128928599763
TRIM59,0.0279634238416152,0.283600518874071,0,0,0,0,0,0.0208201905880246,0,0,0.273712760051912
KPNA4,1.12194274005181,0.802120001555503,1.2465719272002,1.4594032121709,0,0,0.184329623692907,0.516813904011223,1.58898305084746,0.136475949569116,0.522788706906666
ARL14,0,0,0,0,0,0,0,0,0,0,0
RP11-16N11.2,0,0.0634195839675292,0,0,0,0,0.00932598321509541,0,0,0,0
PPM1L,0,0,0.224537452847135,0,0,0,0.00932598321509541,0.136335315849739,0,0.0195400277468394,0
B3GALNT1,0,0,0,0,0,0,0,0,0,0.0374321542204754,0.0517973686936704
NMD3,0.459857284979582,0.206131247293873,0.6232859636001,0,0,0,0.0507004427612176,0.136563039717095,0,0.289912125623262,0.180140393859441
SPTSSB,0,0,0,0,0,0,0,0,0,0,0
ZBBX,0,0,0,0,0,0,0,0,0,0,0
WDR49,0.0810241451952682,0,0,0,0,0,0,0,0,0,0
PDCD10,1.03301204676564,1.30903597411761,0.224537452847135,0.80093086800935,0,4.07830342577488,0.767440155988744,1.3338692280768,0,1.60820807784697,0.866681483767932
SERPINI1,0,0,0,0,0,0,0,0,0,0,0
GOLIM4,0,0.245913907111072,0.44907490569427,0.636942675159236,0,0,0,0.370195914115338,2.45675076503302,0.070238555207949,0.366916142193868
MECOM,0.0537859962780091,0,0,0,0,0,0.843412737999644,0,0,0,0
RP11-641D5.2,0,0,0,0,0,0,0,0,0,0,0
TERC,0,0,0,0,0,0,0,0,0,0,0
ACTRT3,0,0,0,0,0,0,0,0,0,0,0
RP11-816J6.3,0.0279634238416152,0.0432600795985465,0,0,0,0,0.141886235616283,0,0,0,0
MYNN,0.277287007225649,0.36448560592321,0,0,0,0,0.0857603512743988,0.0245652563752982,0,0,0.313815962328318
RP11-362K14.5,0,0,0,0,0,0,0,0,0,0,0
