p_val	avg_logFC	pct.1	pct.2	p_val_adj
ABRACL	3.24110054476575e-63	0.39247498968414	0.864	0.618	8.7263391067273e-59
COX14	3.32302934811172e-63	0.44165383438584	0.889	0.689	8.946924216856e-59
ATP5L	4.75652987282297e-63	0.454758221478342	0.942	0.882	1.28064810295886e-58
FUT3	4.82414786004806e-63	0.386642944187288	0.812	0.451	1.29885356983934e-58
NDUFC1	9.60896894258303e-63	0.409303809465177	0.928	0.789	2.58711879810106e-58
SLC35D2	1.16262085023468e-62	0.327057772712523	0.73	0.382	3.13024037717185e-58
PSMB6	1.21032627521596e-62	0.416129859926592	0.894	0.7	3.25868246339144e-58
CBR3	1.5211141556631e-62	0.42902052992622	0.572	0.211	4.09544775270734e-58
YIF1A	1.83788137185571e-62	0.382911842395412	0.822	0.513	4.94831180558432e-58
GGCT	2.01815954423792e-62	0.282248382545567	0.773	0.399	5.43369275690618e-58
ITGA6	2.29654448123451e-62	-0.735411384113115	0.238	0.465	6.1832163612758e-58
NOP10	2.73621379693425e-62	0.430591644468489	0.848	0.604	7.36698202686579e-58
DAD1	3.69084497817813e-62	0.461573602009546	0.903	0.737	9.93723101924679e-58
NDUFA1	6.58127601386769e-62	0.391485008793479	0.944	0.875	1.77194275397374e-57
PLAC8	8.15414600323736e-62	0.617236498737182	0.936	0.8	2.19542226991163e-57
TSTA3	1.1814475741202e-61	0.427923711496424	0.844	0.569	3.18092944856122e-57
C8orf59	1.2937442634672e-61	0.39614394451668	0.891	0.707	3.48327705495908e-57
ADI1	1.29441139089031e-61	0.466672324963784	0.896	0.694	3.48507322883308e-57
ALDOA	2.39699857059718e-61	0.513605835754067	0.966	0.944	6.45367895147585e-57
ATP6V1F	2.75988028980628e-61	0.45714344253715	0.853	0.694	7.43070169227444e-57
HLA-DRB1	3.00688321267958e-61	0.78058657773568	0.875	0.625	8.09573236181851e-57
COPE	3.74707865915854e-61	0.462354925263687	0.907	0.786	1.00886345819184e-56
KRT4	3.74951530656574e-61	0.92061940538323	0.766	0.456	1.00951950113976e-56
PDLIM2	4.29186932573882e-61	0.26138462595824	0.554	0.189	1.15554289726192e-56
IGFBP2	8.16291098025059e-61	-0.838088811497779	0.376	0.575	2.19778215232267e-56
KDELR2	8.75450749861083e-61	0.439825807750012	0.907	0.738	2.35706359892598e-56
CXCL3	1.61928485826261e-60	0.906762745507416	0.399	0.076	4.35976255238625e-56
DEGS2	2.07367820791129e-60	0.41745835201459	0.791	0.456	5.58317120698036e-56
NMB	2.15366651605768e-60	0.308019298410688	0.6	0.239	5.7985317278337e-56
TCEAL8	3.18285376513418e-60	0.325486153795544	0.766	0.434	8.56951547724726e-56
FAT2	4.45686816581807e-60	-0.611323454577571	0.168	0.375	1.19996718496486e-55
PAQR4	4.92406363615194e-60	0.32803506066965	0.493	0.151	1.32575489339755e-55
RGCC	5.92800131435563e-60	0.327007149893138	0.555	0.189	1.59605507387711e-55
PPM1K	6.03588770774708e-60	0.355704970378576	0.743	0.369	1.62510240643383e-55
KLF4	8.04839696639887e-60	0.421729828885822	0.823	0.461	2.16695039923323e-55
MRPL20	8.19811272309811e-60	0.382151304458271	0.916	0.763	2.20725986956693e-55
MGAM	1.06991231369481e-59	0.29320670834587	0.482	0.128	2.8806319133919e-55
TRNP1	1.20041072153593e-59	0.253079992465449	0.532	0.165	3.23198582666333e-55
ATP5C1	1.55959038925008e-59	0.40290106580692	0.914	0.731	4.19904116401692e-55
EIF6	1.68171832459346e-59	0.418530420407627	0.88	0.685	4.52785841713542e-55
FDX1	7.10043383626303e-59	0.386153550270299	0.852	0.62	1.91172080607546e-54
NDUFAB1	7.88919805658283e-59	0.39029595121578	0.879	0.648	2.12408768475436e-54
MACC1	1.20399995045349e-58	0.45614872354118	0.888	0.589	3.24164946660099e-54
ABLIM1	1.37921842945929e-58	0.493043644466743	0.933	0.734	3.7134076994762e-54
CCL28	1.65343602954784e-58	0.268650841663515	0.65	0.286	4.45171116595461e-54
KLK11	2.16030382279286e-58	0.509454775356243	0.726	0.363	5.81640201248748e-54
ARF4	2.24126878976284e-58	0.448043202495872	0.896	0.703	6.03439208955748e-54
CRIP1	2.61373603268185e-58	0.474346023381081	0.507	0.182	7.03722289439263e-54
SRP14	2.90188540311079e-58	0.331061674711298	0.959	0.938	7.81303625933548e-54
HES4	3.08139881033027e-58	0.4952465122328	0.718	0.366	8.29635815693321e-54
CISD2	3.08548924490975e-58	0.266552017618905	0.695	0.342	8.30737124299501e-54
CTSS	3.57162840429558e-58	0.45943770024296	0.917	0.71	9.61625231572541e-54
FUT6	4.60138025331893e-58	0.341691191670553	0.781	0.417	1.23887561940359e-53
TRIM31	7.07725751594005e-58	0.490367671771311	0.535	0.186	1.9054808135917e-53
WBP5	1.05461190677721e-57	0.310159955165043	0.699	0.339	2.83943709780696e-53
BCAM	2.0495741603231e-57	-0.741647844975759	0.213	0.421	5.51827346925391e-53
RPS27L	2.23045419630318e-57	0.503603169457807	0.876	0.652	6.00527487812668e-53
MANF	2.42409583646153e-57	0.412754543821766	0.796	0.5	6.52663563008903e-53
SAA2	2.49884570923468e-57	1.08211171105833	0.579	0.254	6.72789218754344e-53
TYMP	3.0173660795169e-57	0.61847399106666	0.879	0.679	8.1239564324913e-53
NQO1	3.33543384759671e-57	0.746979061777928	0.866	0.658	8.98032209126938e-53
NET1	3.50122027510139e-57	-0.660941733212926	0.792	0.821	9.42668546868297e-53
CYB5A	5.31080519831795e-57	0.632857290817584	0.93	0.786	1.42988119159513e-52
ANXA1	1.06257763883057e-56	0.695970347203295	0.975	0.975	2.86088403478743e-52
IFI44L	1.31927593548343e-56	0.379916157703316	0.702	0.32	3.5520185286956e-52
CISD1	1.65729327192685e-56	0.309007619131232	0.815	0.496	4.46209640533584e-52
MRPL36	1.86257618048005e-56	0.253311443341463	0.736	0.4	5.0148001083245e-52
DEFB4A	4.22186264840718e-56	0.635177290414132	0.372	0.066	1.13669429945715e-51
C20orf24	5.22771481635442e-56	0.41651259281366	0.862	0.661	1.40750993715526e-51
RPS26	6.87748566245059e-56	0.550536926708598	0.957	0.938	1.8516942397582e-51
TMEM59	1.23627313662956e-55	0.439187456934111	0.966	0.934	3.32854179306143e-51
MRPL17	2.49266230930144e-55	0.253152562530667	0.757	0.425	6.71124400156321e-51
HSBP1	3.04792324601326e-55	0.410727232328876	0.918	0.82	8.2062285475661e-51
VTI1B	3.26641866259953e-55	0.317091589326029	0.799	0.469	8.79450560718298e-51
FRG1	3.29156579197568e-55	0.252918728059125	0.756	0.408	8.86221173831533e-51
BAX	3.43656435209e-55	0.261271245881565	0.747	0.382	9.25260586156712e-51
COX7B	6.90575054174536e-55	0.451296873906168	0.941	0.873	1.85930427585952e-50
MYEOV2	7.13292884123182e-55	0.374768404793773	0.871	0.663	1.92046976121325e-50
GPX1	8.13656080530275e-55	0.599643405927671	0.918	0.91	2.19068763121971e-50
MGST1	1.16399322607964e-54	0.487295066418292	0.958	0.877	3.13393536189682e-50
PSMB1	1.5333330558234e-54	0.400047503827033	0.933	0.845	4.12834591949892e-50
HIGD2A	1.70270560317993e-54	0.409726029730349	0.872	0.682	4.58436456600165e-50
VMO1	1.83993002249027e-54	0.532854801080639	0.948	0.893	4.95382759255281e-50
GDPD3	2.3988447579943e-54	0.340078037613296	0.646	0.286	6.45864962642386e-50
SDF2L1	2.7051979893904e-54	0.362405825944671	0.769	0.448	7.28347506663471e-50
SMAGP	5.40177745827396e-54	0.34266854970659	0.794	0.504	1.45437456286568e-49
PSMB2	5.62012573030631e-54	0.348982329975903	0.873	0.639	1.51316265162767e-49
LINC00493	6.31626772281995e-54	0.363638120561004	0.88	0.663	1.70059192169204e-49
MISP	6.38450904093852e-54	0.311824194171829	0.769	0.413	1.71896521418229e-49
TSPO	6.47917190457926e-54	0.462847904033384	0.928	0.845	1.74445224358892e-49
PSMC3	7.50008705565132e-54	0.362342211966231	0.857	0.604	2.01932343886356e-49
C16orf13	7.56178845955538e-54	0.251098934638774	0.732	0.379	2.03593592485069e-49
C12orf23	1.19426511604074e-53	0.289488784670316	0.667	0.327	3.21543939842809e-49
LINC00116	1.2654079280475e-53	0.299235221556541	0.777	0.444	3.4069843054751e-49
FUS	1.2914782474604e-53	-0.549534477274161	0.909	0.866	3.47717603346238e-49
CBX6	1.31482645228395e-53	0.28690255151712	0.72	0.361	3.54003874012932e-49
RNASE1	1.80894270768631e-53	0.580516955834956	0.37	0.073	4.87039734617463e-49
PIGR	2.78066015275593e-53	0.477453984151574	0.97	0.7	7.48664939528006e-49
MAL2	3.01536467634722e-53	0.41650027987197	0.944	0.8	8.11856785459726e-49
HINT1	3.15626835054062e-53	0.463389554672057	0.943	0.893	8.49793690699557e-49
PNISR	3.34244559747873e-53	-0.589700041742876	0.902	0.855	8.99920052665172e-49
RARRES1	3.49820744449901e-53	0.821274048213834	0.825	0.5	9.41857372356915e-49
NDUFA11	3.91779801140705e-53	0.389968979178132	0.899	0.751	1.05482793659123e-48
TIMM13	6.59645523769639e-53	0.330264712546049	0.865	0.617	1.77602960819738e-48
SEP15	8.07626081887107e-53	0.342707109889016	0.882	0.677	2.17445246287285e-48
SLC31A1	1.12785403059662e-52	0.458002866847615	0.921	0.718	3.03663419197834e-48
GIPC1	1.46738792515198e-52	0.353389465561464	0.86	0.621	3.9507952496792e-48
POLR2K	1.8749442699387e-52	0.355061134138886	0.858	0.631	5.04809995238295e-48
UNC5B-AS1	2.15452292687826e-52	0.372518683537544	0.701	0.355	5.80083752832703e-48
BID	2.24805325499294e-52	0.26560658443677	0.719	0.372	6.052658583743e-48
MPC2	2.41226504368411e-52	0.356936920310515	0.855	0.61	6.49478240361509e-48
ME1	3.05080669907014e-52	0.281518262724353	0.638	0.28	8.21399195657645e-48
ASS1	3.18478059858598e-52	0.569868896832478	0.948	0.842	8.57470328363288e-48
PSMA5	4.27838340123145e-52	0.323454045900729	0.867	0.662	1.15191194694756e-47
ISG15	4.29216139997597e-52	0.594601346328211	0.713	0.437	1.15562153532953e-47
TMEM256	4.54766486812655e-52	0.272515146975959	0.765	0.432	1.22441328909439e-47
EIF5A	4.82166954720606e-52	0.455939530136826	0.904	0.766	1.29818630888976e-47
TRIP6	5.21897534665141e-52	0.299568014042566	0.806	0.501	1.40515692233243e-47
KYNU	5.49040761921641e-52	0.345415950641671	0.773	0.41	1.47823734739783e-47
JUNB	5.75453331499069e-52	-1.00349731405322	0.72	0.79	1.54935054972809e-47
KLF5	5.93237718771913e-52	-0.449072582651419	0.969	0.958	1.5972332340215e-47
SUMO2	6.10571786285735e-52	0.356110220671235	0.942	0.88	1.64390347739571e-47
PKIB	6.69979454004203e-52	0.321993975924163	0.474	0.152	1.80385268196092e-47
JUN	1.72711672261239e-51	-1.53861542764239	0.656	0.735	4.65008906396159e-47
MINOS1	2.0258526493133e-51	0.358621427610933	0.9	0.728	5.45440567301113e-47
LACTB2	2.73271910402813e-51	0.254225536561624	0.63	0.296	7.35757291568533e-47
LIPH	2.89096109933739e-51	0.447846427551309	0.917	0.63	7.78362366385598e-47
ADH1B	3.17905174322879e-51	0.432932243781642	0.697	0.363	8.55927891346918e-47
MIEN1	3.35078711783736e-51	0.304024094880308	0.818	0.513	9.0216592360653e-47
ARRB2	3.46221061171243e-51	0.347672878880291	0.714	0.372	9.32165585097456e-47
CCNO	3.54392968138742e-51	0.433400199116573	0.728	0.407	9.54167627416749e-47
SEC11C	3.60210635075186e-51	0.45838116942793	0.873	0.673	9.69831113876431e-47
TMED3	5.75647053197276e-51	0.292987370118111	0.877	0.656	1.54987212602835e-46
C4orf3	5.79895923404168e-51	0.369714014516302	0.893	0.759	1.56131178417338e-46
RBM8A	5.94763730983764e-51	0.349576990644649	0.919	0.756	1.60134186930069e-46
SERPING1	6.34892377357676e-51	0.271317080934537	0.586	0.227	1.70938423679781e-46
ATP2C2	7.45051074682364e-51	0.281497364249244	0.649	0.297	2.0059755134748e-46
MRPS15	9.48382337445141e-51	0.302260099701645	0.821	0.554	2.5534246053373e-46
TMEM208	1.24160511513481e-50	0.360992463604835	0.872	0.655	3.34289761198896e-46
RPS21	1.25237951306164e-50	0.465336766002424	0.942	0.949	3.37190660096717e-46
TIMP2	3.35343414990007e-50	0.287052399233451	0.542	0.21	9.02878610519096e-46
DUOXA2	3.77263335038826e-50	0.699904844303539	0.648	0.303	1.01574380325854e-45
UBL5	3.90311937506831e-50	0.388770643272207	0.921	0.876	1.05087586054339e-45
NDUFB9	4.75339077227376e-50	0.351120184891079	0.924	0.756	1.27980293152699e-45
COA3	6.28015996187547e-50	0.305925766195192	0.784	0.475	1.69087026813535e-45
CTSH	6.85696252110347e-50	0.408418515758499	0.861	0.589	1.8461685891819e-45
RBX1	8.91864501880851e-50	0.386534784824411	0.894	0.731	2.401255984864e-45
GMDS	9.00893853809436e-50	0.296440872328708	0.765	0.438	2.42556661199653e-45
CYP26A1	1.12279881989916e-49	-0.599997720890537	0.09	0.258	3.02302354269651e-45
GDF15	1.17269709454437e-49	0.367477721320511	0.728	0.356	3.15736965735127e-45
STRA13	1.18058795775745e-49	0.259234184561742	0.804	0.487	3.17861501746615e-45
CALM2	1.24402353484491e-49	0.383823370072947	0.942	0.906	3.34940896521645e-45
HSPA1B	1.31339113587346e-49	-1.05929263666145	0.852	0.818	3.5361742942257e-45
EMC6	1.51267515465831e-49	0.280046956823541	0.813	0.528	4.07272658640203e-45
TXNL4A	1.65171419163566e-49	0.272321270666934	0.83	0.577	4.44707528955985e-45
RNF114	1.67421072604301e-49	0.290531658275788	0.753	0.42	4.5076449587982e-45
SAA4	2.20433256626023e-49	0.290798727896027	0.426	0.12	5.93494500139904e-45
EZR	2.70832243778653e-49	0.445430965194292	0.971	0.92	7.29188733149644e-45
ALDH1A1	5.13222354242751e-49	0.398507872932299	0.988	0.972	1.38179986656318e-44
PNN	5.21220767895442e-49	-0.56948000526994	0.836	0.83	1.40333479548169e-44
ATP6V0B	8.65317863391967e-49	0.447899748821845	0.912	0.811	2.32978181539653e-44
ATP6V0E1	1.07689760243163e-48	0.35265816067843	0.919	0.824	2.89943910478692e-44
EGFR	1.08171316145938e-48	-0.851455912473911	0.626	0.687	2.91240451591323e-44
MYO1B	1.10922935194194e-48	0.331034867369346	0.777	0.47	2.98648910716848e-44
RPA3	1.4108584992411e-48	0.26999728652126	0.773	0.448	3.79859542335675e-44
BLVRB	2.6959511534152e-48	0.426818922411914	0.888	0.735	7.25857888545509e-44
MIR205HG	2.92628910796831e-48	-1.330268741258	0.822	0.81	7.87874079429388e-44
B3GNT7	2.95983318920043e-48	0.318373598163365	0.759	0.413	7.96905487860323e-44
NUPR1	3.38944305150024e-48	-0.878895718759646	0.494	0.635	9.12573647185923e-44
AURKAIP1	3.86470422861008e-48	0.339718396848486	0.908	0.772	1.04053296651098e-43
OCIAD2	4.20529912190108e-48	0.359860342953323	0.886	0.746	1.13223473558065e-43
RHOA	4.72599336574625e-48	0.350929003019951	0.941	0.827	1.27242645379352e-43
ANAPC11	1.275206025898e-47	0.358820504348397	0.877	0.687	3.43336470412778e-43
EPS8L1	1.35437737676028e-47	0.33845765447239	0.833	0.538	3.64652564918938e-43
HSBP1L1	1.88487863765248e-47	0.353225146787814	0.875	0.662	5.07484724401555e-43
REEP5	2.45356510136518e-47	0.315195339153623	0.929	0.835	6.6059786789156e-43
MTIF3	2.73507812514559e-47	0.31074003275068	0.809	0.506	7.36392434414199e-43
CLSTN1	2.91191575151173e-47	-0.643230999611687	0.847	0.839	7.84004196937018e-43
SF3B5	3.84300179310023e-47	0.343118893431971	0.829	0.576	1.03468980277431e-42
MRP63	3.97390765926261e-47	0.344662950317584	0.891	0.728	1.06993489817987e-42
CHMP3	4.32599755893674e-47	0.318534015963479	0.9	0.68	1.16473158276813e-42
TXNL1	7.44848446631409e-47	0.295590065353992	0.848	0.634	2.0054299577104e-42
PRRC2C	8.04970036843055e-47	-0.382614422931135	0.941	0.927	2.16730132719624e-42
NDUFV3	1.1348237829637e-46	0.315747726342498	0.868	0.634	3.05539955325147e-42
LINC01133	1.25347076169387e-46	0.318220850359571	0.719	0.403	3.37484467878457e-42
ARL1	2.17828082322443e-46	0.353684540053645	0.892	0.692	5.86480328844945e-42
MYL12A	3.00182552654876e-46	0.370039376795335	0.939	0.901	8.08211504767988e-42
BTG2	3.12831311714675e-46	-0.660613947000881	0.281	0.463	8.4226702366059e-42
KTN1	3.24447060846919e-46	-0.418358311149299	0.956	0.946	8.73541266624244e-42
TSPAN3	3.29140660027128e-46	0.344464901926722	0.944	0.828	8.8617831305704e-42
AKR1B10	3.80088418167244e-46	0.446970171320442	0.584	0.268	1.02335005707349e-41
VPS29	4.44289675965989e-46	0.289202262772173	0.886	0.677	1.19620552357083e-41
SPDEF	4.53056670185244e-46	0.277588311768545	0.77	0.435	1.21980977880675e-41
PART1	6.11729155917748e-46	0.321285368488907	0.508	0.201	1.64701957939295e-41
TAF10	6.16915146966679e-46	0.349392952858477	0.833	0.624	1.66098234169309e-41
SERPINB5	6.22746148914539e-46	-0.434619756697268	0.166	0.351	1.67668173133751e-41
FKBP2	6.97477936937095e-46	0.369045010613744	0.93	0.787	1.87788959740943e-41
SEL1L3	7.04430570962243e-46	0.319676453336062	0.839	0.545	1.89660886925874e-41
NDUFB11	7.54443176087466e-46	0.348231845432774	0.914	0.787	2.03126280729789e-41
RBM39	7.87329927805271e-46	-0.438852119022846	0.937	0.903	2.11980709762291e-41
YBX3	8.87511122500554e-46	-0.543338154246141	0.895	0.877	2.38953494622049e-41
RAB9A	8.97994669035085e-46	0.281354175617281	0.792	0.494	2.41776084691006e-41
TMC5	9.43841748381085e-46	0.390617323655257	0.938	0.68	2.54119952334123e-41
GTF2I	1.13459293759455e-45	-0.500968138995245	0.904	0.873	3.05477802517957e-41
HNRNPU	1.62065794156009e-45	-0.518850637282475	0.915	0.91	4.3634594418564e-41
TRAM1	1.67654067565042e-45	0.374189938530793	0.917	0.768	4.5139181151212e-41
BRI3	1.76898778993104e-45	0.420358179588881	0.875	0.782	4.76282272561034e-41
KRT19	2.13789023980346e-45	0.461945880455447	0.99	0.996	5.75605568164684e-41
RPL38	2.52005980342174e-45	0.315869905534679	0.961	0.951	6.78500901473268e-41
DUOX2	2.54941984090821e-45	0.290118185105178	0.844	0.468	6.86405797966126e-41
TCEA3	2.63506741246108e-45	0.301966673557887	0.76	0.461	7.0946555013102e-41
HLA-DRA	2.9485247853635e-45	0.58630894869333	0.871	0.696	7.93860813211268e-41
COX8A	4.44058201874623e-45	0.353346543905656	0.922	0.863	1.19558230272723e-40
H2AFZ	4.48449509978488e-45	0.415174942679658	0.904	0.803	1.20740546066608e-40
NDUFB10	4.50206491142644e-45	0.363726569284649	0.899	0.725	1.21213595675245e-40
SYNE2	6.19127080169673e-45	-0.559590876578298	0.904	0.882	1.66693775064883e-40
MIR4435-1HG	7.18093413101719e-45	0.271435361663314	0.679	0.363	1.93339470543507e-40
TXNIP	7.8099034541345e-45	-0.639997156705677	0.958	0.965	2.10273840599117e-40
TTC9	1.18352202532397e-44	0.298722008560227	0.799	0.487	3.18651470098225e-40
CTC-425F1.4	1.31556708967091e-44	0.360540847168841	0.43	0.145	3.54203283222994e-40
NDUFC2	1.32484064826113e-44	0.335228475091527	0.928	0.834	3.56700096137825e-40
CD44	1.69191295612215e-44	-0.856410231995295	0.707	0.717	4.55530644306327e-40
GPR110	2.45236973515545e-44	0.372164098455525	0.941	0.718	6.60276027493253e-40
PSAP	2.49987654758893e-44	-0.48566464443286	0.915	0.917	6.73066761672843e-40
BIRC3	2.97770484078527e-44	0.327498182195897	0.656	0.33	8.01717251333027e-40
MACF1	3.66190046775571e-44	-0.497242495869024	0.777	0.789	9.85930081938546e-40
CSTA	4.62094443415733e-44	0.542240068032351	0.889	0.72	1.24414307945252e-39
IFIT3	5.29511875504746e-44	0.256323175857783	0.631	0.283	1.42565777360898e-39
ORMDL2	5.38890155331095e-44	0.251355484924395	0.788	0.479	1.45090785421344e-39
TNS4	6.96298014887516e-44	-0.33617631176341	0.103	0.263	1.87471277528315e-39
LAMTOR2	7.63557644067197e-44	0.300501613082018	0.834	0.587	2.05580260088652e-39
SKP1	8.05684900826014e-44	0.316547663841185	0.958	0.917	2.16922602698396e-39
CP	9.44765953233844e-44	0.418029047918947	0.976	0.752	2.5436878524868e-39
HN1	1.09318480292911e-43	0.413112400252482	0.898	0.721	2.94329076340635e-39
MSLN	1.09648957792548e-43	0.261832238297223	0.821	0.496	2.95218853960656e-39
SPAG1	1.23353160051442e-43	0.254441555575858	0.744	0.401	3.32116048122504e-39
RBP1	1.30953708191118e-43	-0.731830369708206	0.458	0.586	3.52579763933766e-39
MRPS34	2.0671979415779e-43	0.289817453021541	0.858	0.59	5.56572373790435e-39
PHPT1	2.48810144726905e-43	0.307505903533487	0.844	0.617	6.69896433662719e-39
CYP2J2	2.71314888763732e-43	0.304546324005829	0.689	0.386	7.30488206507472e-39
TMPRSS4	2.85863739788686e-43	-0.485452360106073	0.936	0.89	7.69659533007059e-39
MUC13	3.1325379660287e-43	0.261724050993265	0.518	0.19	8.43404521973567e-39
SPCS2	3.29809914496907e-43	0.346557078584673	0.935	0.821	8.87980213791471e-39
TMEM238	3.95800722879186e-43	0.325187559783259	0.887	0.597	1.06565386627992e-38
LUC7L3	7.3560925884148e-43	-0.508825621362901	0.852	0.824	1.9805543685048e-38
ADRM1	8.41100186066092e-43	0.301153395479041	0.837	0.585	2.26457814096435e-38
NIPBL	1.06897506515247e-42	-0.434883848048745	0.813	0.824	2.8781084654165e-38
METTL9	1.08696339594428e-42	0.282516852417563	0.837	0.59	2.92654024724039e-38
SRD5A3	1.95361889726135e-42	0.376955657595539	0.8	0.525	5.25992351898645e-38
DDX17	2.31332466382785e-42	-0.471947160707253	0.937	0.901	6.22839532489009e-38
RER1	2.58744940498748e-42	0.280641716678417	0.898	0.73	6.9664487779883e-38
ANK3	2.5880284590189e-42	-0.537497725060671	0.802	0.801	6.9680078230625e-38
UBB	3.72613557850323e-42	0.372778483996351	0.93	0.913	1.00322474315621e-37
SLC6A6	3.85804514600757e-42	-0.618104864845408	0.836	0.821	1.03874007511108e-37
MLPH	3.92221033901886e-42	0.322394175005843	0.871	0.558	1.05601591167744e-37
C1orf122	4.19524885580662e-42	0.279339004091585	0.761	0.472	1.12952880193737e-37
ITGB4	5.08992293028161e-42	-0.694507642237315	0.632	0.666	1.37041084974902e-37
PIGP	7.70902912642645e-42	0.25260537409425	0.685	0.376	2.07557900199906e-37
ARHGDIB	7.8728199793568e-42	0.395673275383578	0.812	0.6	2.11967805124202e-37
AHNAK2	7.89031997434879e-42	-0.424466947368282	0.156	0.327	2.12438974989367e-37
DNAJA1	8.32269551392242e-42	0.408215324734049	0.932	0.77	2.24080254016847e-37
RPL39	9.33781083660122e-42	0.369242293933859	0.959	0.955	2.51411218964651e-37
SSR3	9.48537255458035e-42	0.309651515190283	0.861	0.631	2.55384170659521e-37
GTF2A2	9.5978387557842e-42	0.291658322856835	0.839	0.607	2.58412210660734e-37
SRRM2	1.12528945433689e-41	-0.376867042484613	0.943	0.913	3.02972932685663e-37
FAM177A1	1.23387554181619e-41	0.283932397086036	0.886	0.69	3.3220865087859e-37
PRSS22	1.64976166920408e-41	0.385935603995592	0.863	0.631	4.44181831816505e-37
COX6B1	1.78478154592798e-41	0.340568405760019	0.946	0.915	4.8053458342565e-37
MRPS6	1.93909405917325e-41	0.291771604310583	0.789	0.504	5.22081684491806e-37
EDF1	1.99369458378066e-41	0.315654664996123	0.924	0.863	5.36782329737105e-37
TJP3	2.21555443498244e-41	0.281709485253072	0.831	0.528	5.96515876074673e-37
NDUFB7	2.38126117875237e-41	0.318142117352483	0.912	0.837	6.41130759767289e-37
RASSF7	3.01419721235936e-41	0.260899261323949	0.792	0.49	8.11542457455633e-37
KRT23	3.26079923027908e-41	0.435676006983867	0.806	0.528	8.77937584760339e-37
AMD1	3.83797138815221e-41	0.346682930266478	0.867	0.601	1.0333354165461e-36
SVOPL	6.24623632147361e-41	-0.330846932090462	0.076	0.215	1.68173666719355e-36
PDXK	6.31032443035493e-41	0.27700646239735	0.892	0.69	1.69899174962876e-36
SPATS2L	7.62595603743617e-41	0.371101551150443	0.897	0.703	2.05321240351932e-36
CIB1	8.04306469972365e-41	0.397632830524899	0.901	0.839	2.1655147397536e-36
C11orf58	8.82718928637284e-41	0.286932128927875	0.928	0.782	2.37663244346302e-36
CLCA4	1.08666729761236e-40	-0.96279918595969	0.211	0.389	2.92574303209151e-36
TUBA1C	1.13257335168248e-40	0.331443955693258	0.873	0.632	3.0493404920699e-36
PERP	1.30902370262719e-40	-0.521100022983571	0.986	0.987	3.52441541695346e-36
DAP	1.93710013629213e-40	0.281939037153039	0.858	0.601	5.21544840695292e-36
PTPN13	2.14076902828351e-40	-0.552492915990333	0.819	0.827	5.76380653175052e-36
MRPL51	2.77357259275098e-40	0.276336578680475	0.895	0.699	7.46756684872275e-36
PPCS	3.28481262578133e-40	0.278576566830628	0.885	0.67	8.84402951365366e-36
CARHSP1	3.3025046600068e-40	0.364149724885937	0.851	0.635	8.8916635466023e-36
PTGR1	5.49794706340621e-40	0.275590192669208	0.714	0.418	1.48026726735149e-35
PTP4A2	5.53870325065812e-40	0.330663639922099	0.945	0.82	1.49124046320719e-35
ATP1B1	5.94972055304255e-40	0.429288607130564	0.992	0.963	1.60190276170118e-35
HLF	8.43862013820616e-40	-0.432776227178829	0.258	0.428	2.27201408601063e-35
RP11-294O2.2	1.68115268297019e-39	0.329865981713434	0.67	0.403	4.52633548362893e-35
GFPT1	1.74971545894408e-39	0.313537877593766	0.862	0.62	4.71093390166105e-35
PSMA3	2.00501665893444e-39	0.300315774207085	0.91	0.79	5.39830685251508e-35
WDR83OS	2.21789472339105e-39	0.354051468217766	0.88	0.725	5.97145975325807e-35
CLDN3	2.34316543844893e-39	0.250887193221856	0.632	0.304	6.3087386264799e-35
BAG1	2.65610862773918e-39	0.35676716499066	0.946	0.858	7.15130686932497e-35
GABARAPL2	2.99205876979671e-39	0.334549881007143	0.872	0.718	8.05581903180067e-35
C9orf16	3.17189991182109e-39	0.367963052416702	0.877	0.763	8.54002332258711e-35
ANXA4	3.17379612238868e-39	0.291019903567464	0.839	0.599	8.54512867991927e-35
LGI1	3.6426860086074e-39	0.283654416175479	0.424	0.146	9.80756780957457e-35
MRPS36	5.3223646763972e-39	0.272333997544422	0.814	0.573	1.43299346547318e-34
MBOAT1	6.32818454264119e-39	0.281214606471877	0.76	0.473	1.70380040626071e-34
COX7A2L	6.64620264291774e-39	0.254988474231471	0.806	0.541	1.78942359957917e-34
C10orf54	8.00637293072429e-39	0.267204875116951	0.755	0.43	2.15563584786821e-34
RPS28	8.3589192124607e-39	0.369919317710694	0.959	0.986	2.25055540876292e-34
CHMP4B	1.05952363989904e-38	0.290133650756869	0.905	0.749	2.85266144806416e-34
WARS	1.0637736912647e-38	0.53916582978291	0.741	0.454	2.86410428636109e-34
MAP2K2	1.15195750631534e-38	0.257910988754704	0.844	0.585	3.10153039000342e-34
MMP24-AS1	1.1932294848996e-38	0.299605635729206	0.849	0.62	3.21265106514368e-34
SEMA4B	1.40573566871657e-38	-0.557501957025283	0.439	0.556	3.78480271445249e-34
TIMM8B	1.50094294584262e-38	0.278710551758104	0.877	0.697	4.04113878738666e-34
RP11-526F3.1	1.54096967388721e-38	0.259194849185783	0.439	0.168	4.14890674997393e-34
RAB11A	1.87295964480312e-38	0.311656716242299	0.93	0.787	5.04275654766793e-34
ANKRD12	2.32813590173061e-38	-0.552728035952517	0.891	0.845	6.2682731018195e-34
PBX1	3.40527975789125e-38	-0.517416649865783	0.758	0.77	9.16837522014641e-34
